"","Year","Month","Day","Site","Depth","Transect","Observer","Species_Code","Coral_genus","Coral_spp","length","width","height","coral_SA"
"3458",2003,NA,NA,"Paul's Anchor ",12.80487805,"4","Bill","PAST","Porites","astreoides","15","","10",NA
"3459",2003,NA,NA,"Paul's Anchor ",12.80487805,"4","Bill","AGAR","Agaricia",NA,"15","","10",NA
"3460",2003,NA,NA,"Paul's Anchor ",12.80487805,"4","Bill","SSID","Siderastrea","siderea","40","","25",NA
"3461",2003,NA,NA,"Paul's Anchor ",12.80487805,"4","Bill","SSID","Siderastrea","siderea","50","","15",NA
"3462",2003,NA,NA,"Paul's Anchor ",12.80487805,"4","Bill","AGAR","Agaricia",NA,"30","","20",NA
"3463",2003,NA,NA,"Paul's Anchor ",13.41463415,"4","Bill","SSID","Siderastrea","siderea","50","","25",NA
"3464",2003,NA,NA,"Paul's Anchor ",13.2,"5","Vania","AGAR","Agaricia",NA,"20","","5",NA
"3465",2003,NA,NA,"Paul's Anchor ",13.2,"5","Vania","OANN","Orbicella","annularis","5","","5",NA
"3466",2003,NA,NA,"Paul's Anchor ",13.2,"5","Vania","AGAR","Agaricia",NA,"10","","5",NA
"3467",2003,NA,NA,"Paul's Anchor ",13.2,"5","Vania","PAST","Porites","astreoides","10","","10",NA
"3468",2003,NA,NA,"Paul's Anchor ",13.2,"5","Vania","SSID","Siderastrea","siderea","35","","20",NA
"3469",2003,NA,NA,"Paul's Anchor ",13.2,"5","Vania","AGAR","Agaricia",NA,"25","","10",NA
"3470",2003,NA,NA,"Paul's Anchor ",13.2,"5","Vania","OFAV","Orbicella","faveolata","65","","40",NA
"3471",2003,NA,NA,"Paul's Anchor ",13.2,"5","Vania","PSTR","Pseudodiploria","strigosa","70","","90",NA
"3472",2003,NA,NA,"Paul's Anchor ",13.2,"5","Vania","OANN","Orbicella","annularis","50","","100",NA
"3473",2003,NA,NA,"Paul's Anchor ",13.7195122,"6","Carrie","AGAR","Agaricia",NA,"20","","10",NA
"3474",2003,NA,NA,"Paul's Anchor ",13.7195122,"6","Carrie","PPOR","Porites","porites","30","","10",NA
"3475",2003,NA,NA,"Paul's Anchor ",13.7195122,"6","Carrie","PPOR","Porites","porites","40","","20",NA
"3476",2003,NA,NA,"Paul's Anchor ",13.7195122,"6","Carrie","AGAR","Agaricia",NA,"30","","10",NA
"3477",2003,NA,NA,"Paul's Anchor ",13.7195122,"6","Carrie","PPOR","Porites","porites","10","","5",NA
"3478",2003,NA,NA,"Paul's Anchor ",13.7195122,"6","Carrie","OFAV","Orbicella","faveolata","60","","80",NA
"3479",2003,NA,NA,"Paul's Anchor ",13.7195122,"6","Carrie","PAST","Porites","astreoides","10","","10",NA
"3480",2003,NA,NA,"Paul's Anchor ",13.7195122,"6","Carrie","AGAR","Agaricia",NA,"20","","5",NA
"3481",2003,NA,NA,"Paul's Anchor ",13.7195122,"6","Carrie","OFAV","Orbicella","faveolata","40","","30",NA
"3482",2003,NA,NA,"Paul's Anchor ",13.7195122,"6","Carrie","MCAV","Montastraea","cavernosa","20","","20",NA
"3483",2003,NA,NA,"Paul's Anchor ",13.7195122,"6","Carrie","OFAV","Orbicella","faveolata","50","","30",NA
"3484",2003,NA,NA,"Paul's Anchor ",13.7195122,"6","Carrie","AGAR","Agaricia",NA,"30","","30",NA
"3485",2003,NA,NA,"Paul's Anchor ",13.7195122,"6","Carrie","AGAR","Agaricia",NA,"30","","20",NA
"3486",2003,NA,NA,"Paul's Anchor ",13.7195122,"6","Carrie","AGAR","Agaricia",NA,"30","","20",NA
"3487",2003,NA,NA,"Paul's Anchor ",13.7195122,"6","Carrie","AGAR","Agaricia",NA,"40","","10",NA
"3488",2003,NA,NA,"Paul's Anchor ",13.7195122,"6","Carrie","SSID","Siderastrea","siderea","30","","10",NA
"3489",2003,NA,NA,"Paul's Anchor ",13.7195122,"6","Carrie","AGAR","Agaricia",NA,"20","","5",NA
"3490",2003,NA,NA,"Paul's Anchor ",13.7195122,"6","Carrie","SSID","Siderastrea","siderea","20","","10",NA
"3491",2003,NA,NA,"Paul's Anchor ",13.7195122,"6","Carrie","AGAR","Agaricia",NA,"10","","10",NA
"3492",2003,NA,NA,"Paul's Anchor ",13.7195122,"7","Carrie","OFAV","Orbicella","faveolata","60","","10",NA
"3493",2003,NA,NA,"Paul's Anchor ",13.7195122,"7","Carrie","OFAV","Orbicella","faveolata","50","","20",NA
"3494",2003,NA,NA,"Paul's Anchor ",13.7195122,"7","Carrie","PAST","Porites","astreoides","10","","5",NA
"3495",2003,NA,NA,"Paul's Anchor ",13.7195122,"7","Carrie","AGAR","Agaricia",NA,"30","","20",NA
"3496",2003,NA,NA,"Paul's Anchor ",13.7195122,"7","Carrie","AGAR","Agaricia",NA,"40","","50",NA
"3497",2003,NA,NA,"Paul's Anchor ",13.7195122,"7","Carrie","AGAR","Agaricia",NA,"40","","30",NA
"3498",2003,NA,NA,"Paul's Anchor ",13.7195122,"7","Carrie","AGAR","Agaricia",NA,"30","","20",NA
"3499",2003,NA,NA,"Paul's Anchor ",13.7195122,"7","Carrie","OANN","Orbicella","annularis","60","","40",NA
"3500",2003,NA,NA,"Paul's Anchor ",13.7195122,"7","Carrie","AGAR","Agaricia",NA,"20","","40",NA
"3501",2003,NA,NA,"Paul's Anchor ",13.7195122,"7","Carrie","PAST","Porites","astreoides","5","","5",NA
"3502",2003,NA,NA,"Paul's Anchor ",13.7195122,"7","Carrie","AGAR","Agaricia",NA,"20","","10",NA
"3503",2003,NA,NA,"Paul's Anchor ",13.7195122,"7","Carrie","MMEA","Meandrina","meandrites","50","","5",NA
"3504",2003,NA,NA,"Paul's Anchor ",13.7195122,"7","Carrie","AGAR","Agaricia",NA,"20","","5",NA
"3505",2003,NA,NA,"Paul's Anchor ",11.58536585,"8","Carrie","APAL","Acropora","palmata","40","","20",NA
"3506",2003,NA,NA,"Paul's Anchor ",11.58536585,"8","Carrie","MCAV","Montastraea","cavernosa","70","","40",NA
"3507",2003,NA,NA,"Paul's Anchor ",11.58536585,"8","Carrie","PPOR","Porites","porites","10","","5",NA
"3508",2003,NA,NA,"Paul's Anchor ",11.58536585,"8","Carrie","SSID","Siderastrea","siderea","100","","20",NA
"3509",2003,NA,NA,"Paul's Anchor ",11.58536585,"8","Carrie","MCAV","Montastraea","cavernosa","80","","60",NA
"3510",2003,NA,NA,"Paul's Anchor ",11.58536585,"8","Carrie","OANN","Orbicella","annularis","40","","20",NA
"3511",2003,NA,NA,"Paul's Anchor ",11.58536585,"8","Carrie","OANN","Orbicella","annularis","40","","30",NA
"3512",2003,NA,NA,"Paul's Anchor ",11.58536585,"8","Carrie","OFAV","Orbicella","faveolata","20","","20",NA
"3513",2003,NA,NA,"Paul's Anchor ",11.58536585,"8","Carrie","MCAV","Montastraea","cavernosa","60","","50",NA
"3514",2003,NA,NA,"Paul's Anchor ",11.58536585,"8","Carrie","MCAV","Montastraea","cavernosa","40","","30",NA
"3515",2003,NA,NA,"Paul's Anchor ",11.58536585,"8","Carrie","AGAR","Agaricia",NA,"30","","20",NA
"3516",2003,NA,NA,"Paul's Anchor ",11.58536585,"8","Carrie","OFRA","Orbicella","franksi","70","","30",NA
"3517",2003,NA,NA,"Paul's Anchor ",11.58536585,"8","Carrie","AGAR","Agaricia",NA,"30","","10",NA
"3518",2003,NA,NA,"Paul's Anchor ",11.58536585,"8","Carrie","OFRA","Orbicella","franksi","40","","20",NA
"3519",2003,NA,NA,"Paul's Anchor ",11.58536585,"8","Carrie","SSID","Siderastrea","siderea","10","","5",NA
"3520",2003,NA,NA,"Paul's Anchor ",11.58536585,"8","Carrie","AGAR","Agaricia",NA,"20","","10",NA
"3521",2003,NA,NA,"Paul's Anchor ",11.58536585,"8","Carrie","MCAV","Montastraea","cavernosa","60","","40",NA
"3522",2003,NA,NA,"Paul's Anchor ",11.58536585,"8","Carrie","AGAR","Agaricia",NA,"20","","10",NA
"3523",2003,NA,NA,"Paul's Anchor ",11.58536585,"8","Carrie","PAST","Porites","astreoides","10","","10",NA
"3524",2003,NA,NA,"Paul's Anchor ",11.58536585,"8","Carrie","OFRA","Orbicella","franksi","60","","40",NA
"3525",2003,NA,NA,"Paul's Anchor ",11.58536585,"8","Carrie","MCAV","Montastraea","cavernosa","20","","20",NA
"3526",2003,NA,NA,"Paul's Anchor ",11.58536585,"8","Carrie","PAST","Porites","astreoides","10","","10",NA
"3527",2003,NA,NA,"Paul's Anchor ",11.58536585,"8","Carrie","SBOU","Solenastrea","bournoni","70","","40",NA
"3528",2003,NA,NA,"Paul's Anchor ",11.58536585,"8","Carrie","AGAR","Agaricia",NA,"30","","20",NA
"3529",2003,NA,NA,"Paul's Anchor ",11.58536585,"8","Carrie","PPOR","Porites","porites","40","","20",NA
"3530",2003,NA,NA,"Paul's Anchor ",11.58536585,"8","Carrie","CNAT","Colpophyllia","natans","60","","30",NA
"3531",2003,NA,NA,"Paul's Anchor ",11.58536585,"8","Carrie","MCAV","Montastraea","cavernosa","40","","40",NA
"3532",2003,NA,NA,"Paul's Anchor ",11.58536585,"8","Carrie","SSID","Siderastrea","siderea","70","","30",NA
"3533",2003,NA,NA,"West Point ",11.4,"1","Vania","DLAB","Diploria","labyrinthiformis","20","","20",NA
"3534",2003,NA,NA,"West Point ",11.4,"1","Vania","PSTR","Pseudodiploria","strigosa","40","","30",NA
"3535",2003,NA,NA,"West Point ",11.4,"1","Vania","OANN","Orbicella","annularis","30","","35",NA
"3536",2003,NA,NA,"West Point ",11.4,"1","Vania","PSTR","Pseudodiploria","strigosa","40","","50",NA
"3537",2003,NA,NA,"West Point ",11.4,"1","Vania","AGAR","Agaricia",NA,"20","","5",NA
"3538",2003,NA,NA,"West Point ",11.4,"1","Vania","OANN","Orbicella","annularis","35","","30",NA
"3539",2003,NA,NA,"West Point ",11.4,"1","Vania","PAST","Porites","astreoides","10","","5",NA
"3540",2003,NA,NA,"West Point ",11.4,"1","Vania","PSTR","Pseudodiploria","strigosa","15","","5",NA
"3541",2003,NA,NA,"West Point ",11.4,"1","Vania","PSTR","Pseudodiploria","strigosa","20","","15",NA
"3542",2003,NA,NA,"West Point ",11.4,"1","Vania","SSID","Siderastrea","siderea","30","","5",NA
"3543",2003,NA,NA,"West Point ",11.4,"1","Vania","OANN","Orbicella","annularis","10","","3",NA
"3544",2003,NA,NA,"West Point ",11.4,"1","Vania","SSID","Siderastrea","siderea","15","","10",NA
"3545",2003,NA,NA,"West Point ",11.4,"1","Vania","PSTR","Pseudodiploria","strigosa","10","","5",NA
"3546",2003,NA,NA,"West Point ",11.4,"1","Vania","PPOR","Porites","porites","30","","15",NA
"3547",2003,NA,NA,"West Point ",11.4,"1","Vania","SSID","Siderastrea","siderea","5","","5",NA
"3548",2003,NA,NA,"West Point ",11.4,"1","Vania","PAST","Porites","astreoides","5","","5",NA
"3549",2003,NA,NA,"West Point ",11.4,"1","Vania","SSID","Siderastrea","siderea","30","","15",NA
"3550",2003,NA,NA,"West Point ",11.4,"1","Vania","PSTR","Pseudodiploria","strigosa","40","","45",NA
"3551",2003,NA,NA,"West Point ",11.8902439,"2","David","OANN","Orbicella","annularis","15","","15",NA
"3552",2003,NA,NA,"West Point ",11.8902439,"2","David","AGAR","Agaricia",NA,"15","","10",NA
"3553",2003,NA,NA,"West Point ",11.8902439,"2","David","OFAV","Orbicella","faveolata","80","","50",NA
"3554",2003,NA,NA,"West Point ",11.8902439,"2","David","OANN","Orbicella","annularis","15","","10",NA
"3555",2003,NA,NA,"West Point ",11.8902439,"2","David","PPOR","Porites","porites","40","","35",NA
"3556",2003,NA,NA,"West Point ",11.8902439,"2","David","MCAV","Montastraea","cavernosa","30","","20",NA
"3557",2003,NA,NA,"West Point ",11.8902439,"2","David","AGAR","Agaricia",NA,"15","","5",NA
"3558",2003,NA,NA,"West Point ",11.8902439,"2","David","PAST","Porites","astreoides","20","","20",NA
"3559",2003,NA,NA,"West Point ",11.8902439,"2","David","AGAR","Agaricia",NA,"15","","5",NA
"3560",2003,NA,NA,"West Point ",11.8902439,"2","David","SSID","Siderastrea","siderea","20","","25",NA
"3561",2003,NA,NA,"West Point ",11.8902439,"2","David","OFAV","Orbicella","faveolata","15","","5",NA
"3562",2003,NA,NA,"West Point ",11.8902439,"2","David","AGAR","Agaricia",NA,"20","","15",NA
"3563",2003,NA,NA,"West Point ",11.8902439,"2","David","SRAD","Siderastrea","radians","15","","5",NA
"3564",2003,NA,NA,"West Point ",12.19512195,"2","David","OFAV","Orbicella","faveolata","130","","70",NA
"3565",2003,NA,NA,"West Point ",12.19512195,"3","Bill","MCAV","Montastraea","cavernosa","30","","35",NA
"3566",2003,NA,NA,"West Point ",12.19512195,"3","Bill","OFAV","Orbicella","faveolata","25","","15",NA
"3567",2003,NA,NA,"West Point ",12.19512195,"3","Bill","AGAR","Agaricia",NA,"20","","10",NA
"3568",2003,NA,NA,"West Point ",12.19512195,"3","Bill","SRAD","Siderastrea","radians","20","","5",NA
"3569",2003,NA,NA,"West Point ",12.19512195,"3","Bill","AGAR","Agaricia",NA,"15","","10",NA
"3570",2003,NA,NA,"West Point ",12.19512195,"3","Bill","SRAD","Siderastrea","radians","20","","5",NA
"3571",2003,NA,NA,"West Point ",12.19512195,"3","Bill","AGAR","Agaricia",NA,"15","","10",NA
"3572",2003,NA,NA,"West Point ",12.19512195,"3","Bill","DLAB","Diploria","labyrinthiformis","40","","30",NA
"3573",2003,NA,NA,"West Point ",12.19512195,"3","Bill","OANN","Orbicella","annularis","60","","60",NA
"3574",2003,NA,NA,"West Point ",11.2804878,"4","Carrie","OANN","Orbicella","annularis","110","","40",NA
"3575",2003,NA,NA,"West Point ",11.2804878,"4","Carrie","AGAR","Agaricia",NA,"30","","20",NA
"3576",2003,NA,NA,"West Point ",11.2804878,"4","Carrie","PAST","Porites","astreoides","10","","10",NA
"3577",2003,NA,NA,"West Point ",11.2804878,"4","Carrie","SSID","Siderastrea","siderea","5","","5",NA
"3578",2003,NA,NA,"West Point ",11.2804878,"4","Carrie","PSTR","Pseudodiploria","strigosa","60","","30",NA
"3579",2003,NA,NA,"West Point ",11.2804878,"4","Carrie","OANN","Orbicella","annularis","20","","10",NA
"3580",2003,NA,NA,"West Point ",11.2804878,"4","Carrie","OANN","Orbicella","annularis","40","","20",NA
"3581",2003,NA,NA,"West Point ",11.2804878,"4","Carrie","MMEA","Meandrina","meandrites","20","","10",NA
"3582",2003,NA,NA,"West Point ",11.2804878,"4","Carrie","PSTR","Pseudodiploria","strigosa","30","","20",NA
"3583",2003,NA,NA,"West Point ",11.2804878,"4","Carrie","AGAR","Agaricia",NA,"5","","5",NA
"3584",2003,NA,NA,"West Point ",11.2804878,"4","Carrie","PAST","Porites","astreoides","30","","5",NA
"3585",2003,NA,NA,"West Point ",11.2804878,"4","Carrie","SSID","Siderastrea","siderea","20","","10",NA
"3586",2003,NA,NA,"West Point ",11.2804878,"4","Carrie","PSTR","Pseudodiploria","strigosa","30","","25",NA
"3587",2003,NA,NA,"West Point ",11.2804878,"4","Carrie","AGAR","Agaricia",NA,"30","","30",NA
"3588",2003,NA,NA,"West Point ",11.2804878,"4","Carrie","OANN","Orbicella","annularis","60","","30",NA
"3589",2003,NA,NA,"West Point ",10.67073171,"5","Carrie","SRAD","Siderastrea","radians","5","","2",NA
"3590",2003,NA,NA,"West Point ",10.67073171,"5","Carrie","PSTR","Pseudodiploria","strigosa","10","","5",NA
"3591",2003,NA,NA,"West Point ",10.67073171,"5","Carrie","OANN","Orbicella","annularis","30","","20",NA
"3592",2003,NA,NA,"West Point ",10.67073171,"5","Carrie","OANN","Orbicella","annularis","20","","10",NA
"3593",2003,NA,NA,"West Point ",10.67073171,"5","Carrie","PPOR","Porites","porites","20","","10",NA
"3594",2003,NA,NA,"West Point ",10.67073171,"5","Carrie","OANN","Orbicella","annularis","10","","10",NA
"3595",2003,NA,NA,"West Point ",10.67073171,"5","Carrie","PAST","Porites","astreoides","5","","5",NA
"3596",2003,NA,NA,"West Point ",10.67073171,"5","Carrie","MYCE","Mycetophyllia",NA,"20","","10",NA
"3597",2003,NA,NA,"West Point ",10.67073171,"5","Carrie","PPOR","Porites","porites","10","","5",NA
"3598",2003,NA,NA,"West Point ",10.67073171,"5","Carrie","MCAV","Montastraea","cavernosa","30","","20",NA
"3599",2003,NA,NA,"West Point ",10.67073171,"5","Carrie","PSTR","Pseudodiploria","strigosa","20","","10",NA
"3600",2003,NA,NA,"West Point ",10.67073171,"5","Carrie","AGAR","Agaricia",NA,"30","","10",NA
"3601",2003,NA,NA,"West Point ",10.67073171,"5","Carrie","SSID","Siderastrea","siderea","30","","10",NA
"3602",2003,NA,NA,"West Point ",10.67073171,"5","Carrie","SSID","Siderastrea","siderea","10","","5",NA
"3603",2003,NA,NA,"West Point ",10.67073171,"5","Carrie","OANN","Orbicella","annularis","40","","20",NA
"3604",2003,NA,NA,"West Point ",10.67073171,"5","Carrie","OANN","Orbicella","annularis","40","","20",NA
"3605",2003,NA,NA,"West Point ",10.67073171,"5","Carrie","AGAR","Agaricia",NA,"30","","20",NA
"3606",2003,NA,NA,"West Point ",10.67073171,"5","Carrie","CNAT","Colpophyllia","natans","60","","40",NA
"3607",2003,NA,NA,"West Point ",10.67073171,"6","Carrie","MCAV","Montastraea","cavernosa","40","","30",NA
"3608",2003,NA,NA,"West Point ",10.67073171,"6","Carrie","PSTR","Pseudodiploria","strigosa","20","","10",NA
"3609",2003,NA,NA,"West Point ",10.67073171,"6","Carrie","PAST","Porites","astreoides","20","","10",NA
"3610",2003,NA,NA,"West Point ",10.67073171,"6","Carrie","AGAR","Agaricia",NA,"30","","10",NA
"3611",2003,NA,NA,"West Point ",10.67073171,"6","Carrie","SSID","Siderastrea","siderea","5","","5",NA
"3612",2003,NA,NA,"West Point ",10.67073171,"6","Carrie","SRAD","Siderastrea","radians","5","","5",NA
"3613",2003,NA,NA,"West Point ",10.67073171,"6","Carrie","DLAB","Diploria","labyrinthiformis","40","","30",NA
"3614",2003,NA,NA,"West Point ",9.451219512,"7","Alexandra","PSTR","Pseudodiploria","strigosa","65","","50",NA
"3615",2003,NA,NA,"West Point ",9.451219512,"7","Alexandra","PSTR","Pseudodiploria","strigosa","23","","22",NA
"3616",2003,NA,NA,"West Point ",9.451219512,"7","Alexandra","PSTR","Pseudodiploria","strigosa","45","","29",NA
"3617",2003,NA,NA,"West Point ",9.451219512,"7","Alexandra","PPOR","Porites","porites","28","","18",NA
"3618",2003,NA,NA,"West Point ",9.451219512,"7","Alexandra","SSID","Siderastrea","siderea","22","","22",NA
"3619",2003,NA,NA,"West Point ",9.451219512,"7","Alexandra","MCAV","Montastraea","cavernosa","18","","12",NA
"3620",2003,NA,NA,"West Point ",9.451219512,"7","Alexandra","PAST","Porites","astreoides","21","","5",NA
"3621",2003,NA,NA,"West Point ",9.451219512,"7","Alexandra","PSTR","Pseudodiploria","strigosa","35","","37",NA
"3622",2003,NA,NA,"West Point ",9.451219512,"7","Alexandra","AGAR","Agaricia",NA,"20","","12",NA
"3623",2003,NA,NA,"West Point ",9.451219512,"7","Alexandra","SSID","Siderastrea","siderea","20","","6",NA
"3624",2003,NA,NA,"West Point ",9.756097561,"7","Alexandra","MCAV","Montastraea","cavernosa","34","","28",NA
"3625",2003,NA,NA,"West Point ",11.2804878,"8","Joselyd","OFAV","Orbicella","faveolata","50","","40",NA
"3626",2003,NA,NA,"West Point ",11.2804878,"8","Joselyd","AGAR","Agaricia",NA,"10","","2",NA
"3627",2003,NA,NA,"West Point ",11.2804878,"8","Joselyd","PSTR","Pseudodiploria","strigosa","30","","50",NA
"3628",2003,NA,NA,"West Point ",11.2804878,"8","Joselyd","MALC","Millepora","alcicornis","40","","30",NA
"3629",2003,NA,NA,"West Point ",11.2804878,"8","Joselyd","SSID","Siderastrea","siderea","30","","20",NA
"3630",2003,NA,NA,"West Point ",11.2804878,"8","Joselyd","PAST","Porites","astreoides","15","","2",NA
"3631",2003,NA,NA,"West Point ",11.2804878,"8","Joselyd","OANN","Orbicella","annularis","30","","20",NA
"3632",2003,NA,NA,"West Point ",11.2804878,"8","Joselyd","PSTR","Pseudodiploria","strigosa","30","","15",NA
"3633",2003,NA,NA,"West Point ",11.2804878,"8","Joselyd","PAST","Porites","astreoides","10","","10",NA
"3634",2003,NA,NA,"West Point ",11.2804878,"8","Joselyd","PPOR","Porites","porites","20","","10",NA
"3635",2003,NA,NA,"West Point ",11.2804878,"8","Joselyd","AGAR","Agaricia",NA,"10","","10",NA
"3636",2003,NA,NA,"West Point ",11.2804878,"8","Joselyd","PAST","Porites","astreoides","15","","5",NA
"3637",2003,NA,NA,"West Point ",11.2804878,"8","Joselyd","AGAR","Agaricia",NA,"20","","10",NA
"3638",2003,NA,NA,"West Point ",11.2804878,"8","Joselyd","PPOR","Porites","porites","20","","20",NA
"3639",2003,NA,NA,"West Point ",11.2804878,"8","Joselyd","AGAR","Agaricia",NA,"10","","2",NA
"3640",2003,NA,NA,"West Point ",11.2804878,"8","Joselyd","AGAR","Agaricia",NA,"5","","10",NA
"3641",2003,NA,NA,"West Point ",10.67073171,"8","Joselyd","PAST","Porites","astreoides","20","","10",NA
"3642",2003,NA,NA,"West Point ",9.756097561,"9","Liz","MCAV","Montastraea","cavernosa","30","","20",NA
"3643",2003,NA,NA,"West Point ",9.756097561,"9","Liz","SSID","Siderastrea","siderea","35","","20",NA
"3644",2003,NA,NA,"West Point ",9.756097561,"9","Liz","PAST","Porites","astreoides","20","","15",NA
"3645",2003,NA,NA,"West Point ",9.756097561,"9","Liz","SSID","Siderastrea","siderea","20","","5",NA
"3646",2003,NA,NA,"West Point ",9.756097561,"9","Liz","PAST","Porites","astreoides","20","","5",NA
"3647",2003,NA,NA,"West Point ",9.756097561,"9","Liz","PSTR","Pseudodiploria","strigosa","30","","40",NA
"3648",2003,NA,NA,"West Point ",9.756097561,"9","Liz","SSID","Siderastrea","siderea","50","","30",NA
"3649",2003,NA,NA,"West Point ",9.756097561,"9","Liz","CNAT","Colpophyllia","natans","40","","15",NA
"3650",2003,NA,NA,"West Point ",9.756097561,"9","Liz","SSID","Siderastrea","siderea","50","","25",NA
"3651",2003,NA,NA,"West Point ",9.756097561,"9","Liz","PSTR","Pseudodiploria","strigosa","25","","25",NA
"3652",2003,NA,NA,"Richard'sReef",9.756097561,"1","Joselyd","PSTR","Pseudodiploria","strigosa","30","","15",NA
"3653",2003,NA,NA,"Richard'sReef",9.756097561,"1","Joselyd","MCAV","Montastraea","cavernosa","20","","30",NA
"3654",2003,NA,NA,"Richard'sReef",9.756097561,"1","Joselyd","MCAV","Montastraea","cavernosa","30","","30",NA
"3655",2003,NA,NA,"Richard'sReef",9.756097561,"1","Joselyd","PAST","Porites","astreoides","40","","30",NA
"3656",2003,NA,NA,"Richard'sReef",9.756097561,"1","Joselyd","MCAV","Montastraea","cavernosa","50","","35",NA
"3657",2003,NA,NA,"Richard'sReef",9.756097561,"1","Joselyd","MCAV","Montastraea","cavernosa","15","","15",NA
"3658",2003,NA,NA,"Richard'sReef",9.756097561,"1","Joselyd","SSID","Siderastrea","siderea","20","","5",NA
"3659",2003,NA,NA,"Richard'sReef",9.756097561,"1","Joselyd","OFAV","Orbicella","faveolata","60","","40",NA
"3660",2003,NA,NA,"Richard'sReef",9.756097561,"1","Joselyd","PSTR","Pseudodiploria","strigosa","20","","5",NA
"3661",2003,NA,NA,"Richard'sReef",9.756097561,"1","Joselyd","PAST","Porites","astreoides","10","","2",NA
"3662",2003,NA,NA,"Richard'sReef",9.756097561,"1","Joselyd","MCAV","Montastraea","cavernosa","10","","5",NA
"3663",2003,NA,NA,"Richard'sReef",9.756097561,"1","Joselyd","AGAR","Agaricia",NA,"40","","5",NA
"3664",2003,NA,NA,"Richard'sReef",12.19512195,"2","Liz","OANN","Orbicella","annularis","100","","75",NA
"3665",2003,NA,NA,"Richard'sReef",12.19512195,"2","Liz","AGAR","Agaricia",NA,"40","","1",NA
"3666",2003,NA,NA,"Richard'sReef",12.19512195,"2","Liz","OANN","Orbicella","annularis","45","","50",NA
"3667",2003,NA,NA,"Richard'sReef",12.19512195,"2","Liz","AGAR","Agaricia",NA,"15","","15",NA
"3668",2003,NA,NA,"Richard'sReef",12.19512195,"2","Liz","SSID","Siderastrea","siderea","30","","15",NA
"3669",2003,NA,NA,"Richard'sReef",12.19512195,"2","Liz","MCAV","Montastraea","cavernosa","30","","40",NA
"3670",2003,NA,NA,"Richard'sReef",12.19512195,"2","Liz","OFAV","Orbicella","faveolata","20","","20",NA
"3671",2003,NA,NA,"Richard'sReef",12.19512195,"2","Liz","DSTO","Dichocoenia","stokesii","25","","15",NA
"3672",2003,NA,NA,"Richard'sReef",12.19512195,"2","Liz","SSID","Siderastrea","siderea","140","","80",NA
"3673",2003,NA,NA,"Richard'sReef",11.58536585,"2","Liz","AGAR","Agaricia",NA,"20","","15",NA
"3674",2003,NA,NA,"Richard'sReef",10,"3","Alex","OFAV","Orbicella","faveolata","350","","310",NA
"3675",2003,NA,NA,"Richard'sReef",10,"3","Alex","ATEN","Agaricia","tenuifolia","30","","20",NA
"3676",2003,NA,NA,"Richard'sReef",10,"3","Alex","MCAV","Montastraea","cavernosa","30","","15",NA
"3677",2003,NA,NA,"Richard'sReef",10,"3","Alex","OANN","Orbicella","annularis","40","","25",NA
"3678",2003,NA,NA,"Richard'sReef",10,"3","Alex","PSTR","Pseudodiploria","strigosa","20","","20",NA
"3679",2003,NA,NA,"Richard'sReef",10,"3","Alex","PSTR","Pseudodiploria","strigosa","40","","15",NA
"3680",2003,NA,NA,"Richard'sReef",10,"3","Alex","OANN","Orbicella","annularis","25","","30",NA
"3681",2003,NA,NA,"Richard'sReef",12.5,"4","Alexandra","DSTO","Dichocoenia","stokesii","21","","25",NA
"3682",2003,NA,NA,"Richard'sReef",12.5,"4","Alexandra","SSID","Siderastrea","siderea","19","","9",NA
"3683",2003,NA,NA,"Richard'sReef",12.5,"4","Alexandra","OFAV","Orbicella","faveolata","115","","110",NA
"3684",2003,NA,NA,"Richard'sReef",12.5,"4","Alexandra","AGAR","Agaricia",NA,"10","","5",NA
"3685",2003,NA,NA,"Richard'sReef",12.5,"4","Alexandra","OFAV","Orbicella","faveolata","103","","106",NA
"3686",2003,NA,NA,"Richard'sReef",12.5,"4","Alexandra","AGAR","Agaricia",NA,"29","","10",NA
"3687",2003,NA,NA,"Richard'sReef",12.5,"4","Alexandra","AGAR","Agaricia",NA,"23","","16",NA
"3688",2003,NA,NA,"Richard'sReef",12.5,"4","Alexandra","AGAR","Agaricia",NA,"28","","12",NA
"3689",2003,NA,NA,"Richard'sReef",12.5,"4","Alexandra","SSID","Siderastrea","siderea","10","","4",NA
"3690",2003,NA,NA,"Richard'sReef",12.5,"4","Alexandra","PAST","Porites","astreoides","26","","20",NA
"3691",2003,NA,NA,"Richard'sReef",12.5,"4","Alexandra","OFAV","Orbicella","faveolata","220","","115",NA
"3692",2003,NA,NA,"Richard'sReef",12.5,"4","Alexandra","PFUR","Porites","furcata","44","","7",NA
"3693",2003,NA,NA,"Richard'sReef",12.5,"4","Alexandra","AGAR","Agaricia",NA,"20","","13",NA
"3694",2003,NA,NA,"Richard'sReef",12.5,"4","Alexandra","PPOR","Porites","porites","13","","7",NA
"3695",2003,NA,NA,"Richard'sReef",8.841463415,"4","Alexandra","OANN","Orbicella","annularis","10","","12",NA
"3696",2003,NA,NA,"Richard'sReef",10.36585366,"5","Carrie","OFAV","Orbicella","faveolata","70","","50",NA
"3697",2003,NA,NA,"Richard'sReef",10.36585366,"5","Carrie","OANN","Orbicella","annularis","70","","60",NA
"3698",2003,NA,NA,"Richard'sReef",10.36585366,"5","Carrie","SSID","Siderastrea","siderea","70","","30",NA
