"","date","year","month","day","site","mpa","observer","transect","common_name","sizeclass","count","fish_spp","common_family","foodweb","a","b","biomass","density"
"3533","",2006,NA,NA,"Mixing Bowl","Inside ",NA,8,"Bar Jack",30,"2","Caranx ruber","Other Fishes","Carnivore","0.0158","2.99","824.66893","0.066666667"
"3534","",2006,NA,NA,"Nancy's","Inside ",NA,7,"Bar Jack",40,"1","Caranx ruber","Other Fishes","Carnivore","0.0158","2.99","974.57768","0.033333333"
"3535","",2006,NA,NA,"Pauls Anchors","Inside ",NA,1,"Bar Jack",40,"2","Caranx ruber","Other Fishes","Carnivore","0.0158","2.99","1949.15536","0.066666667"
"3536","",2006,NA,NA,"Pauls Anchors","Inside ",NA,2,"Bar Jack",20,"1","Caranx ruber","Other Fishes","Carnivore","0.0158","2.99","122.66955","0.033333333"
"3537","",2006,NA,NA,"Pauls Anchors","Inside ",NA,2,"Bar Jack",30,"2","Caranx ruber","Other Fishes","Carnivore","0.0158","2.99","824.66893","0.066666667"
"3538","",2006,NA,NA,"Pauls Anchors","Inside ",NA,5,"Bar Jack",30,"2","Caranx ruber","Other Fishes","Carnivore","0.0158","2.99","824.66893","0.066666667"
"3539","",2006,NA,NA,"Pauls Anchors","Inside ",NA,7,"Bar Jack",40,"2","Caranx ruber","Other Fishes","Carnivore","0.0158","2.99","1949.15536","0.066666667"
"3540","",2006,NA,NA,"Sailfin","Outside",NA,1,"Bar Jack",30,"1","Caranx ruber","Other Fishes","Carnivore","0.0158","2.99","412.33447","0.033333333"
"3541","",2006,NA,NA,"Sailfin","Outside",NA,6,"Bar Jack",10,"1","Caranx ruber","Other Fishes","Carnivore","0.0158","2.99","15.44035","0.033333333"
"3542","",2006,NA,NA,"Sailfin","Outside",NA,8,"Bar Jack",30,"1","Caranx ruber","Other Fishes","Carnivore","0.0158","2.99","412.33447","0.033333333"
"3543","",2006,NA,NA,"Snapshot","Outside",NA,1,"Bar Jack",50,"1","Caranx ruber","Other Fishes","Carnivore","0.0158","2.99","1899.22929","0.033333333"
"3544","",2006,NA,NA,"Snapshot","Outside",NA,8,"Bar Jack",10,"1","Caranx ruber","Other Fishes","Carnivore","0.0158","2.99","15.44035","0.033333333"
"3545","",2006,NA,NA,"West Point","Outside",NA,2,"Bar Jack",30,"1","Caranx ruber","Other Fishes","Carnivore","0.0158","2.99","412.33447","0.033333333"
"3546","",2006,NA,NA,"West Point","Outside",NA,3,"Bar Jack",30,"2","Caranx ruber","Other Fishes","Carnivore","0.0158","2.99","824.66893","0.066666667"
"3547","",2006,NA,NA,"West Point","Outside",NA,6,"Bar Jack",30,"2","Caranx ruber","Other Fishes","Carnivore","0.0158","2.99","824.66893","0.066666667"
"3548","",2007,NA,NA,"Blacktip Tunnels","Outside",NA,1,"Bar Jack",40,"1","Caranx ruber","Other Fishes","Carnivore","0.0158","2.99","974.57768","0.033333333"
"3549","",2007,NA,NA,"Coral City","Outside",NA,3,"Bar Jack",30,"2","Caranx ruber","Other Fishes","Carnivore","0.0158","2.99","824.66893","0.066666667"
"3550","",2007,NA,NA,"Coral City","Outside",NA,7,"Bar Jack",30,"1","Caranx ruber","Other Fishes","Carnivore","0.0158","2.99","412.33447","0.033333333"
"3551","",2007,NA,NA,"Jigsaw","Outside",NA,5,"Bar Jack",20,"2","Caranx ruber","Other Fishes","Carnivore","0.0158","2.99","245.3391","0.066666667"
"3552","",2007,NA,NA,"Joy's Joy","Outside",NA,3,"Bar Jack",40,"1","Caranx ruber","Other Fishes","Carnivore","0.0158","2.99","974.57768","0.033333333"
"3553","",2007,NA,NA,"Joy's Joy","Outside",NA,5,"Bar Jack",30,"1","Caranx ruber","Other Fishes","Carnivore","0.0158","2.99","412.33447","0.033333333"
"3554","",2007,NA,NA,"Joy's Joy","Outside",NA,5,"Bar Jack",40,"2","Caranx ruber","Other Fishes","Carnivore","0.0158","2.99","1949.15536","0.066666667"
"3555","",2007,NA,NA,"Meadows","Inside ",NA,4,"Bar Jack",30,"1","Caranx ruber","Other Fishes","Carnivore","0.0158","2.99","412.33447","0.033333333"
"3556","",2007,NA,NA,"Pauls Anchors","Inside ",NA,3,"Bar Jack",40,"1","Caranx ruber","Other Fishes","Carnivore","0.0158","2.99","974.57768","0.033333333"
"3557","",2007,NA,NA,"Pauls Anchors","Inside ",NA,10,"Bar Jack",50,"1","Caranx ruber","Other Fishes","Carnivore","0.0158","2.99","1899.22929","0.033333333"
"3558","",2009,NA,NA,"Coral City","Outside",NA,1,"Bar Jack",30,"3","Caranx ruber","Other Fishes","Carnivore","0.0158","2.99","1237.0034","0.1"
"3559","",2009,NA,NA,"Coral City","Outside",NA,1,"Bar Jack",40,"7","Caranx ruber","Other Fishes","Carnivore","0.0158","2.99","6822.04376","0.233333333"
"3560","",2009,NA,NA,"Coral City","Outside",NA,2,"Bar Jack",30,"2","Caranx ruber","Other Fishes","Carnivore","0.0158","2.99","824.66893","0.066666667"
"3561","",2009,NA,NA,"Coral City","Outside",NA,2,"Bar Jack",40,"4","Caranx ruber","Other Fishes","Carnivore","0.0158","2.99","3898.31072","0.133333333"
"3562","",2009,NA,NA,"Coral City","Outside",NA,3,"Bar Jack",40,"9","Caranx ruber","Other Fishes","Carnivore","0.0158","2.99","8771.19912","0.3"
"3563","",2009,NA,NA,"Coral City","Outside",NA,9,"Bar Jack",40,"7","Caranx ruber","Other Fishes","Carnivore","0.0158","2.99","6822.04376","0.233333333"
"3564","",2009,NA,NA,"Coral City","Outside",NA,10,"Bar Jack",40,"1","Caranx ruber","Other Fishes","Carnivore","0.0158","2.99","974.57768","0.033333333"
"3565","",2009,NA,NA,"Grundy's Gardens","Inside ",NA,2,"Bar Jack",40,"2","Caranx ruber","Other Fishes","Carnivore","0.0158","2.99","1949.15536","0.066666667"
"3566","",2009,NA,NA,"Grundy's Gardens","Inside ",NA,9,"Bar Jack",30,"2","Caranx ruber","Other Fishes","Carnivore","0.0158","2.99","824.66893","0.066666667"
"3567","",2009,NA,NA,"Jigsaw","Outside",NA,1,"Bar Jack",40,"1","Caranx ruber","Other Fishes","Carnivore","0.0158","2.99","974.57768","0.033333333"
"3568","",2009,NA,NA,"Jigsaw","Outside",NA,6,"Bar Jack",50,"2","Caranx ruber","Other Fishes","Carnivore","0.0158","2.99","3798.45858","0.066666667"
"3569","",2009,NA,NA,"Jigsaw","Outside",NA,7,"Bar Jack",40,"1","Caranx ruber","Other Fishes","Carnivore","0.0158","2.99","974.57768","0.033333333"
"3570","",2009,NA,NA,"Joy's Joy","Outside",NA,1,"Bar Jack",40,"1","Caranx ruber","Other Fishes","Carnivore","0.0158","2.99","974.57768","0.033333333"
"3571","",2009,NA,NA,"Joy's Joy","Outside",NA,2,"Bar Jack",30,"1","Caranx ruber","Other Fishes","Carnivore","0.0158","2.99","412.33447","0.033333333"
"3572","",2009,NA,NA,"Joy's Joy","Outside",NA,2,"Bar Jack",40,"3","Caranx ruber","Other Fishes","Carnivore","0.0158","2.99","2923.73304","0.1"
"3573","",2009,NA,NA,"Joy's Joy","Outside",NA,2,"Bar Jack",50,"1","Caranx ruber","Other Fishes","Carnivore","0.0158","2.99","1899.22929","0.033333333"
"3574","",2009,NA,NA,"Meadows","Inside ",NA,5,"Bar Jack",40,"13","Caranx ruber","Other Fishes","Carnivore","0.0158","2.99","12669.50985","0.433333333"
"3575","",2009,NA,NA,"Meadows","Inside ",NA,10,"Bar Jack",40,"5","Caranx ruber","Other Fishes","Carnivore","0.0158","2.99","4872.8884","0.166666667"
"3576","",2009,NA,NA,"Mixing Bowl","Inside ",NA,2,"Bar Jack",40,"2","Caranx ruber","Other Fishes","Carnivore","0.0158","2.99","1949.15536","0.066666667"
"3577","",2009,NA,NA,"Mixing Bowl","Inside ",NA,3,"Bar Jack",40,"23","Caranx ruber","Other Fishes","Carnivore","0.0158","2.99","22415.28665","0.766666667"
"3578","",2009,NA,NA,"Mixing Bowl","Inside ",NA,4,"Bar Jack",30,"1","Caranx ruber","Other Fishes","Carnivore","0.0158","2.99","412.33447","0.033333333"
"3579","",2009,NA,NA,"Mixing Bowl","Inside ",NA,4,"Bar Jack",40,"14","Caranx ruber","Other Fishes","Carnivore","0.0158","2.99","13644.08753","0.466666667"
"3580","",2009,NA,NA,"Mixing Bowl","Inside ",NA,7,"Bar Jack",40,"3","Caranx ruber","Other Fishes","Carnivore","0.0158","2.99","2923.73304","0.1"
"3581","",2009,NA,NA,"Mixing Bowl","Inside ",NA,10,"Bar Jack",30,"1","Caranx ruber","Other Fishes","Carnivore","0.0158","2.99","412.33447","0.033333333"
"3582","",2009,NA,NA,"Pauls Anchors","Inside ",NA,2,"Bar Jack",40,"1","Caranx ruber","Other Fishes","Carnivore","0.0158","2.99","974.57768","0.033333333"
"3583","",2009,NA,NA,"Pauls Anchors","Inside ",NA,5,"Bar Jack",40,"2","Caranx ruber","Other Fishes","Carnivore","0.0158","2.99","1949.15536","0.066666667"
"3584","",2009,NA,NA,"Sailfin","Outside",NA,3,"Bar Jack",40,"1","Caranx ruber","Other Fishes","Carnivore","0.0158","2.99","974.57768","0.033333333"
"3585","",2009,NA,NA,"Snapshot","Outside",NA,2,"Bar Jack",50,"1","Caranx ruber","Other Fishes","Carnivore","0.0158","2.99","1899.22929","0.033333333"
"3586","",2009,NA,NA,"Snapshot","Outside",NA,8,"Bar Jack",50,"1","Caranx ruber","Other Fishes","Carnivore","0.0158","2.99","1899.22929","0.033333333"
"3587","6/2/12",2012,NA,NA,"Coral City","Outside",NA,1,"Bar Jack",30,"1","Caranx ruber","Other Fishes","Carnivore","0.0158","2.99","412.33447","0.033333333"
"3588","6/2/12",2012,NA,NA,"Coral City","Outside",NA,6,"Bar Jack",40,"1","Caranx ruber","Other Fishes","Carnivore","0.0158","2.99","974.57768","0.033333333"
"3589","6/2/12",2012,NA,NA,"Coral City","Outside",NA,7,"Bar Jack",30,"1","Caranx ruber","Other Fishes","Carnivore","0.0158","2.99","412.33447","0.033333333"
"3590","6/2/12",2012,NA,NA,"Coral City","Outside",NA,8,"Bar Jack",30,"2","Caranx ruber","Other Fishes","Carnivore","0.0158","2.99","824.66893","0.066666667"
"3591","6/2/12",2012,NA,NA,"Grundy's Gardens","Inside ",NA,6,"Bar Jack",20,"1","Caranx ruber","Other Fishes","Carnivore","0.0158","2.99","122.66955","0.033333333"
"3592","",2012,NA,NA,"Jigsaw","Outside",NA,5,"Bar Jack",40,"2","Caranx ruber","Other Fishes","Carnivore","0.0158","2.99","1949.15536","0.066666667"
"3593","5/30/12",2012,NA,NA,"Mixing Bowl","Inside ",NA,1,"Bar Jack",40,"1","Caranx ruber","Other Fishes","Carnivore","0.0158","2.99","974.57768","0.033333333"
"3594","5/30/12",2012,NA,NA,"Mixing Bowl","Inside ",NA,4,"Bar Jack",30,"2","Caranx ruber","Other Fishes","Carnivore","0.0158","2.99","824.66893","0.066666667"
"3595","",2012,NA,NA,"Pauls Anchors","Inside ",NA,5,"Bar Jack",40,"1","Caranx ruber","Other Fishes","Carnivore","0.0158","2.99","974.57768","0.033333333"
"3596","",2012,NA,NA,"Sailfin","Outside",NA,10,"Bar Jack",20,"1","Caranx ruber","Other Fishes","Carnivore","0.0158","2.99","122.66955","0.033333333"
"3597","5/29/12",2012,NA,NA,"Snapshot","Outside",NA,1,"Bar Jack",40,"1","Caranx ruber","Other Fishes","Carnivore","0.0158","2.99","974.57768","0.033333333"
"3598","",2012,NA,NA,"West Point","Outside",NA,6,"Bar Jack",30,"2","Caranx ruber","Other Fishes","Carnivore","0.0158","2.99","824.66893","0.066666667"
"3599","6/12/13",2013,NA,NA,"Coral City","Outside",NA,9,"Bar Jack",30,"1","Caranx ruber","Other Fishes","Carnivore","0.0158","2.99","412.33447","0.033333333"
"3600","6/12/13",2013,NA,NA,"Grundy's Gardens","Inside ",NA,2,"Bar Jack",30,"1","Caranx ruber","Other Fishes","Carnivore","0.0158","2.99","412.33447","0.033333333"
"3601","6/11/13",2013,NA,NA,"Joy's Joy","Outside",NA,2,"Bar Jack",30,"1","Caranx ruber","Other Fishes","Carnivore","0.0158","2.99","412.33447","0.033333333"
"3602","",2013,NA,NA,"Meadows","Inside ",NA,1,"Bar Jack",30,"1","Caranx ruber","Other Fishes","Carnivore","0.0158","2.99","412.33447","0.033333333"
"3603","",2013,NA,NA,"Meadows","Inside ",NA,3,"Bar Jack",40,"1","Caranx ruber","Other Fishes","Carnivore","0.0158","2.99","974.57768","0.033333333"
"3604","",2013,NA,NA,"Meadows","Inside ",NA,5,"Bar Jack",40,"1","Caranx ruber","Other Fishes","Carnivore","0.0158","2.99","974.57768","0.033333333"
"3605","",2013,NA,NA,"Meadows","Inside ",NA,6,"Bar Jack",40,"2","Caranx ruber","Other Fishes","Carnivore","0.0158","2.99","1949.15536","0.066666667"
"3606","",2013,NA,NA,"Meadows","Inside ",NA,7,"Bar Jack",30,"2","Caranx ruber","Other Fishes","Carnivore","0.0158","2.99","824.66893","0.066666667"
"3607","",2013,NA,NA,"Meadows","Inside ",NA,10,"Bar Jack",30,"1","Caranx ruber","Other Fishes","Carnivore","0.0158","2.99","412.33447","0.033333333"
"3608","6/13/13",2013,NA,NA,"Mixing Bowl","Inside ",NA,3,"Bar Jack",30,"1","Caranx ruber","Other Fishes","Carnivore","0.0158","2.99","412.33447","0.033333333"
"3609","",2013,NA,NA,"Sailfin","Outside",NA,10,"Bar Jack",40,"1","Caranx ruber","Other Fishes","Carnivore","0.0158","2.99","974.57768","0.033333333"
"3610","",1999,NA,NA,"Blacktip Tunnels","Outside",NA,1,"Chub",10,"11","Kyphosus spp.","Other Fishes","Herbivore","0.0138","3.03","162.65663","0.366666667"
"3611","",1999,NA,NA,"Coral City","Outside",NA,2,"Chub",5,"1","Kyphosus spp.","Other Fishes","Herbivore","0.0138","3.03","1.81033","0.033333333"
"3612","",1999,NA,NA,"Coral City","Outside",NA,2,"Chub",20,"1","Kyphosus spp.","Other Fishes","Herbivore","0.0138","3.03","120.78138","0.033333333"
"3613","",1999,NA,NA,"Coral City","Outside",NA,3,"Chub",5,"1","Kyphosus spp.","Other Fishes","Herbivore","0.0138","3.03","1.81033","0.033333333"
"3614","",1999,NA,NA,"Coral City","Outside",NA,3,"Chub",10,"3","Kyphosus spp.","Other Fishes","Herbivore","0.0138","3.03","44.3609","0.1"
"3615","",1999,NA,NA,"Coral City","Outside",NA,4,"Chub",20,"2","Kyphosus spp.","Other Fishes","Herbivore","0.0138","3.03","241.56275","0.066666667"
"3616","",1999,NA,NA,"Coral City","Outside",NA,6,"Chub",10,"2","Kyphosus spp.","Other Fishes","Herbivore","0.0138","3.03","29.57393","0.066666667"
"3617","",1999,NA,NA,"Coral City","Outside",NA,6,"Chub",20,"1","Kyphosus spp.","Other Fishes","Herbivore","0.0138","3.03","120.78138","0.033333333"
"3618","",1999,NA,NA,"Coral City","Outside",NA,8,"Chub",5,"2","Kyphosus spp.","Other Fishes","Herbivore","0.0138","3.03","3.62066","0.066666667"
"3619","",1999,NA,NA,"Coral City","Outside",NA,8,"Chub",20,"1","Kyphosus spp.","Other Fishes","Herbivore","0.0138","3.03","120.78138","0.033333333"
"3620","",1999,NA,NA,"Coral City","Outside",NA,9,"Chub",20,"1","Kyphosus spp.","Other Fishes","Herbivore","0.0138","3.03","120.78138","0.033333333"
"3621","",1999,NA,NA,"Coral City","Outside",NA,11,"Chub",20,"6","Kyphosus spp.","Other Fishes","Herbivore","0.0138","3.03","724.68826","0.2"
"3622","",1999,NA,NA,"Coral City","Outside",NA,11,"Chub",30,"3","Kyphosus spp.","Other Fishes","Herbivore","0.0138","3.03","1237.87771","0.1"
"3623","",1999,NA,NA,"Grundy's Gardens","Inside ",NA,1,"Chub",20,"2","Kyphosus spp.","Other Fishes","Herbivore","0.0138","3.03","241.56275","0.066666667"
"3624","",1999,NA,NA,"Grundy's Gardens","Inside ",NA,2,"Chub",10,"1","Kyphosus spp.","Other Fishes","Herbivore","0.0138","3.03","14.78697","0.033333333"
"3625","",1999,NA,NA,"Grundy's Gardens","Inside ",NA,3,"Chub",10,"1","Kyphosus spp.","Other Fishes","Herbivore","0.0138","3.03","14.78697","0.033333333"
"3626","",1999,NA,NA,"Grundy's Gardens","Inside ",NA,5,"Chub",10,"1","Kyphosus spp.","Other Fishes","Herbivore","0.0138","3.03","14.78697","0.033333333"
"3627","",1999,NA,NA,"Grundy's Gardens","Inside ",NA,6,"Chub",30,"1","Kyphosus spp.","Other Fishes","Herbivore","0.0138","3.03","412.6259","0.033333333"
"3628","",1999,NA,NA,"Grundy's Gardens","Inside ",NA,9,"Chub",10,"1","Kyphosus spp.","Other Fishes","Herbivore","0.0138","3.03","14.78697","0.033333333"
"3629","",1999,NA,NA,"Grundy's Gardens","Inside ",NA,10,"Chub",10,"2","Kyphosus spp.","Other Fishes","Herbivore","0.0138","3.03","29.57393","0.066666667"
"3630","",1999,NA,NA,"Grundy's Gardens","Inside ",NA,10,"Chub",20,"3","Kyphosus spp.","Other Fishes","Herbivore","0.0138","3.03","362.34413","0.1"
"3631","",1999,NA,NA,"Jigsaw","Outside",NA,5,"Chub",20,"1","Kyphosus spp.","Other Fishes","Herbivore","0.0138","3.03","120.78138","0.033333333"
"3632","",1999,NA,NA,"Jigsaw","Outside",NA,9,"Chub",20,"1","Kyphosus spp.","Other Fishes","Herbivore","0.0138","3.03","120.78138","0.033333333"
"3633","",1999,NA,NA,"Jigsaw","Outside",NA,10,"Chub",20,"1","Kyphosus spp.","Other Fishes","Herbivore","0.0138","3.03","120.78138","0.033333333"
"3634","",1999,NA,NA,"Lucas Ledge","Outside",NA,5,"Chub",20,"1","Kyphosus spp.","Other Fishes","Herbivore","0.0138","3.03","120.78138","0.033333333"
"3635","",1999,NA,NA,"Lucas Ledge","Outside",NA,6,"Chub",10,"2","Kyphosus spp.","Other Fishes","Herbivore","0.0138","3.03","29.57393","0.066666667"
"3636","",1999,NA,NA,"Lucas Ledge","Outside",NA,7,"Chub",5,"1","Kyphosus spp.","Other Fishes","Herbivore","0.0138","3.03","1.81033","0.033333333"
"3637","",1999,NA,NA,"Lucas Ledge","Outside",NA,7,"Chub",10,"1","Kyphosus spp.","Other Fishes","Herbivore","0.0138","3.03","14.78697","0.033333333"
"3638","",1999,NA,NA,"Lucas Ledge","Outside",NA,9,"Chub",5,"1","Kyphosus spp.","Other Fishes","Herbivore","0.0138","3.03","1.81033","0.033333333"
"3639","",1999,NA,NA,"Lucas Ledge","Outside",NA,9,"Chub",10,"3","Kyphosus spp.","Other Fishes","Herbivore","0.0138","3.03","44.3609","0.1"
"3640","",1999,NA,NA,"Meadows","Inside ",NA,4,"Chub",20,"1","Kyphosus spp.","Other Fishes","Herbivore","0.0138","3.03","120.78138","0.033333333"
"3641","",1999,NA,NA,"Meadows","Inside ",NA,13,"Chub",10,"1","Kyphosus spp.","Other Fishes","Herbivore","0.0138","3.03","14.78697","0.033333333"
"3642","",1999,NA,NA,"Mixing Bowl","Inside ",NA,5,"Chub",20,"1","Kyphosus spp.","Other Fishes","Herbivore","0.0138","3.03","120.78138","0.033333333"
"3643","",1999,NA,NA,"Mixing Bowl","Inside ",NA,6,"Chub",20,"1","Kyphosus spp.","Other Fishes","Herbivore","0.0138","3.03","120.78138","0.033333333"
"3644","",1999,NA,NA,"West Point","Outside",NA,1,"Chub",10,"1","Kyphosus spp.","Other Fishes","Herbivore","0.0138","3.03","14.78697","0.033333333"
"3645","",1999,NA,NA,"West Point","Outside",NA,5,"Chub",20,"1","Kyphosus spp.","Other Fishes","Herbivore","0.0138","3.03","120.78138","0.033333333"
"3646","",1999,NA,NA,"West Point","Outside",NA,6,"Chub",10,"1","Kyphosus spp.","Other Fishes","Herbivore","0.0138","3.03","14.78697","0.033333333"
"3647","",2006,NA,NA,"Grundy's Gardens","Inside ",NA,2,"Chub",40,"1","Kyphosus spp.","Other Fishes","Herbivore","0.0138","3.03","986.554","0.033333333"
"3648","",2006,NA,NA,"Grundy's Gardens","Inside ",NA,2,"Chub",50,"1","Kyphosus spp.","Other Fishes","Herbivore","0.0138","3.03","1939.80556","0.033333333"
"3649","",2006,NA,NA,"Grundy's Gardens","Inside ",NA,9,"Chub",40,"1","Kyphosus spp.","Other Fishes","Herbivore","0.0138","3.03","986.554","0.033333333"
"3650","",2006,NA,NA,"Joy's Joy","Outside",NA,1,"Chub",40,"40","Kyphosus spp.","Other Fishes","Herbivore","0.0138","3.03","39462.15985","1.333333333"
"3651","",2006,NA,NA,"Joy's Joy","Outside",NA,6,"Chub",40,"1","Kyphosus spp.","Other Fishes","Herbivore","0.0138","3.03","986.554","0.033333333"
"3652","",2006,NA,NA,"Joy's Joy","Outside",NA,8,"Chub",40,"1","Kyphosus spp.","Other Fishes","Herbivore","0.0138","3.03","986.554","0.033333333"
"3653","",2006,NA,NA,"Joy's Joy","Outside",NA,9,"Chub",30,"35","Kyphosus spp.","Other Fishes","Herbivore","0.0138","3.03","14441.90662","1.166666667"
"3654","",2006,NA,NA,"Meadows","Inside ",NA,4,"Chub",40,"1","Kyphosus spp.","Other Fishes","Herbivore","0.0138","3.03","986.554","0.033333333"
"3655","",2006,NA,NA,"Mixing Bowl","Inside ",NA,2,"Chub",30,"1","Kyphosus spp.","Other Fishes","Herbivore","0.0138","3.03","412.6259","0.033333333"
"3656","",2006,NA,NA,"Mixing Bowl","Inside ",NA,4,"Chub",40,"1","Kyphosus spp.","Other Fishes","Herbivore","0.0138","3.03","986.554","0.033333333"
"3657","",2006,NA,NA,"Mixing Bowl","Inside ",NA,4,"Chub",50,"1","Kyphosus spp.","Other Fishes","Herbivore","0.0138","3.03","1939.80556","0.033333333"
"3658","",2006,NA,NA,"Mixing Bowl","Inside ",NA,7,"Chub",30,"2","Kyphosus spp.","Other Fishes","Herbivore","0.0138","3.03","825.25181","0.066666667"
"3659","",2006,NA,NA,"Mixing Bowl","Inside ",NA,9,"Chub",20,"1","Kyphosus spp.","Other Fishes","Herbivore","0.0138","3.03","120.78138","0.033333333"
"3660","",2006,NA,NA,"Mixing Bowl","Inside ",NA,9,"Chub",30,"2","Kyphosus spp.","Other Fishes","Herbivore","0.0138","3.03","825.25181","0.066666667"
"3661","",2006,NA,NA,"Mixing Bowl","Inside ",NA,10,"Chub",40,"1","Kyphosus spp.","Other Fishes","Herbivore","0.0138","3.03","986.554","0.033333333"
"3662","",2006,NA,NA,"Nancy's","Inside ",NA,3,"Chub",40,"1","Kyphosus spp.","Other Fishes","Herbivore","0.0138","3.03","986.554","0.033333333"
"3663","",2006,NA,NA,"Nancy's","Inside ",NA,4,"Chub",50,"9","Kyphosus spp.","Other Fishes","Herbivore","0.0138","3.03","17458.25003","0.3"
"3664","",2006,NA,NA,"Nancy's","Inside ",NA,8,"Chub",40,"7","Kyphosus spp.","Other Fishes","Herbivore","0.0138","3.03","6905.87797","0.233333333"
"3665","",2006,NA,NA,"Sailfin","Outside",NA,2,"Chub",30,"1","Kyphosus spp.","Other Fishes","Herbivore","0.0138","3.03","412.6259","0.033333333"
"3666","",2006,NA,NA,"Snapshot","Outside",NA,10,"Chub",40,"5","Kyphosus spp.","Other Fishes","Herbivore","0.0138","3.03","4932.76998","0.166666667"
"3667","",2006,NA,NA,"West Point","Outside",NA,4,"Chub",40,"2","Kyphosus spp.","Other Fishes","Herbivore","0.0138","3.03","1973.10799","0.066666667"
"3668","",2006,NA,NA,"West Point","Outside",NA,5,"Chub",50,"25","Kyphosus spp.","Other Fishes","Herbivore","0.0138","3.03","48495.13897","0.833333333"
"3669","",2006,NA,NA,"West Point","Outside",NA,10,"Chub",50,"10","Kyphosus spp.","Other Fishes","Herbivore","0.0138","3.03","19398.05559","0.333333333"
"3670","",2007,NA,NA,"Joy's Joy","Outside",NA,5,"Chub",40,"27","Kyphosus spp.","Other Fishes","Herbivore","0.0138","3.03","26636.9579","0.9"
"3671","",2007,NA,NA,"Joy's Joy","Outside",NA,9,"Chub",40,"1","Kyphosus spp.","Other Fishes","Herbivore","0.0138","3.03","986.554","0.033333333"
"3672","",2007,NA,NA,"Lucas Ledge","Outside",NA,3,"Chub",30,"2","Kyphosus spp.","Other Fishes","Herbivore","0.0138","3.03","825.25181","0.066666667"
"3673","",2007,NA,NA,"Lucas Ledge","Outside",NA,9,"Chub",40,"3","Kyphosus spp.","Other Fishes","Herbivore","0.0138","3.03","2959.66199","0.1"
"3674","",2007,NA,NA,"Lucas Ledge","Outside",NA,9,"Chub",50,"2","Kyphosus spp.","Other Fishes","Herbivore","0.0138","3.03","3879.61112","0.066666667"
"3675","",2007,NA,NA,"Meadows","Inside ",NA,2,"Chub",40,"1","Kyphosus spp.","Other Fishes","Herbivore","0.0138","3.03","986.554","0.033333333"
"3676","",2007,NA,NA,"Meadows","Inside ",NA,7,"Chub",40,"1","Kyphosus spp.","Other Fishes","Herbivore","0.0138","3.03","986.554","0.033333333"
"3677","",2007,NA,NA,"Nancy's","Inside ",NA,2,"Chub",50,"5","Kyphosus spp.","Other Fishes","Herbivore","0.0138","3.03","9699.02779","0.166666667"
"3678","",2007,NA,NA,"Nancy's","Inside ",NA,3,"Chub",50,"4","Kyphosus spp.","Other Fishes","Herbivore","0.0138","3.03","7759.22224","0.133333333"
"3679","",2007,NA,NA,"Pauls Anchors","Inside ",NA,10,"Chub",30,"5","Kyphosus spp.","Other Fishes","Herbivore","0.0138","3.03","2063.12952","0.166666667"
"3680","",2007,NA,NA,"Pauls Anchors","Inside ",NA,10,"Chub",40,"1","Kyphosus spp.","Other Fishes","Herbivore","0.0138","3.03","986.554","0.033333333"
"3681","",2009,NA,NA,"Coral City","Outside",NA,1,"Chub",5,"1","Kyphosus spp.","Other Fishes","Herbivore","0.0138","3.03","1.81033","0.033333333"
"3682","",2009,NA,NA,"Coral City","Outside",NA,1,"Chub",10,"2","Kyphosus spp.","Other Fishes","Herbivore","0.0138","3.03","29.57393","0.066666667"
"3683","",2009,NA,NA,"Coral City","Outside",NA,1,"Chub",20,"3","Kyphosus spp.","Other Fishes","Herbivore","0.0138","3.03","362.34413","0.1"
"3684","",2009,NA,NA,"Coral City","Outside",NA,2,"Chub",5,"2","Kyphosus spp.","Other Fishes","Herbivore","0.0138","3.03","3.62066","0.066666667"
"3685","",2009,NA,NA,"Coral City","Outside",NA,2,"Chub",10,"3","Kyphosus spp.","Other Fishes","Herbivore","0.0138","3.03","44.3609","0.1"
"3686","",2009,NA,NA,"Coral City","Outside",NA,3,"Chub",20,"1","Kyphosus spp.","Other Fishes","Herbivore","0.0138","3.03","120.78138","0.033333333"
"3687","",2009,NA,NA,"Coral City","Outside",NA,4,"Chub",10,"2","Kyphosus spp.","Other Fishes","Herbivore","0.0138","3.03","29.57393","0.066666667"
"3688","",2009,NA,NA,"Coral City","Outside",NA,4,"Chub",20,"1","Kyphosus spp.","Other Fishes","Herbivore","0.0138","3.03","120.78138","0.033333333"
"3689","",2009,NA,NA,"Coral City","Outside",NA,6,"Chub",20,"2","Kyphosus spp.","Other Fishes","Herbivore","0.0138","3.03","241.56275","0.066666667"
"3690","",2009,NA,NA,"Coral City","Outside",NA,7,"Chub",20,"2","Kyphosus spp.","Other Fishes","Herbivore","0.0138","3.03","241.56275","0.066666667"
"3691","",2009,NA,NA,"Coral City","Outside",NA,9,"Chub",10,"3","Kyphosus spp.","Other Fishes","Herbivore","0.0138","3.03","44.3609","0.1"
"3692","",2009,NA,NA,"Coral City","Outside",NA,9,"Chub",20,"2","Kyphosus spp.","Other Fishes","Herbivore","0.0138","3.03","241.56275","0.066666667"
"3693","",2009,NA,NA,"Grundy's Gardens","Inside ",NA,2,"Chub",20,"5","Kyphosus spp.","Other Fishes","Herbivore","0.0138","3.03","603.90688","0.166666667"
