Year,Month,Day,Site,Depth,Transect,Observer,Species_Code,Coral_genus,Coral_spp,length,width,height,coral_SA,Site_Name
2009,NA,NA,West Point,10.7,1,CD,MCAV,Montastraea,cavernosa,25,45,30,2356.19449,West Point
2009,NA,NA,West Point,10.7,1,CD,PSTR,Pseudodiploria,strigosa,30,25,25,2356.19449,West Point
2009,NA,NA,West Point,10.7,1,CD,SSID,Siderastrea,siderea,9,11,5,141.3716694,West Point
2009,NA,NA,West Point,10.7,1,CD,SSID,Siderastrea,siderea,25,20,10,785.3981634,West Point
2009,NA,NA,West Point,11,2,CD,AHUM,Agaraicia,humilis,13,20,3,122.5221135,West Point
2009,NA,NA,West Point,11,2,CD,PAST,Porites,astreoides,10,9,4,125.6637061,West Point
2009,NA,NA,West Point,11,2,CD,PAST,Porites,astreoides,11,14,7,241.9026343,West Point
2009,NA,NA,West Point,11,2,CD,OFAV,Orbicella,faveolata,30,35,30,2827.433388,West Point
2009,NA,NA,West Point,11,2,CD,PAST,Porites,astreoides,25,20,10,785.3981634,West Point
2009,NA,NA,West Point,11,2,CD,PAST,Porites,astreoides,20,20,5,314.1592654,West Point
2009,NA,NA,West Point,12,3,CD,PAST,Porites,astreoides,17,13.5,5,267.0353756,West Point
2009,NA,NA,West Point,12,3,CD,SSID,Siderastrea,siderea,8,18,7,175.9291886,West Point
2009,NA,NA,West Point,12,3,CD,PSTR,Pseudodiploria,strigosa,13,15,8,326.725636,West Point
2009,NA,NA,West Point,12,3,CD,PSTR,Pseudodiploria,strigosa,22,20,10,691.1503838,West Point
2009,NA,NA,West Point,12,3,CD,PAST,Porites,astreoides,15,10,18,848.2300165,West Point
2009,NA,NA,West Point,12,3,CD,PSTR,Pseudodiploria,strigosa,13,12,15,612.6105675,West Point
2009,NA,NA,West Point,12,3,CD,PAST,Porites,astreoides,10,12,8,251.3274123,West Point
2009,NA,NA,West Point,12,3,CD,AAGA,Agaricia,agaricites,12,6,9,339.2920066,West Point
2009,NA,NA,West Point,11,4,CD,PAST,Porites,astreoides,9,13,9,254.4690049,West Point
2009,NA,NA,West Point,11,4,CD,PSTR,Pseudodiploria,strigosa,8,11,17,427.2566009,West Point
2009,NA,NA,West Point,11,4,CD,AAGA,Agaricia,agaricites,16,30,25,1256.637061,West Point
2009,NA,NA,West Point,11,4,CD,OANN,Orbicella,annularis,10,9,10,314.1592654,West Point
2009,NA,NA,West Point,11,4,CD,PSTR,Pseudodiploria,strigosa,22,20,25,1727.875959,West Point
2009,NA,NA,West Point,11,4,CD,OFAV,Orbicella,faveolata,90,30,40,11309.73355,West Point
2009,NA,NA,West Point,11,4,CD,AAGA,Agaricia,agaricites,15,15,25,1178.097245,West Point
2009,NA,NA,West Point,11,4,CD,PAST,Porites,astreoides,14,14,5,219.9114858,West Point
2009,NA,NA,West Point,11,5,CD,MCAV,Montastraea,cavernosa,9,10,10,282.7433388,West Point
2009,NA,NA,West Point,11,5,CD,PSTR,Pseudodiploria,strigosa,28,22,20,1759.291886,West Point
2009,NA,NA,West Point,11,5,CD,PSTR,Pseudodiploria,strigosa,17,13,20,1068.141502,West Point
2009,NA,NA,West Point,11,5,CD,MCAV,Montastraea,cavernosa,18,18,22,1244.070691,West Point
2009,NA,NA,West Point,11,5,CD,SSID,Siderastrea,siderea,12,15,5,188.4955592,West Point
2009,NA,NA,West Point,11,5,CD,AAGA,Agaricia,agaricites,35,20,20,2199.114858,West Point
2009,NA,NA,West Point,11,5,KW,PAST,Porites,astreoides,13,9,4,163.362818,West Point
2009,NA,NA,West Point,13,6,KW,SSID,Siderastrea,siderea,22,15,9,622.0353454,West Point
2009,NA,NA,West Point,13,6,KW,OFAV,Orbicella,faveolata,28,19,35,3078.760801,West Point
2009,NA,NA,West Point,13,6,KW,OFRA,Orbicella,franksi,12,10,20,753.9822369,West Point
2009,NA,NA,West Point,13,6,KW,AAGA,Agaricia,agaricites,28,29,8,703.7167544,West Point
2009,NA,NA,West Point,13,6,KW,OANN,Orbicella,annularis,42,31,43,5673.716332,West Point
2009,NA,NA,West Point,13,6,KW,OFAV,Orbicella,faveolata,78,60,45,11026.99021,West Point
2009,NA,NA,West Point,14.7,7,CD,MCAV,Montastraea,cavernosa,12,18,14,527.7875658,West Point
2009,NA,NA,West Point,14.7,7,CD,SSID,Siderastrea,siderea,30,20,10,942.4777961,West Point
2009,NA,NA,West Point,14.7,7,CD,AAGA,Agaricia,agaricites,8,28,17,427.2566009,West Point
2009,NA,NA,West Point,14.7,7,CD,MCAV,Montastraea,cavernosa,26,35,20,1633.62818,West Point
2009,NA,NA,West Point,14.7,7,CD,SSID,Siderastrea,siderea,25,25,2,157.0796327,West Point
2009,NA,NA,West Point,14.7,7,CD,AAGA,Agaricia,agaricites,10,13,20,628.3185307,West Point
2009,NA,NA,West Point,14.7,7,CD,MCAV,Montastraea,cavernosa,20,15,13,816.8140899,West Point
2009,NA,NA,West Point,14.7,7,CD,SSID,Siderastrea,siderea,32,20,20,2010.619298,West Point
2009,NA,NA,West Point,14.7,7,CD,OANN,Orbicella,annularis,11,12,20,691.1503838,West Point
2009,NA,NA,Grundy's  Gardens,7.5,1,CD,SSID,Siderastrea,siderea,50,50,35,5497.787144,Grundy's Gardens
2009,NA,NA,Grundy's  Gardens,7.5,1,CD,AAGA,Agaricia,agaricites,30,40,10,942.4777961,Grundy's Gardens
2009,NA,NA,Grundy's  Gardens,7.5,1,CD,AAGA,Agaricia,agaricites,21,20,10,659.7344573,Grundy's Gardens
2009,NA,NA,Grundy's  Gardens,7.5,1,CD,PAST,Porites,astreoides,11,12,8,276.4601535,Grundy's Gardens
2009,NA,NA,Grundy's  Gardens,7.5,1,CD,AAGA,Agaricia,agaricites,25,30,40,3141.592654,Grundy's Gardens
2009,NA,NA,Grundy's  Gardens,10.5,2,CD,PAST,Porites,astreoides,18,17,8,452.3893421,Grundy's Gardens
2009,NA,NA,Grundy's  Gardens,10.5,2,CD,PDIV,Porites,divaricata,4,10,7,87.9645943,Grundy's Gardens
2009,NA,NA,Grundy's  Gardens,10.5,2,CD,AAGA,Agaricia,agaricites,30,30,10,942.4777961,Grundy's Gardens
2009,NA,NA,Grundy's  Gardens,10.5,2,CD,OANN,Orbicella,annularis,60,40,50,9424.777961,Grundy's Gardens
2009,NA,NA,Grundy's  Gardens,10.5,2,CD,OANN,Orbicella,annularis,40,40,40,5026.548246,Grundy's Gardens
2009,NA,NA,Grundy's  Gardens,10.5,2,CD,OFAV,Orbicella,faveolata,60,50,40,7539.822369,Grundy's Gardens
2009,NA,NA,Grundy's  Gardens,9,3,CD,OANN,Orbicella,annularis,11,8,20,691.1503838,Grundy's Gardens
2009,NA,NA,Grundy's  Gardens,9,3,CD,OANN,Orbicella,annularis,10,11,9,282.7433388,Grundy's Gardens
2009,NA,NA,Grundy's  Gardens,9,3,CD,AAGA,Agaricia,agaricites,20,12,40,2513.274123,Grundy's Gardens
2009,NA,NA,Grundy's  Gardens,9,3,CD,OANN,Orbicella,annularis,10,4,9,282.7433388,Grundy's Gardens
2009,NA,NA,Grundy's  Gardens,9,3,CD,PPOR,Porites,porites,14,10,15,659.7344573,Grundy's Gardens
2009,NA,NA,Grundy's  Gardens,9,3,CD,OFAV,Orbicella,faveolata,50,90,60,9424.777961,Grundy's Gardens
2009,NA,NA,Grundy's  Gardens,9,3,CD,PPOR,Porites,porites,35,20,15,1649.336143,Grundy's Gardens
2009,NA,NA,Grundy's  Gardens,9,3,CD,OANN,Orbicella,annularis,20,20,25,1570.796327,Grundy's Gardens
2009,NA,NA,Grundy's  Gardens,9,3,CD,OANN,Orbicella,annularis,13,15,12,490.088454,Grundy's Gardens
2009,NA,NA,Grundy's  Gardens,9,3,CD,CNAT,Colpophyllia,natans,30,35,70,6597.344573,Grundy's Gardens
2009,NA,NA,Grundy's  Gardens,9,3,CD,PPOR,Porites,porites,12,9,11,414.6902303,Grundy's Gardens
2009,NA,NA,Grundy's  Gardens,10,4,CD,OFRA,Orbicella,franksi,30,60,50,4712.38898,Grundy's Gardens
2009,NA,NA,Grundy's  Gardens,10,4,CD,AAGA,Agaricia,agaricites,12,20,30,1130.973355,Grundy's Gardens
2009,NA,NA,Grundy's  Gardens,10,4,CD,OANN,Orbicella,annularis,50,20,30,4712.38898,Grundy's Gardens
2009,NA,NA,Grundy's  Gardens,10,4,CD,AAGA,Agaricia,agaricites,5,18,6,94.24777961,Grundy's Gardens
2009,NA,NA,Grundy's  Gardens,10,4,CD,AAGA,Agaricia,agaricites,20,20,25,1570.796327,Grundy's Gardens
2009,NA,NA,Grundy's  Gardens,10,4,CD,OANN,Orbicella,annularis,190,80,80,47752.20833,Grundy's Gardens
2009,NA,NA,Grundy's  Gardens,10,4,CD,OANN,Orbicella,annularis,90,40,45,12723.45025,Grundy's Gardens
2009,NA,NA,Grundy's  Gardens,10,4,CD,OFRA,Orbicella,franksi,40,30,20,2513.274123,Grundy's Gardens
2009,NA,NA,Grundy's  Gardens,10,4,CD,AAGA,Agaricia,agaricites,9,9,15,424.1150082,Grundy's Gardens
2009,NA,NA,Grundy's  Gardens,10,4,CD,OFAV,Orbicella,faveolata,20,15,5,314.1592654,Grundy's Gardens
2009,NA,NA,Grundy's  Gardens,10,4,CD,AAGA,Agaricia,agaricites,14,11,7,307.8760801,Grundy's Gardens
2009,NA,NA,Grundy's  Gardens,10,4,CD,AAGA,Agaricia,agaricites,12,9,8,301.5928947,Grundy's Gardens
2009,NA,NA,Grundy's  Gardens,10,4,CD,AAGA,Agaricia,agaricites,11,8,9,311.0176727,Grundy's Gardens
2009,NA,NA,Grundy's  Gardens,10,4,CD,AGAR,Agaricia,NA,30,30,15,1413.716694,Grundy's Gardens
2009,NA,NA,Grundy's  Gardens,10.4,5,CD,SSID,Siderastrea,siderea,25,30,10,785.3981634,Grundy's Gardens
2009,NA,NA,Grundy's  Gardens,10.4,5,CD,OANN,Orbicella,annularis,10,12,15,471.238898,Grundy's Gardens
2009,NA,NA,Grundy's  Gardens,10.4,5,CD,OFAV,Orbicella,faveolata,15,30,5,235.619449,Grundy's Gardens
2009,NA,NA,Grundy's  Gardens,10.4,5,CD,SSID,Siderastrea,siderea,35,45,45,4948.008429,Grundy's Gardens
2009,NA,NA,Grundy's  Gardens,10.4,5,CD,AAGA,Agaricia,agaricites,30,20,10,942.4777961,Grundy's Gardens
2009,NA,NA,Grundy's  Gardens,10.4,5,CD,OANN,Orbicella,annularis,18,22,25,1413.716694,Grundy's Gardens
2009,NA,NA,Grundy's  Gardens,10.4,5,CD,OANN,Orbicella,annularis,50,40,30,4712.38898,Grundy's Gardens
2009,NA,NA,Grundy's  Gardens,9.2,6,CD,AAGA,Agaricia,agaricites,22,25,20,1382.300768,Grundy's Gardens
2009,NA,NA,Grundy's  Gardens,9.2,6,CD,OANN,Orbicella,annularis,60,140,60,11309.73355,Grundy's Gardens
2009,NA,NA,Grundy's  Gardens,9.2,6,CD,OANN,Orbicella,annularis,80,110,40,10053.09649,Grundy's Gardens
2009,NA,NA,Grundy's  Gardens,9.2,6,CD,OANN,Orbicella,annularis,17,9,15,801.1061267,Grundy's Gardens
2009,NA,NA,Grundy's  Gardens,11.2,7,CD,OFAV,Orbicella,faveolata,70,50,50,10995.57429,Grundy's Gardens
2009,NA,NA,Grundy's  Gardens,11.2,7,CD,OANN,Orbicella,annularis,13,8,9,367.5663405,Grundy's Gardens
2009,NA,NA,Grundy's  Gardens,11.2,7,CD,OFAV,Orbicella,faveolata,10,14,7,219.9114858,Grundy's Gardens
2009,NA,NA,Grundy's  Gardens,11.2,7,CD,OFAV,Orbicella,faveolata,40,40,15,1884.955592,Grundy's Gardens
2009,NA,NA,Grundy's  Gardens,11.2,7,CD,OFAV,Orbicella,faveolata,40,50,30,3769.911184,Grundy's Gardens
2009,NA,NA,Grundy's  Gardens,11.2,7,CD,AAGA,Agaricia,agaricites,7,14,8,175.9291886,Grundy's Gardens
2009,NA,NA,Grundy's  Gardens,11.2,7,CD,PPOR,Porites,porites,18,11,9,508.9380099,Grundy's Gardens
2009,NA,NA,Grundy's  Gardens,11.2,7,CD,AAGA,Agaricia,agaricites,30,20,10,942.4777961,Grundy's Gardens
2009,NA,NA,Grundy's  Gardens,11.2,7,CD,SSID,Siderastrea,siderea,50,40,40,6283.185307,Grundy's Gardens
2009,NA,NA,Grundy's  Gardens,11.2,7,CD,SSID,Siderastrea,siderea,25,30,15,1178.097245,Grundy's Gardens
2009,NA,NA,Richard'sReef,9,1,CD,OFAV,Orbicella,faveolata,10,8,0,0,Richard's Reef
2009,NA,NA,Richard'sReef,9,1,CD,HCUC,Helioseris,cucullata,12,10,0,0,Richard's Reef
2009,NA,NA,Richard'sReef,9,1,CD,AAGA,Agaricia,agaricites,18,15,12,678.5840132,Richard's Reef
2009,NA,NA,Richard'sReef,9,1,CD,PAST,Porites,astreoides,9,13,3,84.82300165,Richard's Reef
2009,NA,NA,Richard'sReef,9.6,2,CD,APAL,Acropora,palmata,100,120,80,25132.74123,Richard's Reef
2009,NA,NA,Richard'sReef,9.6,2,CD,AAGA,Agaricia,agaricites,45,50,5,706.8583471,Richard's Reef
2009,NA,NA,Richard'sReef,9.6,2,CD,OFRA,Orbicella,franksi,25,15,18,1413.716694,Richard's Reef
2009,NA,NA,Richard'sReef,9.6,2,CD,OFAV,Orbicella,faveolata,34,60,15,1602.212253,Richard's Reef
2009,NA,NA,Richard'sReef,9.6,2,CD,AAGA,Agaricia,agaricites,15,18,13,612.6105675,Richard's Reef
2009,NA,NA,Richard'sReef,9.6,2,CD,OFRA,Orbicella,franksi,40,30,10,1256.637061,Richard's Reef
2009,NA,NA,Richard'sReef,10,3,KW,ISIN,Isophyllia,sinuosa,14,12,7,307.8760801,Richard's Reef
2009,NA,NA,Richard'sReef,10,3,KW,AHUM,Agaraicia,humilis,16,18,0,0,Richard's Reef
2009,NA,NA,Richard'sReef,10,3,KW,PSTR,Pseudodiploria,strigosa,70,80,60,13194.68915,Richard's Reef
2009,NA,NA,Richard'sReef,10,3,KW,AHUM,Agaraicia,humilis,28,23,17,1495.398103,Richard's Reef
2009,NA,NA,Richard'sReef,10,3,KW,MCAV,Montastraea,cavernosa,23,15,12,867.0795724,Richard's Reef
2009,NA,NA,Richard'sReef,10,3,KW,PAST,Porites,astreoides,13,11,12,490.088454,Richard's Reef
2009,NA,NA,Richard'sReef,10,3,KW,OFAV,Orbicella,faveolata,240,70,110,82938.04605,Richard's Reef
2009,NA,NA,Richard'sReef,10,3,KW,SSID,Siderastrea,siderea,32,20,10,1005.309649,Richard's Reef
2009,NA,NA,Richard'sReef,10,3,KW,AAGA,Agaricia,agaricites,25,15,4,314.1592654,Richard's Reef
2009,NA,NA,Richard'sReef,10,3,KW,OANN,Orbicella,annularis,80,53,45,11309.73355,Richard's Reef
2009,NA,NA,Richard'sReef,10,3,KW,OFAV,Orbicella,faveolata,20,10,17,1068.141502,Richard's Reef
2009,NA,NA,Richard'sReef,10,3,KW,OFAV,Orbicella,faveolata,24,12,20,1507.964474,Richard's Reef
2009,NA,NA,Richard'sReef,10,3,KW,AHUM,Agaraicia,humilis,16,6,4,201.0619298,Richard's Reef
2009,NA,NA,Richard'sReef,10,3,KW,PAST,Porites,astreoides,20,13,7,439.8229715,Richard's Reef
2009,NA,NA,Richard'sReef,10,3,KW,OFAV,Orbicella,faveolata,220,150,190,131318.5729,Richard's Reef
2009,NA,NA,Richard'sReef,9.5,4,KW,MCAV,Montastraea,cavernosa,20,15,13,816.8140899,Richard's Reef
2009,NA,NA,Richard'sReef,9.5,4,KW,PSTR,Pseudodiploria,strigosa,32,30,9,904.7786842,Richard's Reef
2009,NA,NA,Richard'sReef,9.5,4,KW,SSID,Siderastrea,siderea,8,10,5,125.6637061,Richard's Reef
2009,NA,NA,Richard'sReef,9.5,4,KW,PAST,Porites,astreoides,9,8,6,169.6460033,Richard's Reef
2009,NA,NA,Richard'sReef,9.5,4,KW,MCAV,Montastraea,cavernosa,11,11,13,449.2477495,Richard's Reef
2009,NA,NA,Richard'sReef,9.5,4,KW,PSTR,Pseudodiploria,strigosa,23,23,29,2095.4423,Richard's Reef
2009,NA,NA,Richard'sReef,9.5,4,KW,MCAV,Montastraea,cavernosa,28,16,8,703.7167544,Richard's Reef
2009,NA,NA,Richard'sReef,9.5,4,KW,PAST,Porites,astreoides,9,6,6,169.6460033,Richard's Reef
2009,NA,NA,Richard'sReef,9.5,4,KW,PSTR,Pseudodiploria,strigosa,38,19,24,2865.1325,Richard's Reef
2009,NA,NA,Richard'sReef,9.5,4,KW,PAST,Porites,astreoides,24,22,16,1206.371579,Richard's Reef
2009,NA,NA,Richard'sReef,10,5,CD,OFAV,Orbicella,faveolata,12,10,3,113.0973355,Richard's Reef
2009,NA,NA,Richard'sReef,10,5,CD,OFAV,Orbicella,faveolata,15,30,40,1884.955592,Richard's Reef
2009,NA,NA,Richard'sReef,10,5,CD,AHUM,Agaraicia,humilis,10,20,1,31.41592654,Richard's Reef
2009,NA,NA,Richard'sReef,10,5,CD,AAGA,Agaricia,agaricites,8,18,7,175.9291886,Richard's Reef
2009,NA,NA,Richard'sReef,10,5,CD,OANN,Orbicella,annularis,11,8,5,172.7875959,Richard's Reef
2009,NA,NA,Richard'sReef,10,5,CD,OANN,Orbicella,annularis,100,150,50,15707.96327,Richard's Reef
2009,NA,NA,Richard'sReef,10,5,CD,OANN,Orbicella,annularis,60,130,50,9424.777961,Richard's Reef
2009,NA,NA,Richard'sReef,10,5,CD,OFAV,Orbicella,faveolata,120,190,110,41469.02303,Richard's Reef
2009,NA,NA,Richard'sReef,10,5,CD,AHUM,Agaraicia,humilis,15,20,30,1413.716694,Richard's Reef
2009,NA,NA,Richard'sReef,10,5,CD,OFAV,Orbicella,faveolata,30,80,50,4712.38898,Richard's Reef
2009,NA,NA,Richard'sReef,10,5,CD,AAGA,Agaricia,agaricites,11,20,2,69.11503838,Richard's Reef
2009,NA,NA,Richard'sReef,13,6,CD,OFAV,Orbicella,faveolata,30,35,50,4712.38898,Richard's Reef
2009,NA,NA,Richard'sReef,13,6,CD,OFRA,Orbicella,franksi,35,40,60,6597.344573,Richard's Reef
2009,NA,NA,Richard'sReef,13,6,CD,PSTR,Pseudodiploria,strigosa,25,40,15,1178.097245,Richard's Reef
2009,NA,NA,Richard'sReef,13,6,CD,AAGA,Agaricia,agaricites,15,18,21,989.6016859,Richard's Reef
2009,NA,NA,Richard'sReef,13,6,CD,OFAV,Orbicella,faveolata,90,60,40,11309.73355,Richard's Reef
2009,NA,NA,Richard'sReef,10,7,KW,AAGA,Agaricia,agaricites,20,12,10,628.3185307,Richard's Reef
2009,NA,NA,Richard'sReef,10,7,KW,PAST,Porites,astreoides,10,7,4,125.6637061,Richard's Reef
2009,NA,NA,Richard'sReef,10,7,KW,AAGA,Agaricia,agaricites,18,12,3,169.6460033,Richard's Reef
2009,NA,NA,Richard'sReef,10,7,KW,OANN,Orbicella,annularis,20,75,80,5026.548246,Richard's Reef
2009,NA,NA,Richard'sReef,10,7,KW,CNAT,Colpophyllia,natans,235,100,5,3691.371368,Richard's Reef
2009,NA,NA,Richard'sReef,10,7,KW,AAGA,Agaricia,agaricites,15,6,1,47.1238898,Richard's Reef
2009,NA,NA,Richard'sReef,10,7,KW,OANN,Orbicella,annularis,17,16,10,534.0707511,Richard's Reef
2009,NA,NA,Richard'sReef,10,7,KW,OANN,Orbicella,annularis,85,35,40,10681.41502,Richard's Reef
2009,NA,NA,Richard'sReef,10,7,KW,OFAV,Orbicella,faveolata,75,50,75,17671.45868,Richard's Reef
2009,NA,NA,Richard'sReef,10,7,KW,AAGA,Agaricia,agaricites,15,12,6,282.7433388,Richard's Reef
2009,NA,NA,Richard'sReef,10.5,8,KW,SSID,Siderastrea,siderea,40,40,25,3141.592654,Richard's Reef
2009,NA,NA,Richard'sReef,10.5,8,KW,AAGA,Agaricia,agaricites,9,7,5,141.3716694,Richard's Reef
2009,NA,NA,Richard'sReef,10.5,8,KW,OANN,Orbicella,annularis,11,10,6,207.3451151,Richard's Reef
2009,NA,NA,Richard'sReef,10.5,8,KW,PAST,Porites,astreoides,10,7,3,94.24777961,Richard's Reef
2009,NA,NA,Richard'sReef,10.5,8,KW,OANN,Orbicella,annularis,15,14,6,282.7433388,Richard's Reef
2009,NA,NA,Richard'sReef,10.5,8,KW,OFAV,Orbicella,faveolata,70,40,45,9896.016859,Richard's Reef
2009,NA,NA,Richard'sReef,10.5,8,KW,CNAT,Colpophyllia,natans,80,30,25,6283.185307,Richard's Reef
2009,NA,NA,Richard'sReef,10.5,8,KW,AHUM,Agaraicia,humilis,12,14,10,376.9911184,Richard's Reef
2009,NA,NA,Richard'sReef,10.5,8,KW,OANN,Orbicella,annularis,80,90,100,25132.74123,Richard's Reef
2009,NA,NA,Richard'sReef,10.5,8,KW,AAGA,Agaricia,agaricites,30,18,12,1130.973355,Richard's Reef
2010,NA,NA,Paul's Anchor,12.8,1,AW,AGAR,Agaricia,NA,10,NA,NA,NA,Paul's Anchor
2010,NA,NA,Paul's Anchor,12.8,1,,MALC,Millepora,alcicornis,10,NA,NA,NA,Paul's Anchor
2010,NA,NA,Paul's Anchor,12.8,1,,OANN,Orbicella,annularis,10,NA,NA,NA,Paul's Anchor
2010,NA,NA,Paul's Anchor,12.8,1,,SSID,Siderastrea,siderea,10,NA,NA,NA,Paul's Anchor
2010,NA,NA,Paul's Anchor,12.8,1,,MLAM,Mycetophyllia,lamarckiana,20,NA,NA,NA,Paul's Anchor
2010,NA,NA,Paul's Anchor,12.8,1,,AGAR,Agaricia,NA,20,NA,NA,NA,Paul's Anchor
2010,NA,NA,Paul's Anchor,12.8,1,,AGAR,Agaricia,NA,10,NA,NA,NA,Paul's Anchor
2010,NA,NA,Paul's Anchor,12.8,1,,OANN,Orbicella,annularis,20,NA,NA,NA,Paul's Anchor
2010,NA,NA,Paul's Anchor,12.8,1,,AGAR,Agaricia,NA,20,NA,NA,NA,Paul's Anchor
2010,NA,NA,Paul's Anchor,12.8,1,,AGAR,Agaricia,NA,10,NA,NA,NA,Paul's Anchor
2010,NA,NA,Paul's Anchor,12.8,1,,MALC,Millepora,alcicornis,10,NA,NA,NA,Paul's Anchor
2010,NA,NA,Paul's Anchor,12.8,1,,MCAV,Montastraea,cavernosa,20,NA,NA,NA,Paul's Anchor
2010,NA,NA,Paul's Anchor,12.2,1,,AGAR,Agaricia,NA,20,NA,NA,NA,Paul's Anchor
2010,NA,NA,Paul's Anchor,11.8,2,aw,OANN,Orbicella,annularis,50,NA,NA,NA,Paul's Anchor
2010,NA,NA,Paul's Anchor,11.8,2,,OANN,Orbicella,annularis,10,NA,NA,NA,Paul's Anchor
2010,NA,NA,Paul's Anchor,11.8,2,,AGAR,Agaricia,NA,10,NA,NA,NA,Paul's Anchor
2010,NA,NA,Paul's Anchor,11.8,2,,SSID,Siderastrea,siderea,10,NA,NA,NA,Paul's Anchor
2010,NA,NA,Paul's Anchor,11.8,2,,AGAR,Agaricia,NA,10,NA,NA,NA,Paul's Anchor
2010,NA,NA,Paul's Anchor,11.8,2,,MALC,Millepora,alcicornis,10,NA,NA,NA,Paul's Anchor
2010,NA,NA,Paul's Anchor,11.8,2,,SRAD,Siderastrea,radians,10,NA,NA,NA,Paul's Anchor
2010,NA,NA,Paul's Anchor,11.4,2,,SSID,Siderastrea,siderea,10,NA,NA,NA,Paul's Anchor
2010,NA,NA,Paul's Anchor,11.8,3,aw,OANN,Orbicella,annularis,20,NA,NA,NA,Paul's Anchor
2010,NA,NA,Paul's Anchor,11.8,3,,SSID,Siderastrea,siderea,10,NA,NA,NA,Paul's Anchor
2010,NA,NA,Paul's Anchor,11.8,3,,OANN,Orbicella,annularis,10,NA,NA,NA,Paul's Anchor
2010,NA,NA,Paul's Anchor,11.8,3,,PPOR,Porites,porites,10,NA,NA,NA,Paul's Anchor
2010,NA,NA,Paul's Anchor,11.8,3,,MALC,Millepora,alcicornis,10,NA,NA,NA,Paul's Anchor
2010,NA,NA,Paul's Anchor,11.8,3,,MLAM,Mycetophyllia,lamarckiana,10,NA,NA,NA,Paul's Anchor
2010,NA,NA,Paul's Anchor,11.8,3,,SSID,Siderastrea,siderea,20,NA,NA,NA,Paul's Anchor
2010,NA,NA,Paul's Anchor,11.8,3,,MALC,Millepora,alcicornis,10,NA,NA,NA,Paul's Anchor
2010,NA,NA,Paul's Anchor,11.8,3,,AGAR,Agaricia,NA,20,NA,NA,NA,Paul's Anchor
2010,NA,NA,Paul's Anchor,11.8,3,,AGAR,Agaricia,NA,10,NA,NA,NA,Paul's Anchor
2010,NA,NA,Paul's Anchor,11.6,3,,PPOR,Porites,porites,10,NA,NA,NA,Paul's Anchor
2010,NA,NA,Paul's Anchor,10.2,4,aw,AGAR,Agaricia,NA,10,NA,NA,NA,Paul's Anchor
2010,NA,NA,Paul's Anchor,10.2,4,,OFAV,Orbicella,faveolata,20,NA,NA,NA,Paul's Anchor
2010,NA,NA,Paul's Anchor,10.2,4,,AGAR,Agaricia,NA,10,NA,NA,NA,Paul's Anchor
2010,NA,NA,Paul's Anchor,10.2,4,,OANN,Orbicella,annularis,10,NA,NA,NA,Paul's Anchor
2010,NA,NA,Paul's Anchor,10.2,4,,AGAR,Agaricia,NA,10,NA,NA,NA,Paul's Anchor
2010,NA,NA,Paul's Anchor,10.2,4,,MALC,Millepora,alcicornis,10,NA,NA,NA,Paul's Anchor
2010,NA,NA,Paul's Anchor,10.2,4,,MALC,Millepora,alcicornis,10,NA,NA,NA,Paul's Anchor
2010,NA,NA,Paul's Anchor,10,4,,AGAR,Agaricia,NA,10,NA,NA,NA,Paul's Anchor
2010,NA,NA,Paul's Anchor,10,5,aw,PAST,Porites,astreoides,10,NA,NA,NA,Paul's Anchor
2010,NA,NA,Paul's Anchor,10,5,,AGAR,Agaricia,NA,10,NA,NA,NA,Paul's Anchor
2010,NA,NA,Paul's Anchor,10,5,,PAST,Porites,astreoides,10,NA,NA,NA,Paul's Anchor
2010,NA,NA,Paul's Anchor,10,5,,AGAR,Agaricia,NA,10,NA,NA,NA,Paul's Anchor
2010,NA,NA,Paul's Anchor,10,5,,MCAV,Montastraea,cavernosa,20,NA,NA,NA,Paul's Anchor
2010,NA,NA,Paul's Anchor,10,5,,AGAR,Agaricia,NA,10,NA,NA,NA,Paul's Anchor
2010,NA,NA,Paul's Anchor,10,5,,SSID,Siderastrea,siderea,10,NA,NA,NA,Paul's Anchor
2010,NA,NA,Paul's Anchor,10,5,,SSID,Siderastrea,siderea,10,NA,NA,NA,Paul's Anchor
2010,NA,NA,Paul's Anchor,10,5,,AGAR,Agaricia,NA,10,NA,NA,NA,Paul's Anchor
2010,NA,NA,Paul's Anchor,10,5,,MCAV,Montastraea,cavernosa,10,NA,NA,NA,Paul's Anchor
2010,NA,NA,Paul's Anchor,10.1,5,,PSTR,Pseudodiploria,strigosa,40,NA,NA,NA,Paul's Anchor
2010,NA,NA,Paul's Anchor,11.3,6,fm,MCAV,Montastraea,cavernosa,40,NA,NA,NA,Paul's Anchor
2010,NA,NA,Paul's Anchor,11.3,6,,PAST,Porites,astreoides,10,NA,NA,NA,Paul's Anchor
2010,NA,NA,Paul's Anchor,11.3,6,,OFAV,Orbicella,faveolata,10,NA,NA,NA,Paul's Anchor
2010,NA,NA,Paul's Anchor,11.3,6,,AGAR,Agaricia,NA,10,NA,NA,NA,Paul's Anchor
2010,NA,NA,Paul's Anchor,11.3,6,,OFAV,Orbicella,faveolata,10,NA,NA,NA,Paul's Anchor
2010,NA,NA,Paul's Anchor,11.3,6,,PAST,Porites,astreoides,10,NA,NA,NA,Paul's Anchor
2010,NA,NA,Paul's Anchor,11.3,6,,SSID,Siderastrea,siderea,10,NA,NA,NA,Paul's Anchor
