year,month,day,site,mpa,observer,transect,common_name,sizeclass,count,fish_spp,common_family,foodweb,a,b,biomass,density,Site_Name
2006,NA,NA,Snapshot,Outside,NA,4,Queen parrotfish,30,2,Scarus vetula,Parrotfish,Herbivore,0.01479,3.03,884.45465,0.066666667,Snap Shot
2006,NA,NA,Snapshot,Outside,NA,4,Queen parrotfish,40,1,Scarus vetula,Parrotfish,Herbivore,0.01479,3.03,1057.32852,0.033333333,Snap Shot
2006,NA,NA,Snapshot,Outside,NA,9,Queen parrotfish,50,1,Scarus vetula,Parrotfish,Herbivore,0.01479,3.03,2078.96552,0.033333333,Snap Shot
2006,NA,NA,Snapshot,Outside,NA,10,Queen parrotfish,10,1,Scarus vetula,Parrotfish,Herbivore,0.01479,3.03,15.84777,0.033333333,Snap Shot
2006,NA,NA,Snapshot,Outside,NA,10,Queen parrotfish,40,1,Scarus vetula,Parrotfish,Herbivore,0.01479,3.03,1057.32852,0.033333333,Snap Shot
2006,NA,NA,West Point,Outside,NA,1,Queen parrotfish,30,2,Scarus vetula,Parrotfish,Herbivore,0.01479,3.03,884.45465,0.066666667,West Point
2006,NA,NA,West Point,Outside,NA,1,Queen parrotfish,40,1,Scarus vetula,Parrotfish,Herbivore,0.01479,3.03,1057.32852,0.033333333,West Point
2006,NA,NA,West Point,Outside,NA,5,Queen parrotfish,40,2,Scarus vetula,Parrotfish,Herbivore,0.01479,3.03,2114.65704,0.066666667,West Point
2006,NA,NA,West Point,Outside,NA,6,Queen parrotfish,40,1,Scarus vetula,Parrotfish,Herbivore,0.01479,3.03,1057.32852,0.033333333,West Point
2007,NA,NA,Blacktip Tunnels,Outside,NA,1,Queen parrotfish,30,2,Scarus vetula,Parrotfish,Herbivore,0.01479,3.03,884.45465,0.066666667,Blacktip Blvd.
2007,NA,NA,Blacktip Tunnels,Outside,NA,1,Queen parrotfish,40,1,Scarus vetula,Parrotfish,Herbivore,0.01479,3.03,1057.32852,0.033333333,Blacktip Blvd.
2007,NA,NA,Blacktip Tunnels,Outside,NA,6,Queen parrotfish,30,1,Scarus vetula,Parrotfish,Herbivore,0.01479,3.03,442.22733,0.033333333,Blacktip Blvd.
2007,NA,NA,Coral City,Outside,NA,6,Queen parrotfish,50,1,Scarus vetula,Parrotfish,Herbivore,0.01479,3.03,2078.96552,0.033333333,Coral City
2007,NA,NA,Jigsaw,Outside,NA,10,Queen parrotfish,40,1,Scarus vetula,Parrotfish,Herbivore,0.01479,3.03,1057.32852,0.033333333,Jigsaw Puzzle
2007,NA,NA,Joy's Joy,Outside,NA,8,Queen parrotfish,20,2,Scarus vetula,Parrotfish,Herbivore,0.01479,3.03,258.89225,0.066666667,Joy's Joy
2007,NA,NA,Lucas Ledge,Outside,NA,7,Queen parrotfish,40,1,Scarus vetula,Parrotfish,Herbivore,0.01479,3.03,1057.32852,0.033333333,Luca's Ledges
2007,NA,NA,Lucas Ledge,Outside,NA,9,Queen parrotfish,40,1,Scarus vetula,Parrotfish,Herbivore,0.01479,3.03,1057.32852,0.033333333,Luca's Ledges
2007,NA,NA,Meadows,Inside ,NA,1,Queen parrotfish,20,1,Scarus vetula,Parrotfish,Herbivore,0.01479,3.03,129.44613,0.033333333,The Meadows
2007,NA,NA,Meadows,Inside ,NA,1,Queen parrotfish,40,2,Scarus vetula,Parrotfish,Herbivore,0.01479,3.03,2114.65704,0.066666667,The Meadows
2007,NA,NA,Meadows,Inside ,NA,1,Queen parrotfish,50,1,Scarus vetula,Parrotfish,Herbivore,0.01479,3.03,2078.96552,0.033333333,The Meadows
2007,NA,NA,Meadows,Inside ,NA,2,Queen parrotfish,30,1,Scarus vetula,Parrotfish,Herbivore,0.01479,3.03,442.22733,0.033333333,The Meadows
2007,NA,NA,Meadows,Inside ,NA,2,Queen parrotfish,50,1,Scarus vetula,Parrotfish,Herbivore,0.01479,3.03,2078.96552,0.033333333,The Meadows
2007,NA,NA,Meadows,Inside ,NA,3,Queen parrotfish,40,1,Scarus vetula,Parrotfish,Herbivore,0.01479,3.03,1057.32852,0.033333333,The Meadows
2007,NA,NA,Meadows,Inside ,NA,5,Queen parrotfish,40,1,Scarus vetula,Parrotfish,Herbivore,0.01479,3.03,1057.32852,0.033333333,The Meadows
2007,NA,NA,Meadows,Inside ,NA,7,Queen parrotfish,40,1,Scarus vetula,Parrotfish,Herbivore,0.01479,3.03,1057.32852,0.033333333,The Meadows
2007,NA,NA,Meadows,Inside ,NA,8,Queen parrotfish,20,1,Scarus vetula,Parrotfish,Herbivore,0.01479,3.03,129.44613,0.033333333,The Meadows
2007,NA,NA,Meadows,Inside ,NA,8,Queen parrotfish,40,3,Scarus vetula,Parrotfish,Herbivore,0.01479,3.03,3171.98557,0.1,The Meadows
2007,NA,NA,Pauls Anchors,Inside ,NA,6,Queen parrotfish,30,1,Scarus vetula,Parrotfish,Herbivore,0.01479,3.03,442.22733,0.033333333,Paul's Anchor
2007,NA,NA,Sailfin,Outside,NA,1,Queen parrotfish,50,1,Scarus vetula,Parrotfish,Herbivore,0.01479,3.03,2078.96552,0.033333333,Sailfin Reef
2007,NA,NA,Sailfin,Outside,NA,6,Queen parrotfish,50,1,Scarus vetula,Parrotfish,Herbivore,0.01479,3.03,2078.96552,0.033333333,Sailfin Reef
2007,NA,NA,West Point,Outside,NA,2,Queen parrotfish,50,1,Scarus vetula,Parrotfish,Herbivore,0.01479,3.03,2078.96552,0.033333333,West Point
2012,NA,NA,Coral City,Outside,NA,6,Queen parrotfish,20,1,Scarus vetula,Parrotfish,Herbivore,0.01479,3.03,129.44613,0.033333333,Coral City
2012,NA,NA,Coral City,Outside,NA,7,Queen parrotfish,30,1,Scarus vetula,Parrotfish,Herbivore,0.01479,3.03,442.22733,0.033333333,Coral City
2012,NA,NA,Grundy's Gardens,Inside ,NA,2,Queen parrotfish,20,1,Scarus vetula,Parrotfish,Herbivore,0.01479,3.03,129.44613,0.033333333,Grundy's Gardens
2012,NA,NA,Grundy's Gardens,Inside ,NA,3,Queen parrotfish,20,1,Scarus vetula,Parrotfish,Herbivore,0.01479,3.03,129.44613,0.033333333,Grundy's Gardens
2012,NA,NA,Grundy's Gardens,Inside ,NA,3,Queen parrotfish,40,1,Scarus vetula,Parrotfish,Herbivore,0.01479,3.03,1057.32852,0.033333333,Grundy's Gardens
2012,NA,NA,Grundy's Gardens,Inside ,NA,5,Queen parrotfish,20,2,Scarus vetula,Parrotfish,Herbivore,0.01479,3.03,258.89225,0.066666667,Grundy's Gardens
2012,NA,NA,Grundy's Gardens,Inside ,NA,7,Queen parrotfish,20,2,Scarus vetula,Parrotfish,Herbivore,0.01479,3.03,258.89225,0.066666667,Grundy's Gardens
2012,NA,NA,Grundy's Gardens,Inside ,NA,7,Queen parrotfish,30,1,Scarus vetula,Parrotfish,Herbivore,0.01479,3.03,442.22733,0.033333333,Grundy's Gardens
2012,NA,NA,Grundy's Gardens,Inside ,NA,9,Queen parrotfish,30,1,Scarus vetula,Parrotfish,Herbivore,0.01479,3.03,442.22733,0.033333333,Grundy's Gardens
2012,NA,NA,ICON,Inside ,NA,1,Queen parrotfish,40,1,Scarus vetula,Parrotfish,Herbivore,0.01479,3.03,1057.32852,0.033333333,Icon
2012,NA,NA,ICON,Inside ,NA,2,Queen parrotfish,20,1,Scarus vetula,Parrotfish,Herbivore,0.01479,3.03,129.44613,0.033333333,Icon
2012,NA,NA,ICON,Inside ,NA,5,Queen parrotfish,20,1,Scarus vetula,Parrotfish,Herbivore,0.01479,3.03,129.44613,0.033333333,Icon
2012,NA,NA,ICON,Inside ,NA,5,Queen parrotfish,30,2,Scarus vetula,Parrotfish,Herbivore,0.01479,3.03,884.45465,0.066666667,Icon
2012,NA,NA,Meadows,Inside ,NA,9,Queen parrotfish,20,1,Scarus vetula,Parrotfish,Herbivore,0.01479,3.03,129.44613,0.033333333,The Meadows
2012,NA,NA,Meadows,Inside ,NA,10,Queen parrotfish,20,3,Scarus vetula,Parrotfish,Herbivore,0.01479,3.03,388.33838,0.1,The Meadows
2012,NA,NA,Meadows,Inside ,NA,10,Queen parrotfish,30,1,Scarus vetula,Parrotfish,Herbivore,0.01479,3.03,442.22733,0.033333333,The Meadows
2012,NA,NA,Mixing Bowl,Inside ,NA,6,Queen parrotfish,30,1,Scarus vetula,Parrotfish,Herbivore,0.01479,3.03,442.22733,0.033333333,Sailfin Miniwall
2012,NA,NA,Sailfin,Outside,NA,7,Queen parrotfish,20,3,Scarus vetula,Parrotfish,Herbivore,0.01479,3.03,388.33838,0.1,Sailfin Reef
2012,NA,NA,Sailfin,Outside,NA,8,Queen parrotfish,10,1,Scarus vetula,Parrotfish,Herbivore,0.01479,3.03,15.84777,0.033333333,Sailfin Reef
2012,NA,NA,Snapshot,Outside,NA,2,Queen parrotfish,20,1,Scarus vetula,Parrotfish,Herbivore,0.01479,3.03,129.44613,0.033333333,Snap Shot
2012,NA,NA,Snapshot,Outside,NA,7,Queen parrotfish,20,4,Scarus vetula,Parrotfish,Herbivore,0.01479,3.03,517.78451,0.133333333,Snap Shot
2012,NA,NA,Snapshot,Outside,NA,9,Queen parrotfish,30,1,Scarus vetula,Parrotfish,Herbivore,0.01479,3.03,442.22733,0.033333333,Snap Shot
2012,NA,NA,West Point,Outside,NA,2,Queen parrotfish,10,1,Scarus vetula,Parrotfish,Herbivore,0.01479,3.03,15.84777,0.033333333,West Point
2012,NA,NA,West Point,Outside,NA,6,Queen parrotfish,20,1,Scarus vetula,Parrotfish,Herbivore,0.01479,3.03,129.44613,0.033333333,West Point
2013,NA,NA,Coral City,Outside,NA,10,Queen parrotfish,30,1,Scarus vetula,Parrotfish,Herbivore,0.01479,3.03,442.22733,0.033333333,Coral City
2013,NA,NA,Grundy's Gardens,Inside ,NA,2,Queen parrotfish,20,1,Scarus vetula,Parrotfish,Herbivore,0.01479,3.03,129.44613,0.033333333,Grundy's Gardens
2013,NA,NA,Grundy's Gardens,Inside ,NA,3,Queen parrotfish,30,1,Scarus vetula,Parrotfish,Herbivore,0.01479,3.03,442.22733,0.033333333,Grundy's Gardens
2013,NA,NA,Grundy's Gardens,Inside ,NA,4,Queen parrotfish,30,2,Scarus vetula,Parrotfish,Herbivore,0.01479,3.03,884.45465,0.066666667,Grundy's Gardens
2013,NA,NA,Grundy's Gardens,Inside ,NA,5,Queen parrotfish,30,2,Scarus vetula,Parrotfish,Herbivore,0.01479,3.03,884.45465,0.066666667,Grundy's Gardens
2013,NA,NA,Grundy's Gardens,Inside ,NA,6,Queen parrotfish,20,1,Scarus vetula,Parrotfish,Herbivore,0.01479,3.03,129.44613,0.033333333,Grundy's Gardens
2013,NA,NA,Grundy's Gardens,Inside ,NA,8,Queen parrotfish,40,1,Scarus vetula,Parrotfish,Herbivore,0.01479,3.03,1057.32852,0.033333333,Grundy's Gardens
2013,NA,NA,Grundy's Gardens,Inside ,NA,9,Queen parrotfish,40,1,Scarus vetula,Parrotfish,Herbivore,0.01479,3.03,1057.32852,0.033333333,Grundy's Gardens
2013,NA,NA,Grundy's Gardens,Inside ,NA,9,Queen parrotfish,30,1,Scarus vetula,Parrotfish,Herbivore,0.01479,3.03,442.22733,0.033333333,Grundy's Gardens
2013,NA,NA,Grundy's Gardens,Inside ,NA,10,Queen parrotfish,40,1,Scarus vetula,Parrotfish,Herbivore,0.01479,3.03,1057.32852,0.033333333,Grundy's Gardens
2013,NA,NA,Grundy's Gardens,Inside ,NA,10,Queen parrotfish,20,1,Scarus vetula,Parrotfish,Herbivore,0.01479,3.03,129.44613,0.033333333,Grundy's Gardens
2013,NA,NA,Jigsaw,Outside,NA,8,Queen parrotfish,30,1,Scarus vetula,Parrotfish,Herbivore,0.01479,3.03,442.22733,0.033333333,Jigsaw Puzzle
2013,NA,NA,Jigsaw,Outside,NA,8,Queen parrotfish,40,1,Scarus vetula,Parrotfish,Herbivore,0.01479,3.03,1057.32852,0.033333333,Jigsaw Puzzle
2013,NA,NA,Joy's Joy,Outside,NA,5,Queen parrotfish,20,1,Scarus vetula,Parrotfish,Herbivore,0.01479,3.03,129.44613,0.033333333,Joy's Joy
2013,NA,NA,Meadows,Inside ,NA,4,Queen parrotfish,30,1,Scarus vetula,Parrotfish,Herbivore,0.01479,3.03,442.22733,0.033333333,The Meadows
2013,NA,NA,Meadows,Inside ,NA,6,Queen parrotfish,40,2,Scarus vetula,Parrotfish,Herbivore,0.01479,3.03,2114.65704,0.066666667,The Meadows
2013,NA,NA,Meadows,Inside ,NA,8,Queen parrotfish,30,1,Scarus vetula,Parrotfish,Herbivore,0.01479,3.03,442.22733,0.033333333,The Meadows
2013,NA,NA,Meadows,Inside ,NA,10,Queen parrotfish,20,1,Scarus vetula,Parrotfish,Herbivore,0.01479,3.03,129.44613,0.033333333,The Meadows
2013,NA,NA,Mixing Bowl,Inside ,NA,5,Queen parrotfish,40,1,Scarus vetula,Parrotfish,Herbivore,0.01479,3.03,1057.32852,0.033333333,Sailfin Miniwall
2013,NA,NA,Mixing Bowl,Inside ,NA,9,Queen parrotfish,30,1,Scarus vetula,Parrotfish,Herbivore,0.01479,3.03,442.22733,0.033333333,Sailfin Miniwall
2013,NA,NA,Pauls Anchors,Inside ,NA,7,Queen parrotfish,40,1,Scarus vetula,Parrotfish,Herbivore,0.01479,3.03,1057.32852,0.033333333,Paul's Anchor
2013,NA,NA,Sailfin,Outside,NA,2,Queen parrotfish,20,1,Scarus vetula,Parrotfish,Herbivore,0.01479,3.03,129.44613,0.033333333,Sailfin Reef
2013,NA,NA,Sailfin,Outside,NA,8,Queen parrotfish,30,1,Scarus vetula,Parrotfish,Herbivore,0.01479,3.03,442.22733,0.033333333,Sailfin Reef
2014,NA,NA,Coral City,Outside,NA,5,Queen parrotfish,30,1,Scarus vetula,Parrotfish,Herbivore,0.01479,3.03,442.22733,0.033333333,Coral City
2014,NA,NA,Coral City,Outside,NA,5,Queen parrotfish,40,1,Scarus vetula,Parrotfish,Herbivore,0.01479,3.03,1057.32852,0.033333333,Coral City
2014,NA,NA,Grundy's Gardens,Inside ,NA,1,Queen parrotfish,30,2,Scarus vetula,Parrotfish,Herbivore,0.01479,3.03,884.45465,0.066666667,Grundy's Gardens
2014,NA,NA,Grundy's Gardens,Inside ,NA,2,Queen parrotfish,30,1,Scarus vetula,Parrotfish,Herbivore,0.01479,3.03,442.22733,0.033333333,Grundy's Gardens
2014,NA,NA,ICON,Inside ,NA,1,Queen parrotfish,30,1,Scarus vetula,Parrotfish,Herbivore,0.01479,3.03,442.22733,0.033333333,Icon
2014,NA,NA,Jigsaw,Outside,NA,4,Queen parrotfish,30,1,Scarus vetula,Parrotfish,Herbivore,0.01479,3.03,442.22733,0.033333333,Jigsaw Puzzle
2014,NA,NA,Joy's Joy,Outside,NA,3,Queen parrotfish,40,1,Scarus vetula,Parrotfish,Herbivore,0.01479,3.03,1057.32852,0.033333333,Joy's Joy
2014,NA,NA,Meadows,Inside ,NA,1,Queen parrotfish,40,1,Scarus vetula,Parrotfish,Herbivore,0.01479,3.03,1057.32852,0.033333333,The Meadows
2014,NA,NA,Meadows,Inside ,NA,5,Queen parrotfish,20,1,Scarus vetula,Parrotfish,Herbivore,0.01479,3.03,129.44613,0.033333333,The Meadows
2014,NA,NA,Meadows,Inside ,NA,5,Queen parrotfish,30,1,Scarus vetula,Parrotfish,Herbivore,0.01479,3.03,442.22733,0.033333333,The Meadows
2014,NA,NA,Mixing Bowl,Inside ,NA,1,Queen parrotfish,30,1,Scarus vetula,Parrotfish,Herbivore,0.01479,3.03,442.22733,0.033333333,Sailfin Miniwall
2014,NA,NA,Mixing Bowl,Inside ,NA,5,Queen parrotfish,40,1,Scarus vetula,Parrotfish,Herbivore,0.01479,3.03,1057.32852,0.033333333,Sailfin Miniwall
2014,NA,NA,Snapshot,Outside,NA,3,Queen parrotfish,20,1,Scarus vetula,Parrotfish,Herbivore,0.01479,3.03,129.44613,0.033333333,Snap Shot
2015,NA,NA,Coral City,Outside,NA,2,Queen parrotfish,30,1,Scarus vetula,Parrotfish,Herbivore,0.01479,3.03,442.22733,0.033333333,Coral City
2015,NA,NA,Coral City,Outside,NA,9,Queen parrotfish,30,1,Scarus vetula,Parrotfish,Herbivore,0.01479,3.03,442.22733,0.033333333,Coral City
2015,NA,NA,Grundy's Gardens,Inside ,NA,3,Queen parrotfish,30,1,Scarus vetula,Parrotfish,Herbivore,0.01479,3.03,442.22733,0.033333333,Grundy's Gardens
2015,NA,NA,Grundy's Gardens,Inside ,NA,10,Queen parrotfish,40,1,Scarus vetula,Parrotfish,Herbivore,0.01479,3.03,1057.32852,0.033333333,Grundy's Gardens
2015,NA,NA,Mixing Bowl,Inside ,NA,1,Queen parrotfish,30,1,Scarus vetula,Parrotfish,Herbivore,0.01479,3.03,442.22733,0.033333333,Sailfin Miniwall
2015,NA,NA,Mixing Bowl,Inside ,NA,3,Queen parrotfish,30,1,Scarus vetula,Parrotfish,Herbivore,0.01479,3.03,442.22733,0.033333333,Sailfin Miniwall
2015,NA,NA,Pauls Anchors,Inside ,NA,9,Queen parrotfish,30,1,Scarus vetula,Parrotfish,Herbivore,0.01479,3.03,442.22733,0.033333333,Paul's Anchor
2015,NA,NA,Snapshot,Outside,NA,3,Queen parrotfish,30,1,Scarus vetula,Parrotfish,Herbivore,0.01479,3.03,442.22733,0.033333333,Snap Shot
2015,NA,NA,Snapshot,Outside,NA,8,Queen parrotfish,30,1,Scarus vetula,Parrotfish,Herbivore,0.01479,3.03,442.22733,0.033333333,Snap Shot
2017,NA,NA,Coral City,Outside,NA,2,Queen parrotfish,40,1,Scarus vetula,Parrotfish,Herbivore,0.01479,3.03,1057.32852,0.033333333,Coral City
2017,NA,NA,Coral City,Outside,NA,3,Queen parrotfish,30,1,Scarus vetula,Parrotfish,Herbivore,0.01479,3.03,442.22733,0.033333333,Coral City
2017,NA,NA,Coral City,Outside,NA,5,Queen parrotfish,10,1,Scarus vetula,Parrotfish,Herbivore,0.01479,3.03,15.84777,0.033333333,Coral City
2017,NA,NA,Coral City,Outside,NA,6,Queen parrotfish,40,1,Scarus vetula,Parrotfish,Herbivore,0.01479,3.03,1057.32852,0.033333333,Coral City
2017,NA,NA,Grundy's Gardens,Inside ,NA,2,Queen parrotfish,40,1,Scarus vetula,Parrotfish,Herbivore,0.01479,3.03,1057.32852,0.033333333,Grundy's Gardens
2017,NA,NA,Grundy's Gardens,Inside ,NA,4,Queen parrotfish,30,1,Scarus vetula,Parrotfish,Herbivore,0.01479,3.03,442.22733,0.033333333,Grundy's Gardens
2017,NA,NA,Grundy's Gardens,Inside ,NA,7,Queen parrotfish,30,1,Scarus vetula,Parrotfish,Herbivore,0.01479,3.03,442.22733,0.033333333,Grundy's Gardens
2017,NA,NA,Grundy's Gardens,Inside ,NA,9,Queen parrotfish,40,1,Scarus vetula,Parrotfish,Herbivore,0.01479,3.03,1057.32852,0.033333333,Grundy's Gardens
2017,NA,NA,Jigsaw,Outside,NA,3,Queen parrotfish,40,1,Scarus vetula,Parrotfish,Herbivore,0.01479,3.03,1057.32852,0.033333333,Jigsaw Puzzle
2017,NA,NA,Jigsaw,Outside,NA,7,Queen parrotfish,20,1,Scarus vetula,Parrotfish,Herbivore,0.01479,3.03,129.44613,0.033333333,Jigsaw Puzzle
2017,NA,NA,Martha's Finyard,Outside,NA,8,Queen parrotfish,20,1,Scarus vetula,Parrotfish,Herbivore,0.01479,3.03,129.44613,0.033333333,Martha's Finyard
2017,NA,NA,Meadows,Inside ,NA,1,Queen parrotfish,40,1,Scarus vetula,Parrotfish,Herbivore,0.01479,3.03,1057.32852,0.033333333,The Meadows
2017,NA,NA,Meadows,Inside ,NA,5,Queen parrotfish,30,1,Scarus vetula,Parrotfish,Herbivore,0.01479,3.03,442.22733,0.033333333,The Meadows
2017,NA,NA,Meadows,Inside ,NA,5,Queen parrotfish,40,1,Scarus vetula,Parrotfish,Herbivore,0.01479,3.03,1057.32852,0.033333333,The Meadows
2017,NA,NA,Sailfin,Outside,NA,6,Queen parrotfish,20,1,Scarus vetula,Parrotfish,Herbivore,0.01479,3.03,129.44613,0.033333333,Sailfin Reef
2017,NA,NA,West Point,Outside,NA,1,Queen parrotfish,40,1,Scarus vetula,Parrotfish,Herbivore,0.01479,3.03,1057.32852,0.033333333,West Point
2017,NA,NA,Snapshot,Outside,NA,3,Queen parrotfish,40,1,Scarus vetula,Parrotfish,Herbivore,0.01479,3.03,1057.32852,0.033333333,Snap Shot
2017,NA,NA,Meadows,Inside ,NA,9,Queen parrotfish,30,1,Scarus vetula,Parrotfish,Herbivore,0.01479,3.03,442.22733,0.033333333,The Meadows
2017,NA,NA,Meadows,Inside ,NA,9,Queen parrotfish,40,1,Scarus vetula,Parrotfish,Herbivore,0.01479,3.03,1057.32852,0.033333333,The Meadows
2017,NA,NA,West Point,Outside,NA,9,Queen parrotfish,30,1,Scarus vetula,Parrotfish,Herbivore,0.01479,3.03,442.22733,0.033333333,West Point
2017,NA,NA,West Point,Outside,NA,9,Queen parrotfish,40,1,Scarus vetula,Parrotfish,Herbivore,0.01479,3.03,1057.32852,0.033333333,West Point
2017,NA,NA,West Point,Outside,NA,4,Queen parrotfish,40,1,Scarus vetula,Parrotfish,Herbivore,0.01479,3.03,1057.32852,0.033333333,West Point
2018,NA,NA,Lucas Ledge,Outside,NA,7,Queen parrotfish,20,1,Scarus vetula,Parrotfish,Herbivore,0.01479,3.03,129.44613,0.033333333,Luca's Ledges
2018,NA,NA,Lucas Ledge,Outside,NA,7,Queen parrotfish,30,1,Scarus vetula,Parrotfish,Herbivore,0.01479,3.03,442.22733,0.033333333,Luca's Ledges
2018,NA,NA,Lucas Ledge,Outside,NA,10,Queen parrotfish,40,1,Scarus vetula,Parrotfish,Herbivore,0.01479,3.03,1057.32852,0.033333333,Luca's Ledges
2018,NA,NA,Lucas Ledge,Outside,NA,11,Queen parrotfish,40,1,Scarus vetula,Parrotfish,Herbivore,0.01479,3.03,1057.32852,0.033333333,Luca's Ledges
2018,NA,NA,Lucas Ledge,Outside,NA,12,Queen parrotfish,30,3,Scarus vetula,Parrotfish,Herbivore,0.01479,3.03,1326.68198,0.1,Luca's Ledges
2018,NA,NA,Lucas Ledge,Outside,NA,13,Queen parrotfish,20,1,Scarus vetula,Parrotfish,Herbivore,0.01479,3.03,129.44613,0.033333333,Luca's Ledges
2018,NA,NA,Lucas Ledge,Outside,NA,13,Queen parrotfish,30,1,Scarus vetula,Parrotfish,Herbivore,0.01479,3.03,442.22733,0.033333333,Luca's Ledges
2018,NA,NA,Lucas Ledge,Outside,NA,14,Queen parrotfish,20,1,Scarus vetula,Parrotfish,Herbivore,0.01479,3.03,129.44613,0.033333333,Luca's Ledges
2018,NA,NA,Lucas Ledge,Outside,NA,14,Queen parrotfish,40,3,Scarus vetula,Parrotfish,Herbivore,0.01479,3.03,3171.98557,0.1,Luca's Ledges
2018,NA,NA,Coral City,Outside,NA,2,Queen parrotfish,50,1,Scarus vetula,Parrotfish,Herbivore,0.01479,3.03,2078.96552,0.033333333,Coral City
2018,NA,NA,Coral City,Outside,NA,4,Queen parrotfish,30,1,Scarus vetula,Parrotfish,Herbivore,0.01479,3.03,442.22733,0.033333333,Coral City
2018,NA,NA,Coral City,Outside,NA,6,Queen parrotfish,30,1,Scarus vetula,Parrotfish,Herbivore,0.01479,3.03,442.22733,0.033333333,Coral City
2018,NA,NA,Coral City,Outside,NA,8,Queen parrotfish,30,1,Scarus vetula,Parrotfish,Herbivore,0.01479,3.03,442.22733,0.033333333,Coral City
2018,NA,NA,Coral City,Outside,NA,9,Queen parrotfish,20,2,Scarus vetula,Parrotfish,Herbivore,0.01479,3.03,258.89225,0.066666667,Coral City
2018,NA,NA,Coral City,Outside,NA,9,Queen parrotfish,40,1,Scarus vetula,Parrotfish,Herbivore,0.01479,3.03,1057.32852,0.033333333,Coral City
2018,NA,NA,West Point,Outside,NA,5,Queen parrotfish,40,1,Scarus vetula,Parrotfish,Herbivore,0.01479,3.03,1057.32852,0.033333333,West Point
2018,NA,NA,West Point,Outside,NA,5,Queen parrotfish,50,2,Scarus vetula,Parrotfish,Herbivore,0.01479,3.03,4157.93105,0.066666667,West Point
2018,NA,NA,West Point,Outside,NA,12,Queen parrotfish,30,1,Scarus vetula,Parrotfish,Herbivore,0.01479,3.03,442.22733,0.033333333,West Point
2018,NA,NA,West Point,Outside,NA,12,Queen parrotfish,40,1,Scarus vetula,Parrotfish,Herbivore,0.01479,3.03,1057.32852,0.033333333,West Point
2018,NA,NA,Grundy's Gardens,Inside ,NA,1,Queen parrotfish,40,1,Scarus vetula,Parrotfish,Herbivore,0.01479,3.03,1057.32852,0.033333333,Grundy's Gardens
2018,NA,NA,Grundy's Gardens,Inside ,NA,2,Queen parrotfish,40,1,Scarus vetula,Parrotfish,Herbivore,0.01479,3.03,1057.32852,0.033333333,Grundy's Gardens
2018,NA,NA,Grundy's Gardens,Inside ,NA,7,Queen parrotfish,30,1,Scarus vetula,Parrotfish,Herbivore,0.01479,3.03,442.22733,0.033333333,Grundy's Gardens
2018,NA,NA,Grundy's Gardens,Inside ,NA,9,Queen parrotfish,10,1,Scarus vetula,Parrotfish,Herbivore,0.01479,3.03,15.84777,0.033333333,Grundy's Gardens
2018,NA,NA,Grundy's Gardens,Inside ,NA,12,Queen parrotfish,30,1,Scarus vetula,Parrotfish,Herbivore,0.01479,3.03,442.22733,0.033333333,Grundy's Gardens
2018,NA,NA,Blacktip Tunnels,Outside,NA,1,Queen parrotfish,10,3,Scarus vetula,Parrotfish,Herbivore,0.01479,3.03,47.54331,0.1,Blacktip Blvd.
2018,NA,NA,Meadows,Inside ,NA,3,Queen parrotfish,30,1,Scarus vetula,Parrotfish,Herbivore,0.01479,3.03,442.22733,0.033333333,The Meadows
2018,NA,NA,Meadows,Inside ,NA,3,Queen parrotfish,40,1,Scarus vetula,Parrotfish,Herbivore,0.01479,3.03,1057.32852,0.033333333,The Meadows
2018,NA,NA,Meadows,Inside ,NA,5,Queen parrotfish,40,1,Scarus vetula,Parrotfish,Herbivore,0.01479,3.03,1057.32852,0.033333333,The Meadows
2018,NA,NA,Meadows,Inside ,NA,6,Queen parrotfish,40,1,Scarus vetula,Parrotfish,Herbivore,0.01479,3.03,1057.32852,0.033333333,The Meadows
2018,NA,NA,Meadows,Inside ,NA,7,Queen parrotfish,20,1,Scarus vetula,Parrotfish,Herbivore,0.01479,3.03,129.44613,0.033333333,The Meadows
2018,NA,NA,Meadows,Inside ,NA,8,Queen parrotfish,50,1,Scarus vetula,Parrotfish,Herbivore,0.01479,3.03,2078.96552,0.033333333,The Meadows
2018,NA,NA,Joy's Joy,Outside,NA,9,Queen parrotfish,40,1,Scarus vetula,Parrotfish,Herbivore,0.01479,3.03,1057.32852,0.033333333,Joy's Joy
1999,NA,NA,Blacktip Tunnels,Outside,NA,1,Rainbow parrotfish,10,1,Scarus guacamaia,Parrotfish,Herbivore,0.0191,3.01,19.5449,0.033333333,Blacktip Blvd.
1999,NA,NA,Blacktip Tunnels,Outside,NA,2,Rainbow parrotfish,10,2,Scarus guacamaia,Parrotfish,Herbivore,0.0191,3.01,39.08979,0.066666667,Blacktip Blvd.
1999,NA,NA,Blacktip Tunnels,Outside,NA,2,Rainbow parrotfish,20,2,Scarus guacamaia,Parrotfish,Herbivore,0.0191,3.01,314.89347,0.066666667,Blacktip Blvd.
1999,NA,NA,Blacktip Tunnels,Outside,NA,3,Rainbow parrotfish,10,2,Scarus guacamaia,Parrotfish,Herbivore,0.0191,3.01,39.08979,0.066666667,Blacktip Blvd.
1999,NA,NA,Blacktip Tunnels,Outside,NA,3,Rainbow parrotfish,30,2,Scarus guacamaia,Parrotfish,Herbivore,0.0191,3.01,1067.08334,0.066666667,Blacktip Blvd.
