Year,Site,trasnect,quadrat,Cructose,Macro Total,Macro Fleshy,Macro Calc,Turf,Number of juvenile corals
2004,Richardss Reef,11,4,0,10,5,0,2,NA
2004,Richardss Reef,11,5,0,5,5,0,3,NA
2004,Richardss Reef,12,1,0,5,5,0,4,NA
2004,Richardss Reef,12,2,0,1,2,0,2,NA
2004,Richardss Reef,12,3,0,2,1,0,3,NA
2004,Richardss Reef,12,4,0,20,5,0,2,NA
2004,Richardss Reef,12,5,0,3,3,0,3,NA
2004,Richardss Reef,13,1,0,1,2,0,4,NA
2004,Richardss Reef,13,2,0,2,3,0,3,NA
2004,Richardss Reef,13,3,0,5,5,0,2,NA
2004,Richardss Reef,13,4,0,0,0,0,0,NA
2004,Richardss Reef,13,5,0,3,5,0,3,NA
2004,Richardss Reef,14,1,0,10,5,0,2,NA
2004,Richardss Reef,14,2,0,20,0,0,5,NA
2004,Richardss Reef,14,3,0,10,15,0,2,NA
2004,Richardss Reef,14,4,0,10,5,0,2,NA
2004,Richardss Reef,14,5,0,5,5,0,1,NA
2004,Richardss Reef,15,1,0,10,5,0,1,NA
2004,Richardss Reef,15,2,0,5,30,0,2,NA
2004,Richardss Reef,15,3,0,15,20,0,2,NA
2004,Richardss Reef,15,4,0,30,20,0,2,NA
2004,Richardss Reef,15,5,0,10,20,0,2,NA
2004,Richardss Reef,26,1,0,5,2,0,5,NA
2004,Richardss Reef,16,2,0,1,0,0,2,NA
2004,Richardss Reef,16,3,0,7,0,0,1,NA
2004,Richardss Reef,16,4,0,10,5,0,2,NA
2004,Richardss Reef,16,5,0,5,5,0,3,NA
2005,West Point,1,1,10,35,25,10,0,1
2005,West Point,1,2,5,30,30,0,0,0
2005,West Point,1,3,0,25,20,5,0,0
2005,West Point,1,4,0,36,35,1,0,0
2005,West Point,1,5,0,6,1,5,0,0
2005,West Point,2,1,20,55,50,5,0,0
2005,West Point,2,2,5,30,20,10,0,0
2005,West Point,2,3,0,25,15,10,0,0
2005,West Point,2,4,10,45,35,10,0,0
2005,West Point,2,5,10,35,25,10,0,0
2005,West Point,3,1,10,65,50,15,0,2
2005,West Point,3,2,10,55,35,20,0,0
2005,West Point,3,3,5,65,60,5,0,0
2005,West Point,3,4,15,30,30,0,0,0
2005,West Point,3,5,20,20,20,0,0,0
2005,West Point,4,1,5,60,60,0,0,0
2005,West Point,4,2,20,33,30,3,0,0
2005,West Point,4,3,15,45,40,5,0,0
2005,West Point,4,4,0,73,70,3,0,0
2005,West Point,4,5,5,90,60,30,0,0
2005,West Point,5,1,0,52,50,2,0,0
2005,West Point,5,2,30,65,60,5,0,0
2005,West Point,5,3,25,30,25,5,0,0
2005,West Point,5,4,0,35,30,5,0,0
2005,West Point,5,5,0,0,0,0,0,0
2005,West Point,6,1,25,56,55,1,0,0
2005,West Point,6,2,0,90,80,10,0,0
2005,West Point,6,3,10,60,60,0,0,0
2005,West Point,6,4,10,90,80,10,0,0
2005,West Point,6,5,30,60,55,5,0,0
2005,West Point,7,1,20,60,50,10,0,0
2005,West Point,7,2,15,80,70,10,0,0
2005,West Point,7,3,40,55,50,5,0,0
2005,West Point,7,4,0,90,85,5,0,0
2005,West Point,7,5,45,55,40,15,0,0
2005,West Point,8,1,6,50,40,10,0,0
2005,West Point,8,2,0,50,50,0,0,0
2005,West Point,8,3,30,60,60,0,0,0
2005,West Point,8,4,3,65,60,5,0,0
2005,West Point,8,5,5,36,35,1,0,1
2005,West Point,9,1,75,22,20,2,0,0
2005,West Point,9,2,10,81,80,1,0,3
2005,West Point,9,3,10,65,65,0,0,0
2005,West Point,9,4,65,25,25,0,0,0
2005,West Point,9,5,20,40,40,0,0,0
2005,West Point,10,1,75,25,25,0,0,0
2005,West Point,10,2,0,30,0,30,0,0
2005,West Point,10,3,25,55,25,30,0,0
2005,West Point,10,4,0,30,30,0,0,0
2005,West Point,10,5,0,0,0,0,0,0
2005,West Point,11,1,40,35,25,10,0,0
2005,West Point,11,2,20,20,10,10,0,0
2005,West Point,11,3,40,40,20,20,0,0
2005,West Point,11,4,60,30,25,5,0,1
2005,West Point,11,5,90,2,2,0,0,1
2005,West Point,12,1,5,66,65,1,0,0
2005,West Point,12,2,15,55,50,5,0,0
2005,West Point,12,3,5,45,40,5,0,0
2005,West Point,12,4,5,71,70,1,0,0
2005,West Point,12,5,5,45,40,5,0,1
2005,Grundys  Gardens ,1,1,5,30,25,5,0,0
2005,Grundys  Gardens ,1,2,5,25,25,0,0,0
2005,Grundys  Gardens ,1,3,5,45,35,10,0,2
2005,Grundys  Gardens ,1,4,10,25,15,10,0,1
2005,Grundys  Gardens ,1,5,5,55,50,5,0,0
2005,Grundys  Gardens ,2,1,10,21,20,1,0,1
2005,Grundys  Gardens ,2,2,15,10,5,5,0,2
2005,Grundys  Gardens ,2,3,15,11,10,1,0,1
2005,Grundys  Gardens ,2,4,15,30,25,5,0,0
2005,Grundys  Gardens ,2,5,5,55,50,5,0,0
2005,Grundys  Gardens ,3,1,0,75,70,5,0,0
2005,Grundys  Gardens ,3,2,0,10,10,0,0,0
2005,Grundys  Gardens ,3,3,0,35,30,5,0,0
2005,Grundys  Gardens ,3,4,0,20,15,5,0,0
2005,Grundys  Gardens ,3,5,0,15,15,0,0,1
2005,Grundys  Gardens ,4,1,15,80,80,0,0,0
2005,Grundys  Gardens ,4,2,0,85,85,0,0,0
2005,Grundys  Gardens ,4,3,5,95,95,0,0,0
2005,Grundys  Gardens ,4,4,0,95,90,5,0,0
2005,Grundys  Gardens ,4,5,0,80,70,10,0,0
2005,Grundys  Gardens ,5,1,30,35,30,5,0,0
2005,Grundys  Gardens ,5,2,50,25,20,5,0,0
2005,Grundys  Gardens ,5,3,70,30,30,0,0,0
2005,Grundys  Gardens ,5,4,35,65,60,5,0,0
2005,Grundys  Gardens ,5,5,0,25,25,0,0,0
2005,Grundys  Gardens ,6,1,30,53,50,3,0,1
2005,Grundys  Gardens ,6,2,20,35,20,15,0,0
2005,Grundys  Gardens ,6,3,70,30,25,5,0,0
2005,Grundys  Gardens ,6,4,0,15,10,5,0,0
2005,Grundys  Gardens ,6,5,60,40,40,0,0,0
2005,Grundys  Gardens ,7,1,40,13,10,3,0,1
2005,Grundys  Gardens ,7,2,5,63,60,3,0,1
2005,Grundys  Gardens ,7,3,25,20,15,5,0,0
2005,Grundys  Gardens ,7,4,15,75,70,5,0,0
2005,Grundys  Gardens ,7,5,20,30,30,0,0,0
2005,Grundys  Gardens ,8,1,1,10,10,0,0,0
2005,Grundys  Gardens ,8,2,2,71,70,1,0,0
2005,Grundys  Gardens ,8,3,1,81,80,1,0,0
2005,Grundys  Gardens ,8,4,0,34,33,1,0,0
2005,Grundys  Gardens ,8,5,20,5,5,0,0,0
2005,Grundys  Gardens ,9,1,20,50,40,10,0,0
2005,Grundys  Gardens ,9,2,10,35,25,10,0,2
2005,Grundys  Gardens ,9,3,20,40,35,5,0,0
2005,Grundys  Gardens ,9,4,15,75,50,25,0,0
2005,Grundys  Gardens ,9,5,50,25,20,5,0,0
2005,Grundys  Gardens ,10,1,25,75,70,5,0,1
2005,Grundys  Gardens ,10,2,20,60,50,10,0,0
2005,Grundys  Gardens ,10,3,25,75,60,15,0,0
2005,Grundys  Gardens ,10,4,25,60,50,10,0,0
2005,Grundys  Gardens ,10,5,25,75,75,0,0,0
2005,Grundys  Gardens ,11,1,10,32,30,2,0,1
2005,Grundys  Gardens ,11,2,10,55,50,5,0,0
2005,Grundys  Gardens ,11,3,0,50,30,20,0,0
2005,Grundys  Gardens ,11,4,10,40,40,0,0,0
2005,Grundys  Gardens ,11,5,0,25,25,0,0,0
2005,Grundys  Gardens ,12,1,0,15,15,0,0,0
2005,Grundys  Gardens ,12,2,10,45,30,15,0,3
2005,Grundys  Gardens ,12,3,0,40,30,10,0,0
2005,Grundys  Gardens ,12,4,0,40,40,0,0,0
2005,Grundys  Gardens ,12,5,30,20,20,0,0,0
2005,Grundys  Gardens ,13,1,50,40,25,15,0,0
2005,Grundys  Gardens ,13,2,30,40,25,15,0,0
2005,Grundys  Gardens ,13,3,10,10,5,5,0,1
2005,Grundys  Gardens ,13,4,75,5,0,5,0,0
2005,Grundys  Gardens ,13,5,0,50,25,25,0,0
2005,Grundys  Gardens ,14,1,30,15,5,10,0,1
2005,Grundys  Gardens ,14,2,40,20,10,10,0,0
2005,Grundys  Gardens ,14,3,0,50,25,25,0,0
2005,Grundys  Gardens ,14,4,30,50,25,25,0,0
2005,Grundys  Gardens ,14,5,30,20,20,0,0,0
2005,Coral City,1,1,10,10,5,5,0,0
2005,Coral City,1,2,30,50,50,0,0,0
2005,Coral City,1,3,2,30,30,0,0,0
2005,Coral City,1,4,0,25,25,0,0,0
2005,Coral City,1,5,30,5,5,0,0,0
2005,Coral City,2,1,60,35,30,5,0,0
2005,Coral City,2,2,80,10,0,10,0,0
2005,Coral City,2,3,30,50,50,0,0,1
2005,Coral City,2,4,80,10,5,5,0,0
2005,Coral City,2,5,50,22,20,2,0,0
2005,Coral City,3,1,15,85,75,10,0,0
2005,Coral City,3,2,30,60,40,20,0,1
2005,Coral City,3,3,35,60,50,10,0,0
2005,Coral City,3,4,10,50,40,10,0,0
2005,Coral City,3,5,70,30,10,20,0,0
2005,Coral City,4,1,30,60,50,10,0,0
2005,Coral City,4,2,10,50,40,10,0,0
2005,Coral City,4,3,5,60,50,10,0,0
2005,Coral City,4,4,30,25,25,0,0,0
2005,Coral City,4,5,2,52,50,2,0,0
2005,Coral City,5,1,30,20,20,0,0,0
2005,Coral City,5,2,5,25,20,5,0,1
2005,Coral City,5,3,15,25,25,0,0,0
2005,Coral City,5,4,5,45,40,5,0,0
2005,Coral City,5,5,10,35,35,0,0,1
2005,Coral City,6,1,2,52,50,2,0,0
2005,Coral City,6,2,1,66,65,1,0,0
2005,Coral City,6,3,1,42,40,2,0,0
2005,Coral City,6,4,10,18,15,3,0,0
2005,Coral City,6,5,55,26,25,1,0,0
2005,Coral City,7,1,30,31,30,1,0,1
2005,Coral City,7,2,1,66,65,1,0,0
2005,Coral City,7,3,1,41,40,1,0,0
2005,Coral City,7,4,70,16,15,1,0,0
2005,Coral City,7,5,15,20,20,0,0,0
2005,Coral City,8,1,20,60,40,20,0,0
2005,Coral City,8,2,3,90,80,10,0,1
2005,Coral City,8,3,20,45,25,20,0,1
2005,Coral City,8,4,40,50,40,10,0,0
2005,Coral City,8,5,50,50,40,10,0,0
2005,Coral City,9,1,10,60,50,10,0,1
2005,Coral City,9,2,10,45,20,25,0,1
2005,Coral City,9,3,15,55,25,30,0,0
2005,Coral City,9,4,0,65,50,15,0,0
2005,Coral City,9,5,0,70,50,20,0,0
2005,Coral City,10,1,50,40,40,0,0,1
2005,Coral City,10,2,0,85,75,10,0,0
2005,Coral City,10,3,0,85,80,5,0,0
2005,Coral City,10,4,50,50,30,20,0,0
2005,Coral City,10,5,50,25,25,0,0,1
2005,Coral City,11,1,75,15,15,0,0,0
2005,Coral City,11,2,15,40,20,20,0,0
2005,Coral City,11,3,75,5,0,5,0,1
2005,Coral City,11,4,10,90,80,10,0,0
2005,Coral City,11,5,5,90,70,20,0,0
2005,Coral City,12,1,20,35,35,0,0,0
2005,Coral City,12,2,20,35,30,5,0,0
2005,Coral City,12,3,6,75,75,0,0,0
2005,Coral City,12,4,25,75,70,5,0,0
2005,Coral City,12,5,95,0,0,0,0,0
2005,Coral City,13,1,20,80,80,0,0,1
2005,Coral City,13,2,0,100,90,10,0,0
2005,Coral City,13,3,40,60,50,10,0,0
2005,Coral City,13,4,50,50,45,5,0,0
2005,Coral City,13,5,40,52,50,2,0,0
2005,Coral City,14,1,20,75,65,10,0,0
2005,Coral City,14,2,20,60,50,10,0,0
2005,Coral City,14,3,10,35,20,15,0,1
2005,Coral City,14,4,5,75,50,25,0,0
2005,Coral City,14,5,5,65,60,5,0,1
2005,Pauls Anchor,1,1,5,21,20,1,0,0
2005,Pauls Anchor,1,2,5,45,40,5,0,0
2005,Pauls Anchor,1,3,5,20,15,5,0,1
2005,Pauls Anchor,1,4,20,21,20,1,0,1
2005,Pauls Anchor,1,5,5,40,40,0,0,0
2005,Pauls Anchor,2,1,0,35,30,5,0,0
2005,Pauls Anchor,2,2,60,40,35,5,0,0
2005,Pauls Anchor,2,3,50,28,25,3,0,1
2005,Pauls Anchor,2,4,40,60,50,10,0,0
2005,Pauls Anchor,2,5,40,30,30,0,0,1
2005,Pauls Anchor,3,1,5,26,25,1,0,0
2005,Pauls Anchor,3,2,15,25,20,5,0,0
2005,Pauls Anchor,3,3,20,35,30,5,0,0
2005,Pauls Anchor,3,4,10,25,25,0,0,0
2005,Pauls Anchor,3,5,15,50,45,5,0,0
2005,Pauls Anchor,4,1,15,30,25,5,0,0
2005,Pauls Anchor,4,2,1,16,15,1,0,0
2005,Pauls Anchor,4,3,20,45,35,10,0,0
2005,Pauls Anchor,4,4,1,35,30,5,0,1
2005,Pauls Anchor,4,5,20,21,20,1,0,0
2005,Pauls Anchor,5,1,50,31,30,1,0,0
2005,Pauls Anchor,5,2,30,45,45,0,0,0
2005,Pauls Anchor,5,3,50,45,40,5,0,0
2005,Pauls Anchor,5,4,60,32,30,2,0,1
2005,Pauls Anchor,5,5,15,62,60,2,0,0
2005,Pauls Anchor,6,1,20,61,60,1,0,0
2005,Pauls Anchor,6,2,50,50,45,5,0,0
2005,Pauls Anchor,6,3,35,26,25,1,0,1
2005,Pauls Anchor,6,4,75,14,10,4,0,0
2005,Pauls Anchor,6,5,65,27,25,2,0,0
2005,Pauls Anchor,7,1,10,52,50,2,0,1
2005,Pauls Anchor,7,2,20,50,40,10,0,0
2005,Pauls Anchor,7,3,25,40,30,10,0,0
2005,Pauls Anchor,7,4,10,22,20,2,0,1
2005,Pauls Anchor,7,5,20,40,30,10,0,0
2006,Coral City,1,1,10,55,25,30,0,0
2006,Coral City,1,2,20,50,40,10,0,0
2006,Coral City,1,3,0,60,25,35,0,0
2006,Coral City,1,4,20,55,50,5,0,0
2006,Coral City,1,5,5,65,60,5,0,0
2006,Coral City,2,1,5,80,75,5,0,0
2006,Coral City,2,2,5,40,40,0,0,0
2006,Coral City,2,3,0,80,70,10,0,0
2006,Coral City,2,4,30,30,30,0,0,0
2006,Coral City,2,5,0,20,5,15,0,0
2006,Coral City,3,1,0,31,30,1,0,0
2006,Coral City,3,2,20,60,60,0,0,0
2006,Coral City,3,3,5,50,50,0,0,0
2006,Coral City,3,4,0,55,50,5,0,0
2006,Coral City,3,5,95,5,5,0,0,0
2006,Coral City,4,1,5,50,40,10,0,0
2006,Coral City,4,2,10,70,60,10,0,0
2006,Coral City,4,3,0,10,10,0,0,0
2006,Coral City,4,4,20,60,50,10,0,0
2006,Coral City,4,5,0,100,95,5,0,0
2006,Coral City,5,1,5,11,10,1,0,0
2006,Coral City,5,2,5,6,5,1,0,0
2006,Coral City,5,3,0,0,0,0,0,0
2006,Coral City,5,4,10,31,30,1,0,0
2006,Coral City,5,5,5,6,5,1,0,0
2006,Coral City,6,1,0,61,60,1,0,0
2006,Coral City,6,2,0,41,40,1,0,0
2006,Coral City,6,3,5,40,35,5,0,0
2006,Coral City,6,4,5,30,25,5,0,0
2006,Coral City,6,5,5,16,15,1,0,0
2006,Coral City,7,1,0,80,75,5,0,0
2006,Coral City,7,2,0,70,45,25,0,0
2006,Coral City,7,3,0,55,50,5,0,0
2006,Coral City,7,4,0,80,80,0,0,0
2006,Coral City,7,5,2,92,90,2,0,0
2006,Coral City,8,1,10,40,30,10,0,0
2006,Coral City,8,2,15,0,0,0,0,0
2006,Coral City,8,3,0,0,0,0,0,0
2006,Coral City,8,4,0,80,75,5,0,0
2006,Coral City,8,5,0,10,5,5,0,0
2006,Grundys  Gardens ,1,1,0,62,60,2,0,0
2006,Grundys  Gardens ,1,2,0,81,80,1,0,0
2006,Grundys  Gardens ,1,3,5,40,40,0,0,0
2006,Grundys  Gardens ,1,4,5,15,10,5,0,0
2006,Grundys  Gardens ,1,5,0,80,40,40,0,0
2006,Grundys  Gardens ,2,1,0,10,10,0,0,0
2006,Grundys  Gardens ,2,2,10,20,10,10,0,0
2006,Grundys  Gardens ,2,3,0,5,5,0,0,0
2006,Grundys  Gardens ,2,4,0,0,0,0,0,0
2006,Grundys  Gardens ,2,5,60,10,10,0,0,0
2006,Grundys  Gardens ,3,1,0,70,70,0,0,0
2006,Grundys  Gardens ,3,2,5,42,40,2,0,0
2006,Grundys  Gardens ,3,3,0,80,80,0,0,0
2006,Grundys  Gardens ,3,4,0,40,30,10,0,0
2006,Grundys  Gardens ,3,5,10,90,90,0,0,0
2006,Grundys  Gardens ,4,1,10,90,60,30,0,0
2006,Grundys  Gardens ,4,2,0,40,40,0,0,0
2006,Grundys  Gardens ,4,3,0,50,30,20,0,0
2006,Grundys  Gardens ,4,4,25,25,20,5,0,1
2006,Grundys  Gardens ,4,5,2,45,30,15,0,0
2006,Grundys  Gardens ,5,1,0,5,5,0,0,0
2006,Grundys  Gardens ,5,2,5,7,5,2,0,0
2006,Grundys  Gardens ,5,3,0,1,1,0,0,0
2006,Grundys  Gardens ,5,4,0,8,5,3,0,0
2006,Grundys  Gardens ,5,5,0,6,5,1,0,0
2006,Grundys  Gardens ,6,1,0,11,10,1,0,0
2006,Grundys  Gardens ,6,2,0,5,5,0,0,0
2006,Grundys  Gardens ,6,3,0,2,2,0,0,0
2006,Grundys  Gardens ,6,4,0,6,5,1,0,0
2006,Grundys  Gardens ,6,5,30,10,5,5,0,0
2006,Grundys  Gardens ,7,1,5,80,5,75,0,0
2006,Grundys  Gardens ,7,2,5,55,50,5,0,0
2006,Grundys  Gardens ,7,3,5,32,30,2,0,0
2006,Grundys  Gardens ,7,4,15,52,50,2,0,0
2006,Grundys  Gardens ,7,5,0,15,15,0,0,0
2006,Grundys  Gardens ,8,1,0,80,80,0,0,0
2006,Grundys  Gardens ,8,2,0,60,50,10,0,1
2006,Grundys  Gardens ,8,3,10,35,30,5,0,1
2006,Grundys  Gardens ,8,4,15,35,35,0,0,0
2006,Grundys  Gardens ,8,5,20,35,20,15,0,0
2006,Jigsaw,1,1,0,20,15,5,0,0
2006,Jigsaw,1,2,0,30,30,0,0,0
2006,Jigsaw,1,3,0,10,10,0,0,0
2006,Jigsaw,1,4,0,7,2,5,0,0
2006,Jigsaw,1,5,0,20,15,5,0,0
2006,Jigsaw,2,1,0,15,10,5,0,0
2006,Jigsaw,2,2,0,21,20,1,0,0
2006,Jigsaw,2,3,0,50,50,0,0,0
2006,Jigsaw,2,4,3,5,5,0,0,1
2006,Jigsaw,2,5,4,6,4,2,0,0
2006,Jigsaw,3,1,20,25,25,0,0,0
2006,Jigsaw,3,2,20,5,5,0,0,0
2006,Jigsaw,3,3,30,41,40,1,0,0
2006,Jigsaw,3,4,0,45,40,5,0,0
2006,Jigsaw,3,5,0,50,50,0,0,0
2006,Jigsaw,4,1,60,26,25,1,0,2
2006,Jigsaw,4,2,20,26,25,1,0,1
2006,Jigsaw,4,3,0,5,5,0,0,0
2006,Jigsaw,4,4,20,33,30,3,0,0
2006,Jigsaw,4,5,20,55,50,5,0,0
2006,Jigsaw,5,1,0,91,90,1,0,0
2006,Jigsaw,5,2,0,20,20,0,0,0
2006,Jigsaw,5,3,0,25,25,0,0,0
2006,Jigsaw,5,4,15,25,25,0,0,0
2006,Jigsaw,5,5,50,15,15,0,0,0
2006,Jigsaw,6,1,0,25,25,0,0,0
2006,Jigsaw,6,2,0,6,5,1,0,0
2006,Jigsaw,6,3,0,72,70,2,0,0
2006,Jigsaw,6,4,0,30,30,0,0,0
2006,Jigsaw,6,5,0,30,20,10,0,0
2006,Jigsaw,7,1,5,45,30,15,0,0
2006,Jigsaw,7,2,0,60,35,25,0,0
2006,Jigsaw,7,3,5,60,40,20,0,0
2006,Jigsaw,7,4,0,60,60,0,0,1
2006,Jigsaw,7,5,5,80,75,5,0,0
2006,Jigsaw,8,1,0,77,75,2,0,0
2006,Jigsaw,8,2,0,90,80,10,0,0
2006,Jigsaw,8,3,0,52,50,2,0,0
2006,Jigsaw,8,4,0,10,5,5,0,0
2006,Jigsaw,8,5,0,75,15,60,0,0
2006,Jigsaw,9,1,0,55,50,5,0,0
2006,Jigsaw,9,2,0,60,30,30,0,0
2006,Jigsaw,9,3,0,23,20,3,0,0
2006,Jigsaw,9,4,0,30,30,0,0,0
2006,Jigsaw,9,5,0,50,40,10,0,0
2006,Mixing Bowl,1,1,10,20,20,0,0,0
2006,Mixing Bowl,1,2,50,30,30,0,0,0
2006,Mixing Bowl,1,3,20,50,50,0,0,0
2006,Mixing Bowl,1,4,0,5,5,0,0,0
2006,Mixing Bowl,1,5,40,22,20,2,0,1
2006,Mixing Bowl,2,1,38,62,60,2,0,0
2006,Mixing Bowl,2,2,20,30,30,0,0,0
2006,Mixing Bowl,2,3,65,21,20,1,0,1
2006,Mixing Bowl,2,4,30,15,15,0,0,0
2006,Mixing Bowl,2,5,10,12,10,2,0,0
2006,Mixing Bowl,3,1,5,10,10,0,0,0
2006,Mixing Bowl,3,2,0,20,20,0,0,0
2006,Mixing Bowl,3,3,5,10,5,5,0,0
2006,Mixing Bowl,3,4,0,6,5,1,0,0
2006,Mixing Bowl,3,5,10,22,20,2,0,0
2006,Mixing Bowl,4,1,5,10,5,5,0,0
2006,Mixing Bowl,4,2,0,10,5,5,0,0
2006,Mixing Bowl,4,3,5,10,5,5,0,0
2006,Mixing Bowl,4,4,5,12,10,2,0,0
2006,Mixing Bowl,4,5,5,7,5,2,0,0
2006,Mixing Bowl,5,1,40,35,30,5,0,0
2006,Mixing Bowl,5,2,70,40,20,20,0,1
2006,Mixing Bowl,5,3,60,30,0,30,0,0
2006,Mixing Bowl,5,4,60,30,30,0,0,0
2006,Mixing Bowl,5,5,30,60,50,10,0,0
2006,Mixing Bowl,6,1,0,12,10,2,0,0
2006,Mixing Bowl,6,2,0,22,20,2,0,0
2006,Mixing Bowl,6,3,0,7,2,5,0,0
2006,Mixing Bowl,6,4,0,40,40,0,0,0
2006,Mixing Bowl,6,5,5,10,10,0,0,0
2006,Mixing Bowl,7,1,0,15,15,0,0,0
2006,Mixing Bowl,7,2,0,10,0,10,0,0
2006,Mixing Bowl,7,3,0,10,10,0,0,0
2006,Mixing Bowl,7,4,0,5,5,0,0,0
2006,Mixing Bowl,7,5,0,20,15,5,0,0
2006,Mixing Bowl,8,1,0,35,25,10,0,0
2006,Mixing Bowl,8,2,0,55,40,15,0,0
2006,Mixing Bowl,8,3,5,30,15,15,0,0
2006,Mixing Bowl,8,4,15,25,20,5,0,0
2006,Mixing Bowl,8,5,0,40,10,30,0,0
2006,Pauls Anchor,1,1,5,55,50,5,0,0
2006,Pauls Anchor,1,2,10,50,45,5,0,0
2006,Pauls Anchor,1,3,5,75,70,5,0,0
2006,Pauls Anchor,1,4,0,60,55,5,0,0
2006,Pauls Anchor,1,5,0,60,50,10,0,0
2006,Pauls Anchor,2,1,5,35,25,10,0,0
2006,Pauls Anchor,2,2,0,30,20,10,0,0
2006,Pauls Anchor,2,3,0,6,5,1,0,0
2006,Pauls Anchor,2,4,5,13,10,3,0,0
2006,Pauls Anchor,2,5,25,8,3,5,0,0
2006,Pauls Anchor,3,1,5,40,30,10,0,0
2006,Pauls Anchor,3,2,40,26,25,1,0,0
2006,Pauls Anchor,3,3,20,40,30,10,0,0
2006,Pauls Anchor,3,4,10,75,70,5,0,1
2006,Pauls Anchor,3,5,5,55,50,5,0,0
2006,Pauls Anchor,4,1,70,30,30,0,0,0
2006,Pauls Anchor,4,2,0,41,40,1,0,1
2006,Pauls Anchor,4,3,0,35,30,5,0,0
2006,Pauls Anchor,4,4,20,30,5,25,0,0
2006,Pauls Anchor,4,5,30,41,40,1,0,0
2006,Pauls Anchor,5,1,0,30,5,25,0,0
2006,Pauls Anchor,5,2,0,75,65,10,0,0
2006,Pauls Anchor,5,3,30,5,5,0,0,0
2006,Pauls Anchor,5,4,5,60,50,10,0,0
2006,Pauls Anchor,5,5,5,15,10,5,0,0
2006,Pauls Anchor,6,1,30,65,65,0,0,0
2006,Pauls Anchor,6,2,10,15,15,0,0,0
2006,Pauls Anchor,6,3,30,30,15,15,0,0
2006,Pauls Anchor,6,4,0,26,25,1,0,0
2006,Pauls Anchor,6,5,5,31,30,1,0,0
2006,Pauls Anchor,7,1,0,50,30,20,0,0
2006,Pauls Anchor,7,2,0,40,35,5,0,0
2006,Pauls Anchor,7,3,0,30,0,30,0,0
2006,Pauls Anchor,7,4,0,60,50,10,0,0
2006,Pauls Anchor,7,5,5,35,20,15,0,0
2006,Pauls Anchor,8,1,0,55,40,15,0,0
2006,Pauls Anchor,8,2,0,50,25,25,0,0
2006,Pauls Anchor,8,3,25,25,15,10,0,0
2006,Pauls Anchor,8,4,5,35,25,10,0,0
2006,Pauls Anchor,8,5,5,35,30,5,0,0
2006,Pauls Anchor,9,1,0,50,30,20,0,0
2006,Pauls Anchor,9,2,0,30,30,0,0,0
2006,Pauls Anchor,9,3,0,50,20,30,0,0
2006,Pauls Anchor,9,4,0,50,50,0,0,0
2006,Pauls Anchor,9,5,0,80,80,0,0,0
2006,Sailfin,1,1,0,45,30,15,0,0
2006,Sailfin,1,2,0,30,25,5,0,0
2006,Sailfin,1,3,0,15,10,5,0,0
2006,Sailfin,1,4,0,60,60,0,0,0
2006,Sailfin,1,5,0,46,45,1,0,0
2006,Sailfin,2,1,0,30,25,5,0,0
2006,Sailfin,2,2,0,31,30,1,0,0
2006,Sailfin,2,3,0,30,30,0,0,0
2006,Sailfin,2,4,0,10,10,0,0,0
2006,Sailfin,2,5,0,55,40,15,0,0
2006,Sailfin,3,1,0,35,35,0,0,0
2006,Sailfin,3,2,0,20,20,0,0,0
2006,Sailfin,3,3,0,0,0,0,0,0
2006,Sailfin,3,4,0,25,20,5,0,0
2006,Sailfin,3,5,0,50,50,0,0,0
2006,Sailfin,4,1,60,32,30,2,0,0
2006,Sailfin,4,2,20,22,20,2,0,2
2006,Sailfin,4,3,20,25,20,5,0,0
2006,Sailfin,4,4,20,72,70,2,0,1
2006,Sailfin,4,5,20,22,20,2,0,1
2006,Sailfin,5,1,60,40,40,0,0,0
2006,Sailfin,5,2,5,80,80,0,0,0
2006,Sailfin,5,3,60,35,35,0,0,0
2006,Sailfin,5,4,30,70,70,0,0,0
2006,Sailfin,5,5,70,25,20,5,0,0
2006,Sailfin,6,1,48,52,50,2,0,1
2006,Sailfin,6,2,60,21,20,1,0,0
2006,Sailfin,6,3,60,20,20,0,0,0
2006,Sailfin,6,4,25,51,50,1,0,0
2006,Sailfin,6,5,80,10,10,0,0,0
2006,Sailfin,7,1,0,50,50,0,0,0
2006,Sailfin,7,2,0,60,40,20,0,0
2006,Sailfin,7,3,0,35,30,5,0,0
2006,Sailfin,7,4,0,15,15,0,0,0
2006,Sailfin,7,5,0,75,75,0,0,0
2006,Snapshot,1,1,0,6,4,2,0,0
2006,Snapshot,1,2,0,20,15,5,0,0
2006,Snapshot,1,3,5,20,15,5,0,0
2006,Snapshot,1,4,5,25,20,5,0,0
2006,Snapshot,1,5,10,12,10,2,0,0
2006,Snapshot,2,1,5,3,3,0,0,0
2006,Snapshot,2,2,0,6,4,2,0,0
2006,Snapshot,2,3,10,38,35,3,0,0
2006,Snapshot,2,4,0,45,45,0,0,0
2006,Snapshot,2,5,0,32,30,2,0,0
2006,Snapshot,3,1,30,35,25,10,0,0
2006,Snapshot,3,2,30,55,50,5,0,0
2006,Snapshot,3,3,20,73,70,3,0,0
2006,Snapshot,3,4,10,40,40,0,0,0
2006,Snapshot,3,5,40,30,30,0,0,1
2006,Snapshot,4,1,20,53,50,3,0,0
2006,Snapshot,4,2,30,55,50,5,0,0
2006,Snapshot,4,3,30,70,60,10,0,0
