"","X","Year","Month","Day","Site","Depth","Transect","Observer","Species_Code","Coral_genus","Coral_spp","length","width","height","coral_SA","Site_Name"
"4351",4351,"2004",NA,NA,"Snap Shot",6.7,5,"Vania","AGAR","Agaricia",NA,20,NA,20,1256.63706143592,"Snap Shot"
"4352",4352,"2004",NA,NA,"Snap Shot",6.7,5,"Vania","AGAR","Agaricia",NA,55,NA,50,8639.37979737193,"Snap Shot"
"4353",4353,"2004",NA,NA,"Snap Shot",9,6,"Marilyn","AGAR","Agaricia",NA,22,NA,20,1382.30076757951,"Snap Shot"
"4354",4354,"2004",NA,NA,"Snap Shot",9,6,"Marilyn","AGAR","Agaricia",NA,30,NA,20,1884.95559215388,"Snap Shot"
"4355",4355,"2004",NA,NA,"Snap Shot",9,6,"Marilyn","AGAR","Agaricia",NA,18,NA,20,1130.97335529233,"Snap Shot"
"4356",4356,"2004",NA,NA,"Snap Shot",9,6,"Marilyn","AGAR","Agaricia",NA,30,NA,25,2356.19449019234,"Snap Shot"
"4357",4357,"2004",NA,NA,"Snap Shot",9,6,"Marilyn","PPOR","Porites","porites",15,NA,5,235.619449019234,"Snap Shot"
"4358",4358,"2004",NA,NA,"Snap Shot",9,6,"Marilyn","PPOR","Porites","porites",20,NA,10,628.318530717959,"Snap Shot"
"4359",4359,"2004",NA,NA,"Snap Shot",9,6,"Marilyn","PAST","Porites","astreoides",10,NA,10,314.159265358979,"Snap Shot"
"4360",4360,"2004",NA,NA,"Snap Shot",9,6,"Marilyn","SSID","Siderastrea","siderea",55,NA,20,3455.75191894877,"Snap Shot"
"4361",4361,"2004",NA,NA,"Snap Shot",9,6,"Marilyn","PAST","Porites","astreoides",5,NA,5,78.5398163397448,"Snap Shot"
"4362",4362,"2004",NA,NA,"Snap Shot",9,6,"Marilyn","CNAT","Colpophyllia","natans",35,NA,10,1099.55742875643,"Snap Shot"
"4363",4363,"2004",NA,NA,"Snap Shot",9,6,"Marilyn","AGAR","Agaricia",NA,12,NA,10,376.991118430775,"Snap Shot"
"4364",4364,"2004",NA,NA,"Snap Shot",9,6,"Marilyn","CNAT","Colpophyllia","natans",2,NA,8,50.2654824574367,"Snap Shot"
"4365",4365,"2004",NA,NA,"Snap Shot",10,7,"Marilyn","PAST","Porites","astreoides",35,NA,20,2199.11485751285,"Snap Shot"
"4366",4366,"2004",NA,NA,"Snap Shot",10,7,"Marilyn","AGAR","Agaricia",NA,12,NA,15,565.486677646163,"Snap Shot"
"4367",4367,"2004",NA,NA,"Snap Shot",10,7,"Marilyn","AGAR","Agaricia",NA,20,NA,20,1256.63706143592,"Snap Shot"
"4368",4368,"2004",NA,NA,"Snap Shot",10,7,"Marilyn","PPOR","Porites","porites",40,NA,10,1256.63706143592,"Snap Shot"
"4369",4369,"2004",NA,NA,"Snap Shot",10,7,"Marilyn","AGAR","Agaricia",NA,12,NA,10,376.991118430775,"Snap Shot"
"4370",4370,"2004",NA,NA,"Snap Shot",10,7,"Marilyn","OANN","Orbicella","annularis",20,NA,90,5654.86677646163,"Snap Shot"
"4371",4371,"2004",NA,NA,"Snap Shot",10,7,"Marilyn","PAST","Porites","astreoides",12,NA,10,376.991118430775,"Snap Shot"
"4372",4372,"2004",NA,NA,"Snap Shot",10,7,"Marilyn","SSID","Siderastrea","siderea",45,NA,20,2827.43338823081,"Snap Shot"
"4373",4373,"2004",NA,NA,"Snap Shot",10,7,"Marilyn","AGAR","Agaricia",NA,32,NA,20,2010.61929829747,"Snap Shot"
"4374",4374,"2004",NA,NA,"Snap Shot",10,7,"Marilyn","PPOR","Porites","porites",60,NA,40,7539.8223686155,"Snap Shot"
"4375",4375,"2004",NA,NA,"Snap Shot",10,7,"Marilyn","OANN","Orbicella","annularis",30,NA,20,1884.95559215388,"Snap Shot"
"4376",4376,"2004",NA,NA,"Snap Shot",10,7,"Marilyn","OANN","Orbicella","annularis",50,NA,40,6283.18530717959,"Snap Shot"
"4377",4377,"2004",NA,NA,"Snap Shot",10,7,"Marilyn","PPOR","Porites","porites",32,NA,20,2010.61929829747,"Snap Shot"
"4378",4378,"2004",NA,NA,"Snap Shot",9.5,8,"Marilyn","OFAV","Orbicella","faveolata",220,NA,90,62203.5345410779,"Snap Shot"
"4379",4379,"2004",NA,NA,"Snap Shot",9.5,8,"Marilyn","PAST","Porites","astreoides",10,NA,10,314.159265358979,"Snap Shot"
"4380",4380,"2004",NA,NA,"Snap Shot",9.5,8,"Marilyn","AGAR","Agaricia",NA,30,NA,20,1884.95559215388,"Snap Shot"
"4381",4381,"2004",NA,NA,"Snap Shot",9.5,8,"Marilyn","AGAR","Agaricia",NA,20,NA,20,1256.63706143592,"Snap Shot"
"4382",4382,"2004",NA,NA,"Snap Shot",9.5,8,"Marilyn","PAST","Porites","astreoides",32,NA,20,2010.61929829747,"Snap Shot"
"4383",4383,"2004",NA,NA,"Snap Shot",9.5,8,"Marilyn","AGAR","Agaricia",NA,20,NA,30,1884.95559215388,"Snap Shot"
"4384",4384,"2004",NA,NA,"Snap Shot",9.5,8,"Marilyn","AGAR","Agaricia",NA,30,NA,22,2073.45115136926,"Snap Shot"
"4385",4385,"2004",NA,NA,"Snap Shot",9.5,8,"Marilyn","OFRA","Orbicella","franksi",22,NA,10,691.150383789754,"Snap Shot"
"4386",4386,"2004",NA,NA,"Snap Shot",9.5,8,"Marilyn","AGAR","Agaricia",NA,25,NA,30,2356.19449019234,"Snap Shot"
"4387",4387,"2004",NA,NA,"Snap Shot",9.5,8,"Marilyn","MCAV","Montastraea","cavernosa",50,NA,50,7853.98163397448,"Snap Shot"
"4388",4388,"2004",NA,NA,"Snap Shot",9.5,8,"Marilyn","AGAR","Agaricia",NA,10,NA,10,314.159265358979,"Snap Shot"
"4389",4389,"2004",NA,NA,"Snap Shot",9.5,8,"Marilyn","PAST","Porites","astreoides",10,NA,10,314.159265358979,"Snap Shot"
"4390",4390,"2004",NA,NA,"Snap Shot",9.5,8,"Marilyn","OFAV","Orbicella","faveolata",18,NA,12,678.584013175395,"Snap Shot"
"4391",4391,"2004",NA,NA,"Snap Shot",9.5,8,"Marilyn","OFAV","Orbicella","faveolata",120,NA,100,37699.1118430775,"Snap Shot"
"4392",4392,"2004",NA,NA,"Snap Shot",9.5,8,"Marilyn","CNAT","Colpophyllia","natans",150,NA,100,47123.8898038469,"Snap Shot"
"4393",4393,"2004",NA,NA,"Snap Shot",11,9,"Marilyn","OANN","Orbicella","annularis",20,NA,20,1256.63706143592,"Snap Shot"
"4394",4394,"2004",NA,NA,"Snap Shot",11,9,"Marilyn","PPOR","Porites","porites",20,NA,20,1256.63706143592,"Snap Shot"
"4395",4395,"2004",NA,NA,"Snap Shot",11,9,"Marilyn","OANN","Orbicella","annularis",80,NA,120,30159.289474462,"Snap Shot"
"4396",4396,"2004",NA,NA,"Snap Shot",11,9,"Marilyn","AGAR","Agaricia",NA,10,NA,10,314.159265358979,"Snap Shot"
"4397",4397,"2004",NA,NA,"Snap Shot",11,9,"Marilyn","AGAR","Agaricia",NA,20,NA,16,1005.30964914873,"Snap Shot"
"4398",4398,"2004",NA,NA,"Snap Shot",11,9,"Marilyn","AGAR","Agaricia",NA,20,NA,10,628.318530717959,"Snap Shot"
"4399",4399,"2004",NA,NA,"Snap Shot",11,9,"Marilyn","OANN","Orbicella","annularis",20,NA,15,942.477796076938,"Snap Shot"
"4400",4400,"2004",NA,NA,"Snap Shot",11,9,"Marilyn","AGAR","Agaricia",NA,10,NA,5,157.07963267949,"Snap Shot"
"4401",4401,"2004",NA,NA,"Snap Shot",11,9,"Marilyn","OANN","Orbicella","annularis",28,NA,15,1319.46891450771,"Snap Shot"
"4402",4402,"2004",NA,NA,"Snap Shot",11,9,"Marilyn","SSID","Siderastrea","siderea",62,NA,40,7791.14978090269,"Snap Shot"
"4403",4403,"2004",NA,NA,"Snap Shot",11,9,"Marilyn","MCAV","Montastraea","cavernosa",35,NA,20,2199.11485751285,"Snap Shot"
"4404",4404,"2004",NA,NA,"Snap Shot",11,9,"Marilyn","MCAV","Montastraea","cavernosa",50,NA,40,6283.18530717959,"Snap Shot"
"4405",4405,"2004",NA,NA,"Snap Shot",11,9,"Marilyn","OANN","Orbicella","annularis",40,NA,40,5026.54824574367,"Snap Shot"
"4406",4406,"2004",NA,NA,"Snap Shot",11,9,"Marilyn","AGAR","Agaricia",NA,12,NA,10,376.991118430775,"Snap Shot"
"4407",4407,"2004",NA,NA,"Snap Shot",10,10,"Carrie","OFAV","Orbicella","faveolata",100,NA,60,18849.5559215388,"Snap Shot"
"4408",4408,"2004",NA,NA,"Snap Shot",10,10,"Carrie","OANN","Orbicella","annularis",60,NA,30,5654.86677646163,"Snap Shot"
"4409",4409,"2004",NA,NA,"Snap Shot",10,10,"Carrie","PAST","Porites","astreoides",30,NA,10,942.477796076938,"Snap Shot"
"4410",4410,"2004",NA,NA,"Snap Shot",10,10,"Carrie","PPOR","Porites","porites",10,NA,5,157.07963267949,"Snap Shot"
"4411",4411,"2004",NA,NA,"Snap Shot",10,10,"Carrie","MYCE","Mycetophyllia",NA,5,NA,2,31.4159265358979,"Snap Shot"
"4412",4412,"2004",NA,NA,"Snap Shot",10,10,"Carrie","MYCE","Mycetophyllia",NA,10,NA,10,314.159265358979,"Snap Shot"
"4413",4413,"2004",NA,NA,"Snap Shot",10,10,"Carrie","OANN","Orbicella","annularis",220,NA,100,69115.0383789755,"Snap Shot"
"4414",4414,"2004",NA,NA,"Snap Shot",10,10,"Carrie","OFAV","Orbicella","faveolata",40,NA,20,2513.27412287183,"Snap Shot"
"4415",4415,"2004",NA,NA,"Snap Shot",10,10,"Carrie","AGAR","Agaricia",NA,30,NA,10,942.477796076938,"Snap Shot"
"4416",4416,"2004",NA,NA,"Snap Shot",10,10,"Carrie","OANN","Orbicella","annularis",180,NA,90,50893.8009881547,"Snap Shot"
"4417",4417,"2004",NA,NA,"Snap Shot",10,10,"Carrie","CNAT","Colpophyllia","natans",120,NA,30,11309.7335529233,"Snap Shot"
"4418",4418,"2004",NA,NA,"Snap Shot",10,10,"Carrie","OANN","Orbicella","annularis",150,NA,50,23561.9449019234,"Snap Shot"
"4419",4419,"2004",NA,NA,"Snap Shot",10,10,"Carrie","AGAR","Agaricia",NA,30,NA,10,942.477796076938,"Snap Shot"
"4420",4420,"2004",NA,NA,"Snap Shot",10,10,"Carrie","AGAR","Agaricia",NA,10,NA,5,157.07963267949,"Snap Shot"
"4421",4421,"2004",NA,NA,"Snap Shot",10,11,"Carrie","PAST","Porites","astreoides",10,NA,5,157.07963267949,"Snap Shot"
"4422",4422,"2004",NA,NA,"Snap Shot",10,11,"Carrie","PAST","Porites","astreoides",5,NA,5,78.5398163397448,"Snap Shot"
"4423",4423,"2004",NA,NA,"Snap Shot",10,11,"Carrie","PPOR","Porites","porites",20,NA,10,628.318530717959,"Snap Shot"
"4424",4424,"2004",NA,NA,"Snap Shot",10,11,"Carrie","AGAR","Agaricia",NA,20,NA,10,628.318530717959,"Snap Shot"
"4425",4425,"2004",NA,NA,"Snap Shot",10,11,"Carrie","PAST","Porites","astreoides",30,NA,10,942.477796076938,"Snap Shot"
"4426",4426,"2004",NA,NA,"Snap Shot",10,11,"Carrie","PPOR","Porites","porites",10,NA,5,157.07963267949,"Snap Shot"
"4427",4427,"2004",NA,NA,"Snap Shot",10,11,"Carrie","MCAV","Montastraea","cavernosa",10,NA,10,314.159265358979,"Snap Shot"
"4428",4428,"2004",NA,NA,"Snap Shot",10,11,"Carrie","PAST","Porites","astreoides",5,NA,5,78.5398163397448,"Snap Shot"
"4429",4429,"2004",NA,NA,"Snap Shot",10,11,"Carrie","OANN","Orbicella","annularis",50,NA,20,3141.59265358979,"Snap Shot"
"4430",4430,"2004",NA,NA,"Snap Shot",10,11,"Carrie","PPOR","Porites","porites",30,NA,20,1884.95559215388,"Snap Shot"
"4431",4431,"2004",NA,NA,"Snap Shot",10,11,"Carrie","AGAR","Agaricia",NA,60,NA,20,3769.91118430775,"Snap Shot"
"4432",4432,"2004",NA,NA,"Snap Shot",10,11,"Carrie","PAST","Porites","astreoides",20,NA,5,314.159265358979,"Snap Shot"
"4433",4433,"2004",NA,NA,"Snap Shot",10,11,"Carrie","MYCE","Mycetophyllia",NA,20,NA,5,314.159265358979,"Snap Shot"
"4434",4434,"2004",NA,NA,"Snap Shot",10,11,"Carrie","PPOR","Porites","porites",60,NA,20,3769.91118430775,"Snap Shot"
"4435",4435,"2004",NA,NA,"Snap Shot",10,11,"Carrie","PAST","Porites","astreoides",20,NA,20,1256.63706143592,"Snap Shot"
"4436",4436,"2004",NA,NA,"Snap Shot",10,11,"Carrie","PAST","Porites","astreoides",20,NA,5,314.159265358979,"Snap Shot"
"4437",4437,"2004",NA,NA,"West Point",13,1,"Marilyn","PAST","Porites","astreoides",10,NA,10,314.159265358979,"West Point"
"4438",4438,"2004",NA,NA,"West Point",13,1,"Marilyn","OANN","Orbicella","annularis",15,NA,40,1884.95559215388,"West Point"
"4439",4439,"2004",NA,NA,"West Point",13,1,"Marilyn","PAST","Porites","astreoides",10,NA,10,314.159265358979,"West Point"
"4440",4440,"2004",NA,NA,"West Point",13,1,"Marilyn","PPOR","Porites","porites",10,NA,5,157.07963267949,"West Point"
"4441",4441,"2004",NA,NA,"West Point",13,1,"Marilyn","OFAV","Orbicella","faveolata",55,NA,40,6911.50383789755,"West Point"
"4442",4442,"2004",NA,NA,"West Point",13,1,"Marilyn","PAST","Porites","astreoides",10,NA,10,314.159265358979,"West Point"
"4443",4443,"2004",NA,NA,"West Point",13,1,"Marilyn","MYCE","Mycetophyllia",NA,20,NA,10,628.318530717959,"West Point"
"4444",4444,"2004",NA,NA,"West Point",13,1,"Marilyn","PSTR","Pseudodiploria","strigosa",25,NA,30,2356.19449019234,"West Point"
"4445",4445,"2004",NA,NA,"West Point",13,1,"Marilyn","PAST","Porites","astreoides",15,NA,10,471.238898038469,"West Point"
"4446",4446,"2004",NA,NA,"West Point",13,1,"Marilyn","SSID","Siderastrea","siderea",32,NA,15,1507.9644737231,"West Point"
"4447",4447,"2004",NA,NA,"West Point",13,1,"Marilyn","OANN","Orbicella","annularis",50,NA,45,7068.58347057703,"West Point"
"4448",4448,"2004",NA,NA,"West Point",13,1,"Marilyn","OANN","Orbicella","annularis",110,NA,70,24190.2634326414,"West Point"
"4449",4449,"2004",NA,NA,"West Point",13,1,"Marilyn","MCOM","Millepora","complanata",20,NA,10,628.318530717959,"West Point"
"4450",4450,"2004",NA,NA,"West Point",11,2,"Marilyn","PPOR","Porites","porites",50,NA,35,5497.78714378214,"West Point"
"4451",4451,"2004",NA,NA,"West Point",11,2,"Marilyn","PAST","Porites","astreoides",15,NA,10,471.238898038469,"West Point"
"4452",4452,"2004",NA,NA,"West Point",11,2,"Marilyn","AGAR","Agaricia",NA,20,NA,10,628.318530717959,"West Point"
"4453",4453,"2004",NA,NA,"West Point",11,2,"Marilyn","SSID","Siderastrea","siderea",35,NA,20,2199.11485751285,"West Point"
"4454",4454,"2004",NA,NA,"West Point",11,2,"Marilyn","SBOU","Solenastrea","bournoni",5,NA,8,125.663706143592,"West Point"
"4455",4455,"2004",NA,NA,"West Point",11,2,"Marilyn","PAST","Porites","astreoides",10,NA,5,157.07963267949,"West Point"
"4456",4456,"2004",NA,NA,"West Point",11,2,"Marilyn","DLAB","Diploria","labyrinthiformis",20,NA,20,1256.63706143592,"West Point"
"4457",4457,"2004",NA,NA,"West Point",11,2,"Marilyn","AGAR","Agaricia",NA,30,NA,20,1884.95559215388,"West Point"
"4458",4458,"2004",NA,NA,"West Point",11,2,"Marilyn","MALC","Millepora","alcicornis",10,NA,20,628.318530717959,"West Point"
"4459",4459,"2004",NA,NA,"West Point",11,2,"Marilyn","PPOR","Porites","porites",10,NA,5,157.07963267949,"West Point"
"4460",4460,"2004",NA,NA,"West Point",11,2,"Marilyn","PAST","Porites","astreoides",15,NA,10,471.238898038469,"West Point"
"4461",4461,"2004",NA,NA,"West Point",11,2,"Marilyn","PPOR","Porites","porites",30,NA,20,1884.95559215388,"West Point"
"4462",4462,"2004",NA,NA,"West Point",11,2,"Marilyn","PSTR","Pseudodiploria","strigosa",25,NA,18,1413.71669411541,"West Point"
"4463",4463,"2004",NA,NA,"West Point",11,2,"Marilyn","PSTR","Pseudodiploria","strigosa",50,NA,40,6283.18530717959,"West Point"
"4464",4464,"2004",NA,NA,"West Point",11,2,"Marilyn","SSID","Siderastrea","siderea",10,NA,5,157.07963267949,"West Point"
"4465",4465,"2004",NA,NA,"West Point",12,3,"Marilyn","PPOR","Porites","porites",35,NA,30,3298.67228626928,"West Point"
"4466",4466,"2004",NA,NA,"West Point",12,3,"Marilyn","AGAR","Agaricia",NA,12,NA,10,376.991118430775,"West Point"
"4467",4467,"2004",NA,NA,"West Point",12,3,"Marilyn","PAST","Porites","astreoides",18,NA,10,565.486677646163,"West Point"
"4468",4468,"2004",NA,NA,"West Point",12,3,"Marilyn","PAST","Porites","astreoides",10,NA,8,251.327412287183,"West Point"
"4469",4469,"2004",NA,NA,"West Point",12,3,"Marilyn","MCAV","Montastraea","cavernosa",30,NA,40,3769.91118430775,"West Point"
"4470",4470,"2004",NA,NA,"West Point",12,3,"Marilyn","MCAV","Montastraea","cavernosa",35,NA,25,2748.89357189107,"West Point"
"4471",4471,"2004",NA,NA,"West Point",12,3,"Marilyn","SSID","Siderastrea","siderea",10,NA,5,157.07963267949,"West Point"
"4472",4472,"2004",NA,NA,"West Point",12,3,"Marilyn","PPOR","Porites","porites",20,NA,5,314.159265358979,"West Point"
"4473",4473,"2004",NA,NA,"West Point",12,3,"Marilyn","PPOR","Porites","porites",15,NA,5,235.619449019234,"West Point"
"4474",4474,"2004",NA,NA,"West Point",12,3,"Marilyn","PAST","Porites","astreoides",13,NA,15,612.61056745001,"West Point"
"4475",4475,"2004",NA,NA,"West Point",12,4,"Marilyn","PPOR","Porites","porites",15,NA,10,471.238898038469,"West Point"
"4476",4476,"2004",NA,NA,"West Point",12,4,"Marilyn","PAST","Porites","astreoides",15,NA,10,471.238898038469,"West Point"
"4477",4477,"2004",NA,NA,"West Point",12,4,"Marilyn","PAST","Porites","astreoides",20,NA,15,942.477796076938,"West Point"
"4478",4478,"2004",NA,NA,"West Point",12,4,"Marilyn","DLAB","Diploria","labyrinthiformis",25,NA,20,1570.7963267949,"West Point"
"4479",4479,"2004",NA,NA,"West Point",12,4,"Marilyn","PAST","Porites","astreoides",11,NA,10,345.575191894877,"West Point"
"4480",4480,"2004",NA,NA,"West Point",12,4,"Marilyn","PSTR","Pseudodiploria","strigosa",25,NA,20,1570.7963267949,"West Point"
"4481",4481,"2004",NA,NA,"West Point",12,4,"Marilyn","AGAR","Agaricia",NA,10,NA,10,314.159265358979,"West Point"
"4482",4482,"2004",NA,NA,"West Point",12,4,"Marilyn","SSID","Siderastrea","siderea",8,NA,5,125.663706143592,"West Point"
"4483",4483,"2004",NA,NA,"West Point",12,4,"Marilyn","PAST","Porites","astreoides",10,NA,2,62.8318530717959,"West Point"
"4484",4484,"2004",NA,NA,"West Point",12,4,"Marilyn","AGAR","Agaricia",NA,40,NA,35,4398.22971502571,"West Point"
"4485",4485,"2004",NA,NA,"West Point",12,4,"Marilyn","AGAR","Agaricia",NA,10,NA,10,314.159265358979,"West Point"
"4486",4486,"2004",NA,NA,"West Point",12,4,"Marilyn","PAST","Porites","astreoides",11,NA,5,172.787595947439,"West Point"
"4487",4487,"2004",NA,NA,"West Point",12,4,"Marilyn","SSID","Siderastrea","siderea",25,NA,20,1570.7963267949,"West Point"
"4488",4488,"2004",NA,NA,"West Point",12,4,"Marilyn","DLAB","Diploria","labyrinthiformis",20,NA,25,1570.7963267949,"West Point"
"4489",4489,"2004",NA,NA,"West Point",12,4,"Marilyn","MCAV","Montastraea","cavernosa",25,NA,40,3141.59265358979,"West Point"
"4490",4490,"2004",NA,NA,"West Point",12,4,"Marilyn","PSTR","Pseudodiploria","strigosa",60,NA,50,9424.77796076938,"West Point"
"4491",4491,"2004",NA,NA,"West Point",10,5,"Vania","OFAV","Orbicella","faveolata",100,NA,60,18849.5559215388,"West Point"
"4492",4492,"2004",NA,NA,"West Point",10,5,"Vania","PSTR","Pseudodiploria","strigosa",40,NA,50,6283.18530717959,"West Point"
"4493",4493,"2004",NA,NA,"West Point",10,5,"Vania","PPOR","Porites","porites",20,NA,15,942.477796076938,"West Point"
"4494",4494,"2004",NA,NA,"West Point",10,5,"Vania","CNAT","Colpophyllia","natans",60,NA,50,9424.77796076938,"West Point"
"4495",4495,"2004",NA,NA,"West Point",10,5,"Vania","OANN","Orbicella","annularis",50,NA,40,6283.18530717959,"West Point"
"4496",4496,"2004",NA,NA,"West Point",10,5,"Vania","AGAR","Agaricia",NA,30,NA,5,471.238898038469,"West Point"
"4497",4497,"2004",NA,NA,"West Point",10,5,"Vania","PAST","Porites","astreoides",10,NA,10,314.159265358979,"West Point"
"4498",4498,"2004",NA,NA,"West Point",10,5,"Vania","AGAR","Agaricia",NA,10,NA,5,157.07963267949,"West Point"
"4499",4499,"2004",NA,NA,"West Point",10,5,"Vania","AGAR","Agaricia",NA,10,NA,10,314.159265358979,"West Point"
"4500",4500,"2004",NA,NA,"West Point",10,5,"Vania","OANN","Orbicella","annularis",35,NA,40,4398.22971502571,"West Point"
"4501",4501,"2004",NA,NA,"West Point",10,5,"Vania","AGAR","Agaricia",NA,15,NA,5,235.619449019234,"West Point"
"4502",4502,"2004",NA,NA,"West Point",10,5,"Vania","OANN","Orbicella","annularis",20,NA,30,1884.95559215388,"West Point"
"4503",4503,"2004",NA,NA,"West Point",10,5,"Vania","OANN","Orbicella","annularis",10,NA,5,157.07963267949,"West Point"
"4504",4504,"2004",NA,NA,"West Point",10,5,"Vania","OANN","Orbicella","annularis",30,NA,10,942.477796076938,"West Point"
"4505",4505,"2004",NA,NA,"West Point",10,5,"Vania","PAST","Porites","astreoides",10,NA,10,314.159265358979,"West Point"
"4506",4506,"2004",NA,NA,"West Point",10,5,"Vania","MCAV","Montastraea","cavernosa",10,NA,50,1570.7963267949,"West Point"
"4507",4507,"2004",NA,NA,"West Point",12,6,"Chris","PPOR","Porites","porites",30,NA,25,2356.19449019234,"West Point"
"4508",4508,"2004",NA,NA,"West Point",12,6,"Chris","OANN","Orbicella","annularis",150,NA,95,44767.6953136545,"West Point"
"4509",4509,"2004",NA,NA,"West Point",12,6,"Chris","PPOR","Porites","porites",20,NA,10,628.318530717959,"West Point"
"4510",4510,"2004",NA,NA,"West Point",12,6,"Chris","AGAR","Agaricia",NA,7,NA,15,329.867228626928,"West Point"
"4511",4511,"2004",NA,NA,"West Point",12,6,"Chris","PAST","Porites","astreoides",15,NA,5,235.619449019234,"West Point"
"4512",4512,"2004",NA,NA,"West Point",11,7,"Chris","OANN","Orbicella","annularis",15,NA,10,471.238898038469,"West Point"
"4513",4513,"2004",NA,NA,"West Point",11,7,"Chris","OFAV","Orbicella","faveolata",35,NA,25,2748.89357189107,"West Point"
"4514",4514,"2004",NA,NA,"West Point",11,7,"Chris","SRAD","Siderastrea","radians",5,NA,2,31.4159265358979,"West Point"
"4515",4515,"2004",NA,NA,"West Point",11,7,"Chris","PAST","Porites","astreoides",20,NA,20,1256.63706143592,"West Point"
"4516",4516,"2004",NA,NA,"West Point",11,7,"Chris","PAST","Porites","astreoides",10,NA,5,157.07963267949,"West Point"
"4517",4517,"2004",NA,NA,"West Point",13,8,"Roy","PSTR","Pseudodiploria","strigosa",30,NA,20,1884.95559215388,"West Point"
"4518",4518,"2004",NA,NA,"West Point",13,8,"Roy","PSTR","Pseudodiploria","strigosa",40,NA,30,3769.91118430775,"West Point"
"4519",4519,"2004",NA,NA,"West Point",13,8,"Roy","OFAV","Orbicella","faveolata",90,NA,70,19792.0337176157,"West Point"
"4520",4520,"2004",NA,NA,"West Point",13,8,"Roy","SSID","Siderastrea","siderea",90,NA,50,14137.1669411541,"West Point"
"4521",4521,"2004",NA,NA,"West Point",13,8,"Roy","OANN","Orbicella","annularis",15,NA,10,471.238898038469,"West Point"
"4522",4522,"2004",NA,NA,"West Point",11,9,"Roy","OANN","Orbicella","annularis",30,NA,20,1884.95559215388,"West Point"
"4523",4523,"2004",NA,NA,"West Point",11,9,"Roy","OANN","Orbicella","annularis",15,NA,20,942.477796076938,"West Point"
"4524",4524,"2004",NA,NA,"West Point",11,9,"Roy","PSTR","Pseudodiploria","strigosa",20,NA,10,628.318530717959,"West Point"
"4525",4525,"2004",NA,NA,"West Point",11,9,"Roy","PAST","Porites","astreoides",20,NA,10,628.318530717959,"West Point"
"4526",4526,"2004",NA,NA,"West Point",11,9,"Roy","SSID","Siderastrea","siderea",30,NA,10,942.477796076938,"West Point"
"4527",4527,"2004",NA,NA,"West Point",11,9,"Roy","PSTR","Pseudodiploria","strigosa",25,NA,15,1178.09724509617,"West Point"
"4528",4528,"2004",NA,NA,"West Point",11,9,"Roy","DLAB","Diploria","labyrinthiformis",20,NA,15,942.477796076938,"West Point"
"4529",4529,"2004",NA,NA,"West Point",11,9,"Roy","PSTR","Pseudodiploria","strigosa",30,NA,45,4241.15008234622,"West Point"
"4530",4530,"2004",NA,NA,"West Point",11,9,"Roy","PSTR","Pseudodiploria","strigosa",40,NA,25,3141.59265358979,"West Point"
"4531",4531,"2004",NA,NA,"West Point",11.9,10,"Vania","SSID","Siderastrea","siderea",40,NA,40,5026.54824574367,"West Point"
"4532",4532,"2004",NA,NA,"West Point",11.9,10,"Vania","CNAT","Colpophyllia","natans",20,NA,20,1256.63706143592,"West Point"
"4533",4533,"2004",NA,NA,"West Point",11.9,10,"Vania","SSID","Siderastrea","siderea",20,NA,20,1256.63706143592,"West Point"
"4534",4534,"2004",NA,NA,"West Point",11.9,10,"Vania","AGAR","Agaricia",NA,30,NA,10,942.477796076938,"West Point"
"4535",4535,"2004",NA,NA,"West Point",11.9,10,"Vania","PAST","Porites","astreoides",10,NA,5,157.07963267949,"West Point"
"4536",4536,"2004",NA,NA,"West Point",11.9,10,"Vania","PAST","Porites","astreoides",15,NA,5,235.619449019234,"West Point"
"4537",4537,"2004",NA,NA,"West Point",11.9,10,"Vania","OANN","Orbicella","annularis",60,NA,70,13194.6891450771,"West Point"
"4538",4538,"2004",NA,NA,"West Point",11.9,10,"Vania","PSTR","Pseudodiploria","strigosa",45,NA,20,2827.43338823081,"West Point"
"4539",4539,"2004",NA,NA,"West Point",11.9,10,"Vania","OANN","Orbicella","annularis",60,NA,70,13194.6891450771,"West Point"
"4540",4540,"2004",NA,NA,"West Point",11.9,10,"Vania","MCAV","Montastraea","cavernosa",15,NA,30,1413.71669411541,"West Point"
"4541",4541,"2004",NA,NA,"West Point",11.9,10,"Vania","PPOR","Porites","porites",30,NA,25,2356.19449019234,"West Point"
"4542",4542,"2004",NA,NA,"West Point",11.9,10,"Vania","OANN","Orbicella","annularis",60,NA,50,9424.77796076938,"West Point"
"4543",4543,"2004",NA,NA,"West Point",11.9,10,"Vania","AGAR","Agaricia",NA,30,NA,5,471.238898038469,"West Point"
"4544",4544,"2004",NA,NA,"West Point",11.9,10,"Vania","PSTR","Pseudodiploria","strigosa",60,NA,40,7539.8223686155,"West Point"
"4545",4545,"2004",NA,NA,"West Point",11.9,10,"Vania","SBOU","Solenastrea","bournoni",10,NA,5,157.07963267949,"West Point"
"4546",4546,"2004",NA,NA,"West Point",11.9,10,"Vania","SBOU","Solenastrea","bournoni",10,NA,5,157.07963267949,"West Point"
"4547",4547,"2004",NA,NA,"Grundy's  Gardens",9,1,"Roy","AGAR","Agaricia",NA,10,NA,5,157.07963267949,"Grundy's Gardens"
"4548",4548,"2004",NA,NA,"Grundy's  Gardens",9,1,"Roy","OANN","Orbicella","annularis",60,NA,50,9424.77796076938,"Grundy's Gardens"
