date,year,month,day,site,mpa,observer,transect,common_name,sizeclass,count,fish_spp,common_family,foodweb,a,b,biomass,density
19714,2022,September,3,Grundys,Inside,ADC,2,,10,1,Scarus_taeniopterus,Parrotfish,Herbivore,0.017,3.04,18.64012933,0.016666667
19715,2022,September,3,Grundys,Inside,ADC,2,,5,3,Sparisoma_viride,Parrotfish,Herbivore,0.0257,2.93,8.610660986,0.05
19716,2022,September,3,Grundys,Inside,ADC,2,,10,1,Sparisoma_viride,Parrotfish,Herbivore,0.0257,2.93,21.87424758,0.016666667
19717,2022,September,3,Grundys,Inside,ADC,2,,20,1,Sparisoma_viride,Parrotfish,Herbivore,0.0257,2.93,166.7059154,0.016666667
19718,2022,September,3,Grundys,Inside,ADC,2,,10,4,Scarus_iseri,Parrotfish,Herbivore,0.0158,3.02,66.17852424,0.066666667
19728,2022,September,3,Grundys,Inside,ADC,2,,30,1,Pterois_volitans,Scorpionfish,Carnivore,0.0049,3.26,320.3401469,0.016666667
19720,2022,September,3,Grundys,Inside,ADC,2,,5,4,Acanthurus_coeruleus,Surgeonfish,Herbivore,0.0324,2.95,14.94742952,0.066666667
19721,2022,September,3,Grundys,Inside,ADC,2,,10,3,Acanthurus_coeruleus,Surgeonfish,Herbivore,0.0324,2.95,86.62959119,0.05
19722,2022,September,3,Grundys,Inside,ADC,2,,5,4,Acanthurus_tractus,Surgeonfish,Herbivore,0.0257,2.9,10.939718,0.066666667
19723,2022,September,3,Grundys,Inside,ADC,2,,10,1,Acanthurus_tractus,Surgeonfish,Herbivore,0.0257,2.9,20.41423563,0.016666667
19724,2022,September,3,Grundys,Inside,ADC,2,,20,1,Acanthurus_tractus,Surgeonfish,Herbivore,0.0257,2.9,152.3772427,0.016666667
19725,2022,September,3,Grundys,Inside,ADC,2,,10,5,Halichoeres_garnoti,Wrasse,Omnivore,0.01,3.14,69.01921323,0.083333333
19729,2022,September,3,Grundys,Inside,ADC,3,,20,1,Chaetodon_striatus,Butterflyfish,Corallivore,0.0251,3.06,240.3396964,0.016666667
19737,2022,September,3,Grundys,Inside,ADC,3,,30,1,Cephalopholis_cruentata,Grouper,Carnivore,0.011,3.11,431.7573976,0.016666667
19744,2022,September,3,Grundys,Inside,ADC,3,,20,1,Caranx_ruber,Jacks,Carnivore,0.0158,2.99,122.6695505,0.016666667
19745,2022,September,3,Grundys,Inside,ADC,3,,30,1,Caranx_ruber,Jacks,Carnivore,0.0158,2.99,412.3344666,0.016666667
19730,2022,September,3,Grundys,Inside,ADC,3,,20,2,Scarus_taeniopterus,Parrotfish,Herbivore,0.017,3.04,306.6267952,0.033333333
19731,2022,September,3,Grundys,Inside,ADC,3,,5,3,Sparisoma_aurofrenatum,Parrotfish,Herbivore,0.0117,3.15,5.585507382,0.05
19732,2022,September,3,Grundys,Inside,ADC,3,,10,2,Sparisoma_aurofrenatum,Parrotfish,Herbivore,0.0117,3.15,33.05337854,0.033333333
19733,2022,September,3,Grundys,Inside,ADC,3,,30,1,Sparisoma_aurofrenatum,Parrotfish,Herbivore,0.0117,3.15,526.1599821,0.016666667
19734,2022,September,3,Grundys,Inside,ADC,3,,5,1,Scarus_iseri,Parrotfish,Herbivore,0.0158,3.02,2.039607029,0.016666667
19735,2022,September,3,Grundys,Inside,ADC,3,,10,3,Scarus_iseri,Parrotfish,Herbivore,0.0158,3.02,49.63389318,0.05
19736,2022,September,3,Grundys,Inside,ADC,3,,20,4,Scarus_iseri,Parrotfish,Herbivore,0.0158,3.02,536.8187361,0.066666667
19738,2022,September,3,Grundys,Inside,ADC,3,,5,2,Acanthurus_coeruleus,Surgeonfish,Herbivore,0.0324,2.95,7.47371476,0.033333333
19739,2022,September,3,Grundys,Inside,ADC,3,,20,1,Acanthurus_coeruleus,Surgeonfish,Herbivore,0.0324,2.95,223.1431181,0.016666667
19740,2022,September,3,Grundys,Inside,ADC,3,,5,1,Acanthurus_tractus,Surgeonfish,Herbivore,0.0257,2.9,2.734929501,0.016666667
19741,2022,September,3,Grundys,Inside,ADC,3,,10,3,Acanthurus_tractus,Surgeonfish,Herbivore,0.0257,2.9,61.2427069,0.05
19742,2022,September,3,Grundys,Inside,ADC,3,,20,5,Acanthurus_tractus,Surgeonfish,Herbivore,0.0257,2.9,761.8862137,0.083333333
19743,2022,September,3,Grundys,Inside,ADC,3,,5,4,Halichoeres_garnoti,Wrasse,Omnivore,0.01,3.14,6.263625809,0.066666667
19746,2022,September,3,Grundys,Inside,ADC,3,,20,2,Halichoeres_bivittatus,Wrasse,Carnivore,0.0112,3.05,208.1562739,0.033333333
19747,2022,September,3,Grundys,Inside,ADC,3,,10,1,Bodianus_rufus,Wrasse,Carnivore,0.0166,3.08,19.95758961,0.016666667
19748,2022,September,3,Grundys,Inside,ADC,3,,20,1,Bodianus_rufus,Wrasse,Carnivore,0.0166,3.08,168.7642582,0.016666667
20364,2022,September,3,Grundys,Inside,JLR,1,,10,2,Chaetodon_capistratus,Butterflyfish,Corallivore,0.0234,3.19,72.48461777,0.033333333
20373,2022,September,3,Grundys,Inside,JLR,1,,5,10,Caranx_ruber,Jacks,Carnivore,0.0158,2.99,19.43468026,0.166666667
20374,2022,September,3,Grundys,Inside,JLR,1,,10,1,Caranx_ruber,Jacks,Carnivore,0.0158,2.99,15.44034809,0.016666667
20375,2022,September,3,Grundys,Inside,JLR,1,,20,2,Caranx_ruber,Jacks,Carnivore,0.0158,2.99,245.3391011,0.033333333
20376,2022,September,3,Grundys,Inside,JLR,1,,40,1,Caranx_ruber,Jacks,Carnivore,0.0158,2.99,974.5776804,0.016666667
20365,2022,September,3,Grundys,Inside,JLR,1,,30,1,Scarus_vetula,Parrotfish,Herbivore,0.01479,3.03,442.2273269,0.016666667
20366,2022,September,3,Grundys,Inside,JLR,1,,10,3,Sparisoma_aurofrenatum,Parrotfish,Herbivore,0.0117,3.15,49.58006782,0.05
20367,2022,September,3,Grundys,Inside,JLR,1,,10,3,Sparisoma_viride,Parrotfish,Herbivore,0.0257,2.93,65.62274275,0.05
20368,2022,September,3,Grundys,Inside,JLR,1,,10,3,Scarus_iseri,Parrotfish,Herbivore,0.0158,3.02,49.63389318,0.05
20369,2022,September,3,Grundys,Inside,JLR,1,,5,2,Acanthurus_coeruleus,Surgeonfish,Herbivore,0.0324,2.95,7.47371476,0.033333333
20370,2022,September,3,Grundys,Inside,JLR,1,,10,1,Acanthurus_coeruleus,Surgeonfish,Herbivore,0.0324,2.95,28.8765304,0.016666667
20371,2022,September,3,Grundys,Inside,JLR,1,,10,1,Acanthurus_tractus,Surgeonfish,Herbivore,0.0257,2.9,20.41423563,0.016666667
20372,2022,September,3,Grundys,Inside,JLR,1,,10,1,Halichoeres_garnoti,Wrasse,Omnivore,0.01,3.14,13.80384265,0.016666667
20377,2022,September,3,Grundys,Inside,JLR,2,,10,4,Chaetodon_capistratus,Butterflyfish,Corallivore,0.0234,3.19,144.9692355,0.066666667
20400,2022,September,3,Grundys,Inside,JLR,2,,30,1,Kyphosus_spp.,Chub,Carnivore,0.0138,3.03,412.6259034,0.016666667
20398,2022,September,3,Grundys,Inside,JLR,2,,10,2,Microspathodon_chrysurus,Damselfish,Herbivore,0.02291,3.02,47.97943007,0.033333333
20390,2022,September,3,Grundys,Inside,JLR,2,,10,1,Cephalopholis_cruentata,Grouper,Carnivore,0.011,3.11,14.17074507,0.016666667
20378,2022,September,3,Grundys,Inside,JLR,2,,10,1,Haemulon_carbonarium,Grunt,Carnivore,0.01622,2.99,15.85078772,0.016666667
20379,2022,September,3,Grundys,Inside,JLR,2,,20,5,Haemulon_carbonarium,Grunt,Carnivore,0.01622,2.99,629.6519334,0.083333333
20395,2022,September,3,Grundys,Inside,JLR,2,,10,3,Caranx_ruber,Jacks,Carnivore,0.0158,2.99,46.32104427,0.05
20396,2022,September,3,Grundys,Inside,JLR,2,,20,1,Caranx_ruber,Jacks,Carnivore,0.0158,2.99,122.6695505,0.016666667
20397,2022,September,3,Grundys,Inside,JLR,2,,30,2,Caranx_ruber,Jacks,Carnivore,0.0158,2.99,824.6689333,0.033333333
20380,2022,September,3,Grundys,Inside,JLR,2,,10,1,Scarus_taeniopterus,Parrotfish,Herbivore,0.017,3.04,18.64012933,0.016666667
20381,2022,September,3,Grundys,Inside,JLR,2,,20,1,Scarus_taeniopterus,Parrotfish,Herbivore,0.017,3.04,153.3133976,0.016666667
20382,2022,September,3,Grundys,Inside,JLR,2,,10,3,Scarus_vetula,Parrotfish,Herbivore,0.01479,3.03,47.54331157,0.05
20383,2022,September,3,Grundys,Inside,JLR,2,,20,3,Scarus_vetula,Parrotfish,Herbivore,0.01479,3.03,388.3383809,0.05
20384,2022,September,3,Grundys,Inside,JLR,2,,10,3,Sparisoma_aurofrenatum,Parrotfish,Herbivore,0.0117,3.15,49.58006782,0.05
20385,2022,September,3,Grundys,Inside,JLR,2,,5,1,Sparisoma_viride,Parrotfish,Herbivore,0.0257,2.93,2.870220329,0.016666667
20386,2022,September,3,Grundys,Inside,JLR,2,,10,1,Sparisoma_viride,Parrotfish,Herbivore,0.0257,2.93,21.87424758,0.016666667
20387,2022,September,3,Grundys,Inside,JLR,2,,20,1,Sparisoma_viride,Parrotfish,Herbivore,0.0257,2.93,166.7059154,0.016666667
20388,2022,September,3,Grundys,Inside,JLR,2,,30,1,Sparisoma_viride,Parrotfish,Herbivore,0.0257,2.93,546.8880071,0.016666667
20389,2022,September,3,Grundys,Inside,JLR,2,,5,8,Scarus_iseri,Parrotfish,Herbivore,0.0158,3.02,16.31685623,0.133333333
20399,2022,September,3,Grundys,Inside,JLR,2,,30,1,Diodon_hystrix,Porcupinefish,Carnivore,0.0871,2.76,1039.615673,0.016666667
20391,2022,September,3,Grundys,Inside,JLR,2,,5,2,Acanthurus_coeruleus,Surgeonfish,Herbivore,0.0324,2.95,7.47371476,0.033333333
20392,2022,September,3,Grundys,Inside,JLR,2,,10,2,Acanthurus_coeruleus,Surgeonfish,Herbivore,0.0324,2.95,57.75306079,0.033333333
20393,2022,September,3,Grundys,Inside,JLR,2,,20,2,Acanthurus_coeruleus,Surgeonfish,Herbivore,0.0324,2.95,446.2862362,0.033333333
20394,2022,September,3,Grundys,Inside,JLR,2,,10,1,Bodianus_rufus,Wrasse,Carnivore,0.0166,3.08,19.95758961,0.016666667
20401,2022,September,3,Grundys,Inside,JLR,3,,10,1,Chaetodon_striatus,Butterflyfish,Corallivore,0.0251,3.06,28.8186559,0.016666667
20410,2022,September,3,Grundys,Inside,JLR,3,,5,2,Cephalopholis_cruentata,Grouper,Carnivore,0.011,3.11,3.282610802,0.033333333
20415,2022,September,3,Grundys,Inside,JLR,3,,10,1,Caranx_ruber,Jacks,Carnivore,0.0158,2.99,15.44034809,0.016666667
20402,2022,September,3,Grundys,Inside,JLR,3,,10,3,Scarus_taeniopterus,Parrotfish,Herbivore,0.017,3.04,55.920388,0.05
20403,2022,September,3,Grundys,Inside,JLR,3,,20,1,Scarus_taeniopterus,Parrotfish,Herbivore,0.017,3.04,153.3133976,0.016666667
20404,2022,September,3,Grundys,Inside,JLR,3,,10,3,Sparisoma_aurofrenatum,Parrotfish,Herbivore,0.0117,3.15,49.58006782,0.05
20405,2022,September,3,Grundys,Inside,JLR,3,,5,4,Sparisoma_viride,Parrotfish,Herbivore,0.0257,2.93,11.48088131,0.066666667
20406,2022,September,3,Grundys,Inside,JLR,3,,10,3,Sparisoma_viride,Parrotfish,Herbivore,0.0257,2.93,65.62274275,0.05
20407,2022,September,3,Grundys,Inside,JLR,3,,5,3,Scarus_iseri,Parrotfish,Herbivore,0.0158,3.02,6.118821088,0.05
20408,2022,September,3,Grundys,Inside,JLR,3,,10,3,Scarus_iseri,Parrotfish,Herbivore,0.0158,3.02,49.63389318,0.05
20409,2022,September,3,Grundys,Inside,JLR,3,,20,1,Scarus_iseri,Parrotfish,Herbivore,0.0158,3.02,134.204684,0.016666667
20411,2022,September,3,Grundys,Inside,JLR,3,,20,1,Ocyurus_chrysurus,Snapper,Carnivore,0.0295,2.79,125.8043632,0.016666667
20412,2022,September,3,Grundys,Inside,JLR,3,,5,2,Acanthurus_coeruleus,Surgeonfish,Herbivore,0.0324,2.95,7.47371476,0.033333333
20413,2022,September,3,Grundys,Inside,JLR,3,,10,1,Acanthurus_coeruleus,Surgeonfish,Herbivore,0.0324,2.95,28.8765304,0.016666667
20414,2022,September,3,Grundys,Inside,JLR,3,,10,1,Halichoeres_bivittatus,Wrasse,Carnivore,0.0112,3.05,12.56660669,0.016666667
20672,2022,September,3,Grundys,Inside,VEM,1,,5,2,Microspathodon_chrysurus,Damselfish,Herbivore,0.02291,3.02,5.914860385,0.033333333
20673,2022,September,3,Grundys,Inside,VEM,1,,10,2,Microspathodon_chrysurus,Damselfish,Herbivore,0.02291,3.02,47.97943007,0.033333333
20670,2022,September,3,Grundys,Inside,VEM,1,,10,3,Caranx_ruber,Jacks,Carnivore,0.0158,2.99,46.32104427,0.05
20671,2022,September,3,Grundys,Inside,VEM,1,,20,1,Caranx_ruber,Jacks,Carnivore,0.0158,2.99,122.6695505,0.016666667
20654,2022,September,3,Grundys,Inside,VEM,1,,20,1,Scarus_taeniopterus,Parrotfish,Herbivore,0.017,3.04,153.3133976,0.016666667
20655,2022,September,3,Grundys,Inside,VEM,1,,10,1,Sparisoma_chrysopterum,Parrotfish,Herbivore,0.0129,3.1,16.24013781,0.016666667
20656,2022,September,3,Grundys,Inside,VEM,1,,5,1,Sparisoma_viride,Parrotfish,Herbivore,0.0257,2.93,2.870220329,0.016666667
20657,2022,September,3,Grundys,Inside,VEM,1,,10,1,Sparisoma_viride,Parrotfish,Herbivore,0.0257,2.93,21.87424758,0.016666667
20658,2022,September,3,Grundys,Inside,VEM,1,,20,3,Sparisoma_viride,Parrotfish,Herbivore,0.0257,2.93,500.1177462,0.05
20659,2022,September,3,Grundys,Inside,VEM,1,,30,1,Sparisoma_viride,Parrotfish,Herbivore,0.0257,2.93,546.8880071,0.016666667
20660,2022,September,3,Grundys,Inside,VEM,1,,5,1,Scarus_iseri,Parrotfish,Herbivore,0.0158,3.02,2.039607029,0.016666667
20661,2022,September,3,Grundys,Inside,VEM,1,,10,6,Scarus_iseri,Parrotfish,Herbivore,0.0158,3.02,99.26778636,0.1
20662,2022,September,3,Grundys,Inside,VEM,1,,20,3,Scarus_iseri,Parrotfish,Herbivore,0.0158,3.02,402.6140521,0.05
20663,2022,September,3,Grundys,Inside,VEM,1,,20,3,Lutjanus_apodus,Snapper,Carnivore,0.0182,3,436.8,0.05
20664,2022,September,3,Grundys,Inside,VEM,1,,5,4,Acanthurus_coeruleus,Surgeonfish,Herbivore,0.0324,2.95,14.94742952,0.066666667
20665,2022,September,3,Grundys,Inside,VEM,1,,10,3,Acanthurus_coeruleus,Surgeonfish,Herbivore,0.0324,2.95,86.62959119,0.05
20666,2022,September,3,Grundys,Inside,VEM,1,,10,3,Acanthurus_chirurgus,Surgeonfish,Herbivore,0.0209,2.93,53.366355,0.05
20667,2022,September,3,Grundys,Inside,VEM,1,,10,3,Acanthurus_tractus,Surgeonfish,Herbivore,0.0257,2.9,61.2427069,0.05
20668,2022,September,3,Grundys,Inside,VEM,1,,10,2,Halichoeres_garnoti,Wrasse,Omnivore,0.01,3.14,27.60768529,0.033333333
20669,2022,September,3,Grundys,Inside,VEM,1,,20,2,Halichoeres_garnoti,Wrasse,Omnivore,0.01,3.14,243.3683973,0.033333333
20703,2022,September,3,Grundys,Inside,VEM,2,,30,3,Kyphosus_spp.,Chub,Carnivore,0.0138,3.03,1237.87771,0.05
20701,2022,September,3,Grundys,Inside,VEM,2,,5,1,Stegastes_planifrons,Damselfish,Herbivore,0.02138,2.96,2.505872175,0.016666667
20691,2022,September,3,Grundys,Inside,VEM,2,,10,1,Cephalopholis_cruentata,Grouper,Carnivore,0.011,3.11,14.17074507,0.016666667
20692,2022,September,3,Grundys,Inside,VEM,2,,20,1,Cephalopholis_cruentata,Grouper,Carnivore,0.011,3.11,122.3477457,0.016666667
20674,2022,September,3,Grundys,Inside,VEM,2,,30,1,Anisotremus_surinamensis,Grunt,Carnivore,0.0245,2.87,425.1127058,0.016666667
20675,2022,September,3,Grundys,Inside,VEM,2,,40,1,Anisotremus_surinamensis,Grunt,Carnivore,0.0245,2.87,970.684868,0.016666667
20676,2022,September,3,Grundys,Inside,VEM,2,,10,1,Haemulon_carbonarium,Grunt,Carnivore,0.01622,2.99,15.85078772,0.016666667
20677,2022,September,3,Grundys,Inside,VEM,2,,20,4,Haemulon_carbonarium,Grunt,Carnivore,0.01622,2.99,503.7215467,0.066666667
20678,2022,September,3,Grundys,Inside,VEM,2,,20,3,Haemulon_flavolineatum,Grunt,Carnivore,0.0186,2.99,433.2253747,0.05
20700,2022,September,3,Grundys,Inside,VEM,2,,10,1,Caranx_ruber,Jacks,Carnivore,0.0158,2.99,15.44034809,0.016666667
20679,2022,September,3,Grundys,Inside,VEM,2,,20,1,Scarus_taeniopterus,Parrotfish,Herbivore,0.017,3.04,153.3133976,0.016666667
20680,2022,September,3,Grundys,Inside,VEM,2,,20,3,Scarus_vetula,Parrotfish,Herbivore,0.01479,3.03,388.3383809,0.05
20681,2022,September,3,Grundys,Inside,VEM,2,,5,1,Sparisoma_aurofrenatum,Parrotfish,Herbivore,0.0117,3.15,1.861835794,0.016666667
20682,2022,September,3,Grundys,Inside,VEM,2,,10,4,Sparisoma_aurofrenatum,Parrotfish,Herbivore,0.0117,3.15,66.10675709,0.066666667
20683,2022,September,3,Grundys,Inside,VEM,2,,20,5,Sparisoma_aurofrenatum,Parrotfish,Herbivore,0.0117,3.15,733.5003956,0.083333333
20684,2022,September,3,Grundys,Inside,VEM,2,,5,1,Sparisoma_viride,Parrotfish,Herbivore,0.0257,2.93,2.870220329,0.016666667
20685,2022,September,3,Grundys,Inside,VEM,2,,20,2,Sparisoma_viride,Parrotfish,Herbivore,0.0257,2.93,333.4118308,0.033333333
20686,2022,September,3,Grundys,Inside,VEM,2,,30,3,Sparisoma_viride,Parrotfish,Herbivore,0.0257,2.93,1640.664021,0.05
20687,2022,September,3,Grundys,Inside,VEM,2,,5,1,Scarus_iseri,Parrotfish,Herbivore,0.0158,3.02,2.039607029,0.016666667
20688,2022,September,3,Grundys,Inside,VEM,2,,10,1,Scarus_iseri,Parrotfish,Herbivore,0.0158,3.02,16.54463106,0.016666667
20689,2022,September,3,Grundys,Inside,VEM,2,,20,1,Scarus_iseri,Parrotfish,Herbivore,0.0158,3.02,134.204684,0.016666667
20690,2022,September,3,Grundys,Inside,VEM,2,,5,1,Scarus_/_Sparisoma,Parrotfish,Herbivore,0.0121,3.028,1.582218811,0.016666667
20694,2022,September,3,Grundys,Inside,VEM,2,,5,10,Acanthurus_coeruleus,Surgeonfish,Herbivore,0.0324,2.95,37.3685738,0.166666667
20695,2022,September,3,Grundys,Inside,VEM,2,,10,4,Acanthurus_coeruleus,Surgeonfish,Herbivore,0.0324,2.95,115.5061216,0.066666667
20696,2022,September,3,Grundys,Inside,VEM,2,,20,4,Acanthurus_coeruleus,Surgeonfish,Herbivore,0.0324,2.95,892.5724724,0.066666667
20697,2022,September,3,Grundys,Inside,VEM,2,,10,1,Acanthurus_chirurgus,Surgeonfish,Herbivore,0.0209,2.93,17.788785,0.016666667
20698,2022,September,3,Grundys,Inside,VEM,2,,20,1,Acanthurus_tractus,Surgeonfish,Herbivore,0.0257,2.9,152.3772427,0.016666667
20693,2022,September,3,Grundys,Inside,VEM,2,,10,1,Melichthys_niger,Triggerfish,Omnivore,0.0257,2.94,22.38376426,0.016666667
20699,2022,September,3,Grundys,Inside,VEM,2,,10,1,Halichoeres_garnoti,Wrasse,Omnivore,0.01,3.14,13.80384265,0.016666667
20702,2022,September,3,Grundys,Inside,VEM,2,,20,1,Halichoeres_garnoti,Wrasse,Omnivore,0.01,3.14,121.6841986,0.016666667
20704,2022,September,3,Grundys,Inside,VEM,3,,10,1,Chaetodon_striatus,Butterflyfish,Corallivore,0.0251,3.06,28.8186559,0.016666667
20713,2022,September,3,Grundys,Inside,VEM,3,,20,1,Cephalopholis_cruentata,Grouper,Carnivore,0.011,3.11,122.3477457,0.016666667
20705,2022,September,3,Grundys,Inside,VEM,3,,10,1,Haemulon_carbonarium,Grunt,Carnivore,0.01622,2.99,15.85078772,0.016666667
20706,2022,September,3,Grundys,Inside,VEM,3,,20,1,Haemulon_flavolineatum,Grunt,Carnivore,0.0186,2.99,144.4084582,0.016666667
20707,2022,September,3,Grundys,Inside,VEM,3,,20,2,Scarus_vetula,Parrotfish,Herbivore,0.01479,3.03,258.8922539,0.033333333
20708,2022,September,3,Grundys,Inside,VEM,3,,10,1,Sparisoma_chrysopterum,Parrotfish,Herbivore,0.0129,3.1,16.24013781,0.016666667
20709,2022,September,3,Grundys,Inside,VEM,3,,5,1,Scarus_iseri,Parrotfish,Herbivore,0.0158,3.02,2.039607029,0.016666667
20710,2022,September,3,Grundys,Inside,VEM,3,,10,6,Scarus_iseri,Parrotfish,Herbivore,0.0158,3.02,99.26778636,0.1
20711,2022,September,3,Grundys,Inside,VEM,3,,20,1,Scarus_iseri,Parrotfish,Herbivore,0.0158,3.02,134.204684,0.016666667
20712,2022,September,3,Grundys,Inside,VEM,3,,30,1,Sparisoma_rubripinne,Parrotfish,Herbivore,0.0178,3.02,514.4298865,0.016666667
20714,2022,September,3,Grundys,Inside,VEM,3,,30,1,Lutjanus_apodus,Snapper,Carnivore,0.0182,3,491.4,0.016666667
20715,2022,September,3,Grundys,Inside,VEM,3,,5,3,Acanthurus_coeruleus,Surgeonfish,Herbivore,0.0324,2.95,11.21057214,0.05
20716,2022,September,3,Grundys,Inside,VEM,3,,10,2,Acanthurus_coeruleus,Surgeonfish,Herbivore,0.0324,2.95,57.75306079,0.033333333
20717,2022,September,3,Grundys,Inside,VEM,3,,20,4,Acanthurus_coeruleus,Surgeonfish,Herbivore,0.0324,2.95,892.5724724,0.066666667
20718,2022,September,3,Grundys,Inside,VEM,3,,5,3,Acanthurus_chirurgus,Surgeonfish,Herbivore,0.0209,2.93,7.002444148,0.05
20719,2022,September,3,Grundys,Inside,VEM,3,,10,1,Acanthurus_chirurgus,Surgeonfish,Herbivore,0.0209,2.93,17.788785,0.016666667
20720,2022,September,3,Grundys,Inside,VEM,3,,5,1,Acanthurus_tractus,Surgeonfish,Herbivore,0.0257,2.9,2.734929501,0.016666667
20721,2022,September,3,Grundys,Inside,VEM,3,,10,3,Acanthurus_tractus,Surgeonfish,Herbivore,0.0257,2.9,61.2427069,0.05
20722,2022,September,3,Grundys,Inside,VEM,3,,10,3,Halichoeres_garnoti,Wrasse,Omnivore,0.01,3.14,41.41152794,0.05
20723,2022,September,3,Grundys,Inside,VEM,3,,20,2,Halichoeres_garnoti,Wrasse,Omnivore,0.01,3.14,243.3683973,0.033333333
20010,2022,September,5,Jigsaw,Outside,ADC,1,,5,1,Chaetodon_capistratus,Butterflyfish,Corallivore,0.0234,3.19,3.971276915,0.016666667
20011,2022,September,5,Jigsaw,Outside,ADC,1,,10,5,Chaetodon_capistratus,Butterflyfish,Corallivore,0.0234,3.19,181.2115444,0.083333333
20030,2022,September,5,Jigsaw,Outside,ADC,1,,5,2,Stegastes_planifrons,Damselfish,Herbivore,0.02138,2.96,5.011744349,0.033333333
20031,2022,September,5,Jigsaw,Outside,ADC,1,,10,2,Stegastes_planifrons,Damselfish,Herbivore,0.02138,2.96,38.99758349,0.033333333
20023,2022,September,5,Jigsaw,Outside,ADC,1,,20,3,Cephalopholis_cruentata,Grouper,Carnivore,0.011,3.11,367.043237,0.05
20012,2022,September,5,Jigsaw,Outside,ADC,1,,30,2,Haemulon_flavolineatum,Grunt,Carnivore,0.0186,2.99,970.8127949,0.033333333
20028,2022,September,5,Jigsaw,Outside,ADC,1,,20,2,Caranx_ruber,Jacks,Carnivore,0.0158,2.99,245.3391011,0.033333333
20029,2022,September,5,Jigsaw,Outside,ADC,1,,30,5,Caranx_ruber,Jacks,Carnivore,0.0158,2.99,2061.672333,0.083333333
20013,2022,September,5,Jigsaw,Outside,ADC,1,,5,11,Scarus_taeniopterus,Parrotfish,Herbivore,0.017,3.04,24.92931927,0.183333333
20014,2022,September,5,Jigsaw,Outside,ADC,1,,10,2,Scarus_taeniopterus,Parrotfish,Herbivore,0.017,3.04,37.28025867,0.033333333
20015,2022,September,5,Jigsaw,Outside,ADC,1,,20,2,Scarus_taeniopterus,Parrotfish,Herbivore,0.017,3.04,306.6267952,0.033333333
20016,2022,September,5,Jigsaw,Outside,ADC,1,,5,7,Sparisoma_aurofrenatum,Parrotfish,Herbivore,0.0117,3.15,13.03285056,0.116666667
20017,2022,September,5,Jigsaw,Outside,ADC,1,,10,1,Sparisoma_aurofrenatum,Parrotfish,Herbivore,0.0117,3.15,16.52668927,0.016666667
20018,2022,September,5,Jigsaw,Outside,ADC,1,,20,1,Sparisoma_aurofrenatum,Parrotfish,Herbivore,0.0117,3.15,146.7000791,0.016666667
20019,2022,September,5,Jigsaw,Outside,ADC,1,,30,1,Sparisoma_aurofrenatum,Parrotfish,Herbivore,0.0117,3.15,526.1599821,0.016666667
20020,2022,September,5,Jigsaw,Outside,ADC,1,,5,4,Sparisoma_viride,Parrotfish,Herbivore,0.0257,2.93,11.48088131,0.066666667
20021,2022,September,5,Jigsaw,Outside,ADC,1,,40,1,Sparisoma_viride,Parrotfish,Herbivore,0.0257,2.93,1270.483116,0.016666667
20022,2022,September,5,Jigsaw,Outside,ADC,1,,30,3,Scarus_iseri,Parrotfish,Herbivore,0.0158,3.02,1369.886327,0.05
20024,2022,September,5,Jigsaw,Outside,ADC,1,,30,1,Acanthurus_coeruleus,Surgeonfish,Herbivore,0.0324,2.95,737.9937972,0.016666667
20025,2022,September,5,Jigsaw,Outside,ADC,1,,5,4,Halichoeres_garnoti,Wrasse,Omnivore,0.01,3.14,6.263625809,0.066666667
20026,2022,September,5,Jigsaw,Outside,ADC,1,,10,2,Halichoeres_garnoti,Wrasse,Omnivore,0.01,3.14,27.60768529,0.033333333
20027,2022,September,5,Jigsaw,Outside,ADC,1,,20,1,Halichoeres_garnoti,Wrasse,Omnivore,0.01,3.14,121.6841986,0.016666667
20032,2022,September,5,Jigsaw,Outside,ADC,1,,10,1,Bodianus_rufus,Wrasse,Carnivore,0.0166,3.08,19.95758961,0.016666667
20066,2022,September,5,Jigsaw,Outside,ADC,2,,5,1,Holacanthus_tricolor,Angelfish,Omnivore,0.0331,2.95,3.817591953,0.016666667
20033,2022,September,5,Jigsaw,Outside,ADC,2,,10,1,Chaetodon_striatus,Butterflyfish,Corallivore,0.0251,3.06,28.8186559,0.016666667
20034,2022,September,5,Jigsaw,Outside,ADC,2,,5,1,Chaetodon_capistratus,Butterflyfish,Corallivore,0.0234,3.19,3.971276915,0.016666667
20035,2022,September,5,Jigsaw,Outside,ADC,2,,10,2,Chaetodon_capistratus,Butterflyfish,Corallivore,0.0234,3.19,72.48461777,0.033333333
20065,2022,September,5,Jigsaw,Outside,ADC,2,,10,2,Stegastes_planifrons,Damselfish,Herbivore,0.02138,2.96,38.99758349,0.033333333
20036,2022,September,5,Jigsaw,Outside,ADC,2,,30,1,Haemulon_sciurus,Grunt,Carnivore,0.0245,2.92,503.9183208,0.016666667
20037,2022,September,5,Jigsaw,Outside,ADC,2,,30,1,Haemulon_flavolineatum,Grunt,Carnivore,0.0186,2.99,485.4063974,0.016666667
20064,2022,September,5,Jigsaw,Outside,ADC,2,,20,3,Caranx_ruber,Jacks,Carnivore,0.0158,2.99,368.0086516,0.05
20038,2022,September,5,Jigsaw,Outside,ADC,2,,5,4,Scarus_taeniopterus,Parrotfish,Herbivore,0.017,3.04,9.065207009,0.066666667
